"gene","FS","FR","PS","PR","Tsil","Trepl","nout","npop","BSnIPRE.class","BSnIPRE.est","BSnIPRE.lbound","BSnIPRE.ubound","BSnIPRE.pneg","BSnIPRE.Rest","BSnIPRE.Rlbound","BSnIPRE.Rubound","BSnIPRE.Rclass","BSnIPRE.tau","BSnIPRE.theta","BSnIPRE.gamma","BSnIPRE.f","BSnIPRE.f.lb","BSnIPRE.f.ub","BSnIPRE.f.class"
"rna14345",3,4,0,0,569.6667,1743.3333,2,40,"neut",1.41852741951649,-2.41205228545456,5.63797753046628,0.227733333333333,-2.50818122083315,-6.66017199658028,1.32429106043874,"neut",192.276426383743,2.883816238019e-05,3.05715194870996,0.0814095269758773,0.00129420501424081,3.75949187069346,"neut"
"rna14346",5,0,0,0,479.3333,1338.6667,2,40,"neut",-0.157464615363642,-4.35377592340006,4.11578701823329,0.5256,-3.67951045145379,-8.28498276921934,0.317869862431295,"neut",243.186186384704,4.23669584425434e-05,-0.195917863531535,0.0252409365643016,0.000267684917918382,1.3741970628733,"neut"
"rna14349",16,16,0,0,123,414,2,40,"neut",1.88864046647987,-1.57379959001897,6.17296104136083,0.156266666666667,-3.11361285562881,-7.37837104672483,0.404403758927009,"neut",432.221135412977,0.000279715082118798,5.3308286285063,0.0444429018272601,0.000633591371378788,1.49841501453151,"neut"
"rna14351",27,9,0,0,948.6667,2585.3333,2,40,"neut",1.18126226769106,-2.44115661199299,5.36566602886621,0.282133333333333,-3.31499840244674,-7.43976063075951,0.35470162188041,"neut",563.499894733248,4.82611881815346e-05,2.26258356735876,0.0363338311391877,0.000604055417439305,1.42575482646482,"neut"
"rna14354",2,2,0,0,108.6667,296.3333,2,40,"neut",1.37875631957583,-2.67093930397064,5.52940046518089,0.2792,-2.71827946135216,-6.98563120481153,1.2900840479159,"neut",170.687327911561,0.000100510496732238,2.91144988884421,0.0659866301327261,0.000914007538450919,3.63307731000461,"neut"
"rna14355",7,3,1,1,358.3333,1084.6667,2,40,"neut",-0.345196460169868,-3.05150296167241,2.78783112352063,0.602933333333333,-1.66243718844481,-4.79364084598294,0.861086869477654,"neut",41.9404080855503,0.000459994955298522,-0.41493138757555,0.189653809934028,0.00828204705535799,2.36571949831359,"neut"
"rna14356",4,0,0,0,290,850,2,40,"neut",0.233158593818319,-3.92801123190202,4.54151601918036,0.465866666666667,-3.99398993950088,-8.39810726502272,0.119984847003346,"neut",205.350058751021,5.85235427298886e-05,0.318752771046468,0.0184259546701512,0.00025177001953125,1.12746001941184,"neut"
"rna14357",9,1,0,1,560.6667,1659.3333,2,40,"neut",-1.95875098846685,-5.02433025663841,1.48999985987031,0.881866666666667,-1.18788388595051,-4.36860479500011,1.71262444753632,"neut",131.243352221245,0.000114387542875006,-1.87316907127143,0.304865119839968,0.0126724167361719,5.54348960936415,"neut"
"rna14364",2,0,0,0,699,1905,2,40,"neut",0.104165840306442,-4.18937771354232,4.40610037422713,0.478666666666667,-3.15444846458975,-7.74516455717841,1.04560005415778,"neut",184.417993133384,1.67125645914172e-05,0.13774701764383,0.0426714181379391,0.000450986083964886,2.84510452938343,"neut"
"rna14366",68,4,0,0,415.6667,1186.3333,2,40,"neut",0.386309628159545,-3.42240855073453,4.6431520114667,0.428,-4.33532983170081,-8.61316658277181,-0.457993331172526,"neg",1125.69722992239,0.00014004918024963,0.550675712978595,0.0131095198602522,0.00019073486328125,0.632551240477624,"neg"
"rna14367",5,1,0,0,532.6667,1534.3333,2,40,"neut",0.508187383401124,-3.58929815390021,4.88527902848128,0.409066666666667,-3.29973316688467,-7.70167177679239,0.670523866911479,"neut",236.331461730739,3.62691945740061e-05,0.752149890029681,0.0368928284516254,0.000474922095690269,1.95523750539975,"neut"
"rna14368",4,10,0,0,560,1810,2,40,"neut",1.95979087116055,-1.79315481119404,6.33752360761281,0.149333333333333,-2.42187620996804,-6.73500383091874,1.37084110833407,"neut",237.480441628429,3.35055158910634e-05,5.78929655150881,0.0887608079802963,0.00121847844143942,3.93867117365983,"neut"
"rna14371",9,0,0,0,499,1418,2,40,"neut",-0.186512707003873,-4.5347076435848,3.95467825412828,0.5376,-4.09520870443876,-8.50570373766303,-0.172274045716603,"neg",331.52881894347,5.07722841749552e-05,-0.230576129325628,0.0166518537613111,0.00019073486328125,0.841747968625465,"neg"
"rna14374",8,8,0,0,332.6667,843.3333,2,40,"neut",1.60946452504424,-1.89479428579084,5.66114930331246,0.191466666666667,-2.70121985149262,-6.75258298654171,0.870867823655812,"neut",279.506717070781,8.50379382008876e-05,3.8474014802898,0.0671218295136616,0.00114189533026211,2.38897474592875,"neut"
"rna14377",288,36,0,0,878.3333,2142.6667,2,40,"neut",1.00233665626619,-2.47892953740295,5.05295381968722,0.300533333333333,-3.98034447620294,-8.04525500840173,-0.559931518924518,"neg",3061.96047250761,0.0001053454192213,1.7736667252511,0.0186756174524923,0.000285832959804878,0.57124116724058,"neg"
"rna14381",1,1,0,0,96.6667,326.3333,2,40,"neut",0.971254428812716,-3.26848503809237,5.23391429788861,0.338666666666667,-2.7973928643865,-7.23859744521421,1.29860397222149,"neut",138.801991610883,7.84175251421798e-05,1.69966427665698,0.0609680844366717,0.00069660554524011,3.66416050859116,"neut"
"rna1439",352,0,16,0,440,1231,2,40,"neut",-0.299756059313404,-3.67322692409053,3.84085285267762,0.5552,-7.05780701005602,-11.0601857307719,-3.96087911630678,"neg",116.415988215771,0.00678918438724766,-0.362403480092444,0.000834564426040639,9.5367431640625e-05,0.0190283341056886,"neg"
"rna14390",1062,800,100,0,686.3333,1980.6667,2,40,"pos",5.25261119592508,3.42437721158617,8.21798976415684,0,-6.60806246996437,-9.55892847569732,-4.77580944297601,"neg",55.3792040565038,0.0276803459630037,190.533299254586,0.000699825542954712,9.5367431640625e-05,0.00423587569642709,"neg"
"rna14394",11,5,3,0,694,1985,2,40,"neut",2.12206523766221,-0.732978916788866,5.772796449752,0.0797333333333333,-4.06704088340713,-7.7675612272074,-1.35014000706351,"neg",25.6897032439132,0.000624231475117993,7.05746135612648,0.017127504306406,0.0004425048828125,0.259198537820481,"neg"
"rna14395",2,0,0,0,257,793,2,40,"neut",0.15391844485545,-4.07150886435965,4.41507786245721,0.469866666666667,-3.50966547831102,-8.18106606558127,0.492307172429728,"neut",174.324288354283,4.19532358358839e-05,0.20610372378851,0.0299066367712719,0.000292331279186132,1.63608610791876,"neut"
"rna14403",25,32,0,32,100,269,2,40,"neg",-3.18900706407322,-5.21125040408455,-1.74371356543173,1,2.48994846785672,1.11091687389938,4.48134207629273,"pos",130.855248427824,0.00177274831992913,-2.76200826672342,23.7280064635714,5.9752129698997,NA,"pos"
"rna1441",108,36,36,9,563.6667,1275.3333,2,40,"neut",0.363309118396547,-0.437080485165006,1.17435751080913,0.196533333333333,-2.26426400184935,-3.03034027179267,-1.62223447788156,"neg",15.2926430448715,0.0121199733348016,0.521712956825305,0.103906437697563,0.048300492325565,0.197462012930258,"neg"
"rna14414",9,0,8,13,63.3333,164.6667,2,40,"neg",-3.26558753593565,-5.82370594464113,-1.19655503619737,1,-0.541785956807861,-1.43437844090046,0.4733188097681,"neut",4.77335485659928,0.0234258206006676,-3.07315878329482,1.21218105255337,0.496494269252863,3.3452045530903,"neut"
"rna14417",313,36,108,0,1133.6667,2895.3333,2,40,"pos",3.56883981240764,1.59547630483323,6.5769859043123,0,-6.65318032025206,-9.71422822784788,-4.73742410481862,"neg",14.866666985434,0.0178449819528618,34.563469138386,0.000691921849962316,9.5367431640625e-05,0.00461407385749537,"neg"
"rna14423",12,20,0,0,450.3333,1307.6667,2,40,"neut",2.09721974883745,-1.35431672706942,6.52958169739315,0.122933333333333,-2.72356557619329,-7.05544362212948,0.718696301979095,"neut",372.0714587311,7.45165567013722e-05,6.76761437994231,0.0656387888947287,0.000837165781052635,2.051777968861,"neut"
"rna14425",5,4,2,0,218.3333,807.6667,2,40,"neut",2.22404542334368,-0.981280236246715,6.04347327779801,0.0906666666666667,-3.94326035739947,-7.83089500083313,-1.05413713069903,"neg",20.5279393466365,0.00112855718980263,7.95086736774307,0.0193564370548644,0.0003814697265625,0.348474665264945,"neg"
"rna14426",5,0,0,0,266.6667,717.3333,2,40,"neut",0.0594444669429551,-4.43856703788849,4.43453282337954,0.489333333333333,-3.91143275812936,-8.39783096119002,0.154104921278354,"neut",234.727828151192,7.2225257416666e-05,0.0777335981494975,0.0200305976074762,0.00025177001953125,1.1666052325597,"neut"
"rna14427",24,6,6,0,2420.3333,6087.6667,2,40,"neut",2.07806842776127,-0.430000423011388,5.7825221360603,0.0677333333333333,-4.4661574104414,-8.17624516064693,-2.05328112605296,"neg",24.2506231752689,0.000404210249671436,6.71864901348182,0.0115021773921012,0.000293223100118115,0.12831070799959,"neg"
"rna14432",2,2,0,2,368,1177,2,40,"neut",-1.70501810104861,-4.65357995288208,1.26782885217601,0.868266666666667,0.302936774637793,-2.29842571189321,3.11166391748985,"neut",41.3037121739993,0.000141636298673699,-1.68139867599286,1.35382849959947,0.10043286179889,22.4583766588228,"neut"
"rna14433",4,0,0,0,192.3333,578.6667,2,40,"neut",0.0795543084809716,-4.06766574899223,4.51022097373641,0.485866666666667,-3.8983743338651,-8.76301441620961,-0.0724531043805321,"neg",219.861196026409,8.19161662272267e-05,0.104550398971921,0.0202895216544865,0.00012969970703125,0.930103643822946,"neg"
"rna14438",36,0,0,0,472,1310,2,40,"neut",-0.448849179337534,-5.02867705665392,3.85785666446351,0.581066666666667,-5.05968668923548,-9.49016218905615,-0.77176235027897,"neg",765.451378922358,9.75107686793403e-05,-0.526378803967996,0.0063494988226409,9.5367431640625e-05,0.462195232694994,"neg"
"rna1444",4,1,0,0,299.3333,837.6667,2,40,"neut",0.673915728650776,-3.38044031301023,4.77497846101485,0.378666666666667,-3.23369554443646,-7.39041826820021,0.689197976493785,"neut",217.768304951614,5.77532711627005e-05,1.05340018446737,0.0394000022909986,0.000627388708703888,1.99208753688468,"neut"
"rna14441",3,1,0,0,506.3333,1431.6667,2,40,"neut",0.427285007940381,-3.54086126771979,5.08930935866371,0.422666666666667,-2.81000472930819,-7.67578620673225,1.20871283626629,"neut",195.479925788554,2.97923927068012e-05,0.617066452635716,0.0602040931210601,0.000489168076355992,3.34916924465661,"neut"
"rna14442",4,4,0,0,845.6667,2322.3333,2,40,"neut",1.38629369254078,-2.47974854359096,5.87396250938862,0.248266666666667,-2.64491713121943,-7.02285052353635,1.12176994913448,"neut",242.983905589352,1.95349850873777e-05,2.93719774769359,0.0710102252266628,0.000873040645026263,3.07028379320126,"neut"
"rna14447",1,1,0,0,330.6667,1055.3333,2,40,"neut",0.888887356752155,-3.09645395062447,4.94409106486909,0.326933333333333,-2.76858562157757,-6.8345682540705,1.07979844189226,"neut",118.661717976113,3.16259109820938e-05,1.50533626019157,0.0627496876242515,0.00108028086143076,2.94406469468751,"neut"
"rna14448",7,2,1,0,559.3333,1930.6667,2,40,"neut",1.2581680271327,-2.41715091310732,5.18381084010714,0.261066666666667,-3.9009384826502,-7.7965357884556,-0.565473654509095,"neg",61.1270621550091,0.000207569253101894,2.50948548703561,0.0202383473126412,0.0004425048828125,0.568082901491503,"neg"
"rna14450",24,4,4,0,525.6667,1619.3333,2,40,"neut",1.60950702663417,-1.0884952778439,5.3919133184312,0.162133333333333,-4.60343332916389,-8.23385527466808,-1.85070888928486,"neg",37.8786243981486,0.00118057769457819,3.87615056106697,0.0100265817761672,0.000281753785190222,0.157125609559297,"neg"
"rna14451",36,0,9,0,461.6667,1143.3333,2,40,"neut",0.495321408580519,-3.15592567505312,4.50120078262265,0.396533333333333,-5.79911658680374,-9.72392462489229,-2.79792874763353,"neg",21.7165745475225,0.00338365879007575,0.737045811432319,0.0030517578125,9.5367431640625e-05,0.0609354259017536,"neg"
"rna14455",0,0,0,8,239,703,2,40,"neg",-3.61107873304426,-6.98094969433472,-0.732757124529394,0.9936,2.06599694115662,0.0115468943621933,5.00109124256656,"pos",9.16165301520081,0.000230339088767897,-3.21655000376029,16.8650272857726,2.16148063038073,NA,"pos"
"rna14460",504,0,72,0,745.6667,1807.3333,2,40,"neut",0.0489798927905305,-2.88499006760525,3.52632077127558,0.487466666666667,-7.44486026737228,-10.9996606111915,-4.86443290307628,"neg",36.5091808109809,0.0182073657752425,0.0642030916309666,0.000601839483071267,9.5367431640625e-05,0.00770377785300367,"neg"
"rna14463",1,4,0,0,135.6667,404.3333,2,40,"neut",1.79522401413024,-1.91160186551014,5.91933673087948,0.158933333333333,-2.10867042176661,-6.34743950753853,1.73783316029834,"neut",151.447637274834,6.56118942268006e-05,4.79128371778096,0.121397898367395,0.00175631457663001,5.68501016016967,"neut"
"rna14464",36,8,24,8,450,1116,2,40,"neut",-0.374500105058096,-1.52856303691132,0.819278092134857,0.728533333333333,-2.06548537945508,-2.99436673683439,-1.29648106899835,"neg",7.54019130569379,0.0100039994333389,-0.457529794554219,0.126754524465225,0.0500748500212727,0.273484698930469,"neg"
"rna14469",288,16,96,16,573.6667,1574.3333,2,40,"neg",-1.06449448479316,-1.82841210049653,-0.317495600311915,0.9976,-2.847659192557,-3.46021638593113,-2.34429636149983,"neg",15.2021411636763,0.0319666817567491,-1.14630865221215,0.0784057343512882,0.0425035566638401,0.129702026679553,"neg"
"rna1447",72,0,9,0,297.6667,845.3333,2,40,"neut",0.263831115053482,-3.29291569631594,4.24077711426046,0.450666666666667,-6.31127324161869,-10.3567339011191,-3.17076273410127,"neg",43.9781522499099,0.00536986116651721,0.365072520884932,0.00182329577099865,9.5367431640625e-05,0.0419857041544156,"neg"
"rna14471",10,1,3,0,141.6667,425.3333,2,40,"neut",1.28186365838701,-2.10929129202424,5.32142796735025,0.26,-4.79043360589828,-8.83296656836317,-1.68601293853546,"neg",21.9511076015379,0.00306384562921125,2.60791635651266,0.00830864835933441,0.000116894987667775,0.185258352603736,"neg"
"rna14472",38,25,45,31,1548,4326,2,40,"neut",-0.0653286906712995,-0.725891680802835,0.642862280393989,0.565333333333333,-1.40975263779644,-1.8904264866982,-0.945287994855567,"neg",3.97994536913112,0.00550138980413774,-0.0870357869560015,0.244200732727415,0.151007007802499,0.388569985252895,"neg"
"rna14474",3,1,0,1,146,370,2,40,"neut",-1.40632284499244,-4.75640202511084,2.02086236403934,0.787466666666667,-0.701499319251444,-4.03832185914645,2.38769983759816,"neut",57.1201556790908,0.000328944043570656,-1.43256706113291,0.495834266829445,0.0176267242037809,10.8884171076239,"neut"
"rna14476",4,0,12,4,212.6667,483.3333,2,40,"neut",-1.19164581079219,-3.96790839053919,1.0750403455151,0.841066666666667,-2.03577384981671,-3.28526825629006,-0.969239879410034,"neg",1.4296826234986,0.0100538012739424,-1.40890867640859,0.13057651067927,0.0374304208018257,0.37937173630463,"neg"
"rna14478",9,0,3,3,580.3333,1510.6667,2,40,"neg",-2.45873747342336,-5.08790633591738,-0.200103768350758,0.981866666666667,-1.19695675063624,-2.8216831372854,0.35006389118711,"neut",15.1818459505809,0.000917920565432283,-2.29111404036961,0.539942949741659,0.10635293707942,2.53642353538253,"neut"
"rna14479",2,0,3,0,102.3333,257.6667,2,40,"neut",1.05539449044542,-2.55564729262102,5.24606208673971,0.3008,-4.59596656933796,-8.53802981737719,-1.36456970964955,"neg",5.2037449615082,0.00389508709532788,2.00421779906001,0.0101004558600476,0.00019073486328125,0.255485798029641,"neg"
"rna1448",14,3,6,2,389.6667,1047.3333,2,40,"neut",-0.259157512621863,-2.20559747932364,1.89439317160557,0.6112,-2.22464000784174,-4.21118623103956,-0.862798645066235,"neg",12.3842750271711,0.00271361413480521,-0.320671972959944,0.108106191639825,0.0148286435686928,0.4219791899413,"neg"
"rna14480",14,2,1,0,548.3333,1494.6667,2,40,"neut",0.888077046315226,-2.71221012810806,4.96656443046962,0.332533333333333,-3.96124505425207,-8.15128996546485,-0.430280633438993,"neg",99.078116449105,0.000249111970179618,1.50409942488105,0.0190216074190226,0.000298122783786277,0.650326302612577,"neg"
"rna14481",5,4,5,1,308.3333,660.6667,2,40,"neut",1.29749154663702,-0.978388448350093,4.03555184831608,0.1296,-2.54082169383256,-5.07556811564287,-0.613091792425873,"neg",6.31038296478952,0.00259363855706583,2.7438043437715,0.078801560850326,0.00624784245194741,0.541658756851178,"neg"
"rna14482",20,0,14,0,1815.3333,4151.6667,2,40,"neut",0.951383895047802,-2.48680858969653,4.74112224507394,0.304,-5.52855650676306,-9.45163702346801,-2.94619420868065,"neg",7.84967118870131,0.00134431393210799,1.70090501352948,0.00400046983313608,9.5367431640625e-05,0.0525298065575131,"neg"
"rna14483",63,27,18,0,327.3333,899.6667,2,40,"pos",3.38703713150563,1.13545165926443,6.8779994898264,0,-5.24733519883222,-8.77226874865049,-3.07786993555536,"neg",18.8909989815442,0.00975206651947289,28.3375359238909,0.00279070228124141,9.5367431640625e-05,0.024352905282652,"neg"
"rna14486",9,1,12,2,356.6667,906.3333,2,40,"neut",-0.10413810574293,-2.54539165609229,2.14773702045561,0.538666666666667,-2.90418388433383,-4.71211299252891,-1.56504076455798,"neg",3.78547373374848,0.00604603386641123,-0.137835757283654,0.0547933904834548,0.00897348505330797,0.209079387078267,"neg"
"rna14493",2664,100,1728,292,969.3333,2738.6667,2,40,"neg",-1.49637086959327,-1.75232163783536,-1.27076283864851,1,-2.8153279008521,-2.9408482264895,-2.68579519725011,"neg",7.5747342087943,0.33885911701923,-1.54995521113049,0.0899367200134167,0.0793243777154879,0.102354103776679,"neg"
"rna14498",13,0,13,0,211.3333,580.6667,2,40,"neut",1.1424680797717,-2.09307159771019,5.07446492558219,0.257866666666667,-5.89306114958073,-9.87857854636458,-3.19276958559187,"neg",5.12535325854192,0.0106579064349021,2.25994287289476,0.00276651390997478,9.5367431640625e-05,0.0410808671720748,"neg"
"rna1450",64,0,12,0,270.3333,743.6667,2,40,"neut",0.39438552152893,-3.19695026148862,4.50943169811446,0.4208,-6.22792398144439,-10.4361648032319,-3.3374044723913,"neg",28.666796514778,0.00789597038545651,0.567780055756758,0.00198744810168689,9.5367431640625e-05,0.0355285569315457,"neg"
"rna14500",54,90,54,18,348.6667,932.3333,2,40,"pos",1.61827117629281,1.01715885112258,2.27993406258783,0,-2.10720207338862,-2.68378568744691,-1.59778258752827,"neg",4.84389681330719,0.0291339863796936,4.14060667176333,0.0762643807074228,0.0428549996283404,0.126926683465871,"neg"
"rna14502",44,4,28,8,1247.6667,3282.3333,2,40,"neut",-1.04296551991251,-2.33133627197016,0.167471629072699,0.947733333333333,-2.30209276368173,-3.12184407386743,-1.57365625190507,"neg",7.62553057715801,0.00426542563804474,-1.14230794256554,0.10006142024578,0.0440795127197759,0.207285823712388,"neg"
"rna14509",6768,1152,1633,720,1575.6667,4394.3333,2,40,"neg",-0.943952289430559,-1.05266182325518,-0.848487306146516,1,-1.85191343491686,-1.92993202064768,-1.76487549790495,"neg",21.2068201380761,0.197473458892054,-1.02989361073587,0.205731138016209,0.190320982177148,0.224439295046629,"neg"
"rna14519",3,0,0,0,389.3333,1266.6667,2,40,"neut",0.173901307869889,-4.09630689430128,4.45768138665688,0.469066666666667,-3.72562307114551,-8.30083417138709,0.18191475866094,"neut",207.337683032041,3.46841728587202e-05,0.234052434449087,0.0240990105743254,0.000263323052054857,1.19950819242999,"neut"
"rna1452",17,9,0,0,294.3333,902.6667,2,40,"neut",1.52233808107375,-1.94097310695949,5.5799272486971,0.218133333333333,-3.28209647273223,-7.46427997985899,0.193169788370771,"neut",454.794742056783,0.000120257614314494,3.46508065605319,0.037549341153132,0.000593748740594513,1.21308600278088,"neut"
"rna14520",8,0,0,0,600.3333,1892.6667,2,40,"neut",-0.197462570280913,-4.33014010233211,4.70359233021609,0.530666666666667,-4.08281920623373,-8.83205416935576,-0.03269416269231,"neg",313.60364610566,3.81741682332173e-05,-0.243543281459383,0.0168594161526498,0.000117146054547678,0.967824035841021,"neg"
"rna14522",5,0,1,0,575.6667,1611.3333,2,40,"neut",0.255334417117264,-3.7995215492066,4.42855789932102,0.4496,-4.03189567982431,-8.28902859543726,-0.55135576217722,"neg",44.4991920446473,0.000199138136864395,0.352480649596337,0.0177404096890953,0.000266571618849761,0.576162536362509,"neg"
"rna14523",16,6,2,2,506.6667,1416.3333,2,40,"neut",-0.680537703330228,-2.68085357877756,1.43742109041513,0.743733333333333,-1.39980397427993,-3.37979548157941,0.38824345959559,"neut",41.648773501167,0.000742457062505192,-0.769875676394768,0.246641982762704,0.0340534636462742,1.47440683664678,"neut"
"rna14524",160,32,0,0,480.3333,1226.6667,2,40,"neut",1.52399749296655,-2.07792891348884,5.84292367610988,0.216,-4.10645584878183,-8.36733555902007,-0.546403627112145,"neg",1973.60175012582,0.000166247443161199,3.47014673469234,0.0164656441545161,0.00025177001953125,0.57902356667916,"neg"
"rna14528",128,0,32,0,827.6667,1869.3333,2,40,"neut",0.416239300152483,-2.76719586801415,4.42284844631403,0.412266666666667,-6.594185220081,-10.7618130886452,-3.95299683271498,"neg",20.8455798017964,0.00717236956081964,0.604849275240265,0.00137300713538003,9.5367431640625e-05,0.0191741008303274,"neg"
"rna14532",36,20,4,0,285.3333,968.6667,2,40,"neut",2.57578946460653,-0.0487671624945914,6.19107560639411,0.0285333333333333,-4.38508224323787,-8.05210814763417,-1.79974410162461,"neg",55.1361668761842,0.00226927509563659,11.6233883062968,0.0124629770886938,0.000282061372438715,0.165341140092803,"neg"
"rna14535",70,33,48,8,2706.6667,7379.3333,2,40,"pos",1.0346622041116,0.213607858480233,1.92305258770274,0.00693333333333333,-2.8060879368535,-3.62165854147824,-2.14536297123025,"neg",7.35565205265792,0.00330546360407051,1.92080845982915,0.0434343472928762,0.0191887462756027,0.0841132433973557,"neg"
"rna14538",7,0,2,0,321.6667,815.3333,2,40,"neut",0.477390147989845,-3.26218852252628,4.74611055393046,0.4088,-4.55446691332649,-8.80744488533865,-1.22057467325137,"neg",24.4226504841387,0.000877200141960653,0.705612199224387,0.0105234321458723,0.000123917846389436,0.295059088128159,"neg"
"rna14540",99,54,127,36,512.6667,1356.3333,2,40,"pos",0.653490042326642,0.182779742401635,1.1814675415906,0.00186666666666667,-2.24567766007442,-2.63492401870827,-1.89373459407676,"neg",3.57145478537144,0.0468563914924512,1.07594266489209,0.0849426005524224,0.0575395349612837,0.120742031286013,"neg"
"rna14542",5,8,2,1,568.3333,2038.6667,2,40,"neut",1.04626753979236,-1.32759452611551,3.74557817111769,0.190933333333333,-2.03790948160697,-4.60025860429695,0.0307117311890592,"neut",18.6297457033113,0.000511093425742939,1.91258615178081,0.130297986845069,0.0100579072518849,1.03116745497214,"neut"
"rna14544",28,0,8,0,245,733,2,40,"neut",0.488012008228355,-2.93466200930956,4.72301216501431,0.3992,-5.82126137724183,-9.86248186868631,-2.85537324427337,"neg",19.3026540729903,0.00570846332170085,0.725421562359289,0.00298412639402443,9.5367431640625e-05,0.0575340460862667,"neg"
"rna14545",2,0,0,0,247,695,2,40,"neut",0.124073791154036,-3.92468467731546,4.45755712341514,0.478133333333333,-3.40698810643525,-7.86522162583269,0.768669775388597,"neut",176.268526814562,4.20231200843686e-05,0.16490236465496,0.0331400610527213,0.0003814697265625,2.15689868661929,"neut"
"rna14546",1,1,0,0,234,657,2,40,"neut",0.935645067658005,-3.10929382505674,5.43913266329494,0.328,-2.68740259239172,-7.13343667023769,1.41230054548149,"neut",121.503349801196,4.2482747926278e-05,1.61418915050228,0.0680555807564478,0.000823974609375,4.10538847466663,"neut"
"rna14547",1,1,3,3,268,665,2,40,"neut",-0.604583878928109,-3.32518412452003,1.78434686243759,0.679733333333333,-0.893121388815574,-2.70096466563815,0.805967086055969,"neut",3.10535356556352,0.00176134111789051,-0.7331013975859,0.409375809393291,0.0671389578745498,2.23887428877844,"neut"
"rna14549",1152,36,436,36,1315.6667,2980.3333,2,40,"neg",-0.987624622533014,-1.43333973472457,-0.53860641895773,1,-3.30559236631182,-3.67156276108034,-2.9931861226286,"neg",13.3593929995219,0.0629193027331902,-1.0772196586918,0.0486952807386303,0.0337694697192101,0.0665488204433001,"neg"
"rna1455",32,0,0,0,456.6667,1292.3333,2,40,"neut",-0.479223364551772,-4.63679168566724,3.97695743869961,0.580266666666667,-4.92456325326199,-9.4145313239381,-0.862034726862086,"neg",694.899493539078,9.65113216968432e-05,-0.558830331709882,0.00729632269771592,9.5367431640625e-05,0.422301664771548,"neg"
"rna14554",12,5,5,1,466,1277,2,40,"neut",0.780707216770783,-1.26499020027012,3.45247380586236,0.227466666666667,-2.79536563739419,-5.28359791467885,-1.03813467780555,"neg",13.4744436528079,0.00183245559473639,1.28876898715913,0.0610917888348276,0.00507306794444521,0.354140249505295,"neg"
"rna14561",261,10,45,46,1380.3333,3023.6667,2,40,"neg",-3.23595972527358,-3.99683278176887,-2.53269405717473,1,-0.797277055599582,-1.19084709233031,-0.394315973440452,"neg",29.4195708763555,0.00630164431726635,-2.82807297727847,0.897641063315306,0.605588695500727,1.34309809615281,"neut"
"rna14563",2,0,2,0,178.3333,448.6667,2,40,"neut",0.945610985228586,-3.00706983863986,5.16274069055516,0.321066666666667,-4.37496931913052,-8.46536779327595,-1.21037796294535,"neg",9.21527875772473,0.00131748660303912,1.67898134715639,0.0125909640921951,0.00019073486328125,0.298083486145773,"neg"
"rna14564",32,20,0,4,624,1869,2,40,"neut",-2.00215033122692,-4.24770792707463,0.111084010300535,0.9664,0.430335275799327,-1.60646064310619,2.68345888135095,"neut",248.7735505108,0.000198179936101877,-1.9045228638553,1.53777296891147,0.200625841303207,14.6356252865962,"neut"
"rna14566",8,24,0,0,201.6667,626.3333,2,40,"neut",2.37282013033066,-1.23513860750332,6.32736034303312,0.1072,-2.4371204334502,-6.42298261913708,1.20600688375534,"neut",312.571067564608,0.000127857433969878,9.22616210425692,0.0874218583153345,0.00160177350633867,3.34011892107528,"neut"
"rna14569",7,1,0,0,250.6667,568.3333,2,40,"neut",0.618597862259807,-3.6266895207091,5.22514454721156,0.3912,-3.53920920742035,-8.2353808798227,0.447389958515968,"neut",274.089153199311,9.3786187746852e-05,0.948725377805368,0.0290361040917808,0.000281333981000363,1.5642242001812,"neut"
"rna14570",1,1,0,0,128.3333,423.6667,2,40,"neut",0.950945802072773,-3.01524103802542,5.30624293227793,0.3296,-2.82506561793289,-7.16744780295945,1.2394870477634,"neut",133.893960362913,6.57356557115221e-05,1.65044739277758,0.059304270598544,0.000762939453125,3.45383715424467,"neut"
"rna14571",3,0,0,0,192.3333,539.6667,2,40,"neut",0.151802637204247,-4.1288977754783,4.39557865528977,0.472,-3.77861900393327,-8.0333480101739,0.357268815936741,"neut",194.082876986316,7.43771312849406e-05,0.203135682960605,0.0228802145371892,0.000292385910585813,1.42941971828957,"neut"
"rna14573",67,0,18,0,537.6667,1451.3333,2,40,"neut",0.502168610999769,-2.7202462099654,4.57913705400618,0.38,-6.40385033749813,-10.1446407370652,-3.64207302681799,"neg",19.84288493111,0.00603939390941482,0.74952334356358,0.00164389088890917,9.5367431640625e-05,0.0262219817042812,"neg"
"rna1458",1,1,0,0,107.3333,318.6667,2,40,"neut",1.11750736417311,-2.85419013536781,5.28941396477537,0.294666666666667,-2.89768228917551,-7.36513494713155,1.08318937241475,"neut",119.787342687697,8.62041198101629e-05,2.08297520850963,0.0551507780090899,0.0006406278454291,2.95405792085371,"neut"
"rna14586",2477,1037,3099,265,1049.6667,2370.3333,2,40,"pos",1.57856197518421,1.43932479884987,1.72446071346863,0,-3.26530243784953,-3.39184839900275,-3.14835027453822,"neg",3.67391254625528,0.561595240580101,4.02056559668904,0.0240588956650157,0.021203609521324,0.0270292127977793,"neg"
