"Gene","pi"
"LOC102655473",0.207792
"LOC102655476",0.125374530769231
"LOC102655479",0.073895088372093
"LOC102655483",0
"LOC102655487",0.08658
"LOC102655493",0.0593692142857143
"LOC102655495",0.0909091
"LOC102655497",0.0909091
"LOC102655500",0.0532800230769231
"LOC102655502",0.0293410111111111
"LOC102655503",0.02831169
"LOC102655505",0.195198545454545
"LOC102655512",0.0399230148148148
"LOC102655520",0.0463015043478261
"LOC102655521",0
"LOC102655523",0
"LOC102655530",0.04545455
"LOC102655538",0.04545455
"LOC102655546",0.125541027272727
"LOC102655547",0.05772
"LOC102655553",0.0765692
"LOC102655559",0
"LOC102655561",0
"LOC102655563",0
"LOC102655564",0.046657
"LOC102655578",0.152597275
"LOC102655583",0.03376621
"LOC102655585",0.04545455
"LOC102655592",0.1055194
"LOC102655612",0
"LOC102655613",0.0969696
"LOC102655615",0.242424
"LOC102655617",0.0129870142857143
"LOC102655618",0.0202020222222222
"LOC102655622",0.013551652173913
"LOC102655626",0.271284
"LOC102655631",0.00826446363636364
"LOC102655636",0.0129870142857143
"LOC102655639",0.01818182
"LOC102655640",0.0413223181818182
"LOC102655648",0
"LOC102655649",0.138528
"LOC102655654",0.0428571166666667
"LOC102655661",0.0202020037037037
"LOC102655663",0
"LOC102655668",0.220779183333333
"LOC102655670",0.022727275
"LOC102655679",0
"LOC102655688",0.067640625
"LOC102655689",0
"LOC102655690",0.153109973684211
"LOC102655693",0.111111033333333
"LOC102655697",0.0939648294117647
"LOC102655703",0.11645011
"LOC102655706",0.13852806
"LOC102655709",0.0202020222222222
"LOC102655710",0.143630067857143
"LOC102655712",0.0413222727272727
"LOC102655723",0.01818182
"LOC102655731",0.0624613
"LOC102655737",0.0570540615384615
"LOC102655741",0.0987799272727273
"LOC102655754",0
"LOC102655756",0.0259740285714286
"LOC102655762",0.051948015
"LOC102655764",0
"LOC102655768",0.15930724
"LOC102655778",0
"LOC102655783",0.1249226
"LOC102655788",0
"LOC102655796",0
"LOC102655798",0
"LOC102655801",0.200096111111111
"LOC102655806",0.0880230333333333
"LOC102655810",0.08712119375
"LOC102655811",0.04545455
"LOC102655814",0.1001856
"LOC102655815",0
"LOC102655818",0.148422857142857
"LOC102655819",0.0527534302325581
"LOC102655824",0.06466445625
"LOC102655825",0.2280843125
"LOC102655834",0.112554015384615
"LOC102655836",0
"LOC102655838",0
"LOC102655841",0
"LOC102655844",0.14935055
"LOC102655856",0.130832111111111
"LOC102655857",0.104978332142857
"LOC102655858",0
"LOC102655859",0
"LOC102655861",0.13203455
"LOC102655874",0.04329
"LOC102655877",0
"LOC102655879",0
"LOC102655882",0.0377241571428571
"LOC102655885",0.069264
"LOC102655889",0.0990995224
"LOC102655890",0
"LOC102655891",0.0303030333333333
"LOC102655895",0
"LOC102655897",0
"LOC102655898",0
"LOC102655899",0.106060525
"LOC102655903",0
"LOC102655904",0
"LOC102655905",0
"LOC102655910",0.277056
"LOC102655911",0.08658
"LOC102655919",0.141086072727273
"LOC102655922",0.0322707454545455
"LOC102655924",0.15411244
"LOC102655926",0.1379096
"LOC102655928",0.1098483875
"LOC102655932",0
"LOC102655934",0.10524895
"LOC102655945",0
"LOC102655948",0
"LOC102655950",0.0129870142857143
"LOC102655953",0.00757575833333333
"LOC102655961",0.138528
"LOC102655970",0.0509294294117647
"LOC102655971",0.02886
"LOC102655973",0.1114717625
"LOC102655978",0.0699855
"LOC102655979",0
"LOC102655980",0.0592532
"LOC102655983",0
"LOC102655993",0.0117501428571429
"LOC102655994",0.018981
"LOC102656008",0.0769035
"LOC102656009",0
"LOC102656020",0
"LOC102656021",0
"LOC102656023",0.05281382
"LOC102656029",0.0610870222222222
"LOC102656037",0.326118366666667
"LOC102656041",0
"LOC102656048",0.0318490928571429
"LOC102656055",0
"LOC102656059",0.1316016
"LOC102656061",0.106257318181818
"LOC102656065",0.06926403
"LOC102656070",0
"LOC102656074",0
"LOC102656082",0.0449254466666667
"LOC102656088",0.0717776387096774
"LOC102656093",0.0303030333333333
"LOC102656095",0.0575138714285714
"LOC102656098",0.08658
"LOC102656101",0.100048033333333
"LOC102656107",0.00826446363636364
"LOC102656110",0
"LOC102656112",0.135642026666667
"LOC102656116",0
"LOC102656132",0
"LOC102656134",0.01818182
"LOC102656137",0
"LOC102656142",0
"LOC102656143",0
"LOC102656154",0.034285704
"LOC102656155",0.0151515166666667
"LOC102656160",0
"LOC102656166",0
"LOC102656170",0
"LOC102656182",0.0259740285714286
"LOC102656183",0
"LOC102656185",0.225108
"LOC102656186",0.0495430333333333
"LOC102656190",0.06406923
"LOC102656198",0.0860912870967742
"LOC102656199",0
"LOC102656215",0
"LOC102656216",0.22005755
"LOC102656217",0.156607958823529
"LOC102656221",0.239177333333333
"LOC102656222",0.242424
"LOC102656224",0
"LOC102656230",0
"LOC102656231",0
"LOC102656244",0.02886
"LOC102656245",0.0511062861111111
"LOC102656247",0
"LOC102656248",0.102368147058824
"LOC102656268",0
"LOC102656271",0
"LOC102656273",0
"LOC102656283",0.0825396733333333
"LOC102656291",0
"LOC102656292",0.0909091
"LOC102656294",0.034458852
"LOC102656303",0
"LOC102656311",0.0303030333333333
"LOC102656322",0.0157418181818182
"LOC102656326",0
"LOC102656334",0.01818182
"LOC102656335",0
"LOC102656337",0
"LOC102656343",0.0881541818181818
"LOC102656347",0.216931144444444
"LOC102656349",0.178571275
"LOC102656352",0.0606060666666667
"LOC102656354",0.0303030333333333
"LOC102656356",0.0690235611111111
"LOC102656357",0
"LOC102656360",0
"LOC102656369",0.06980525625
"LOC102656371",0.1248646875
"LOC102656381",0
"LOC102656383",0.137529053846154
"LOC102656384",0
"LOC102656387",0
"LOC102656393",0
"LOC102656395",0.08658
"LOC102656397",0.0113636375
"LOC102656398",0.105339129166667
"LOC102656402",0.116883
"LOC102656403",0.506494
"LOC102656412",0.04329
"LOC102656419",0.0638527625
"LOC102656423",0.216843672727273
"LOC102656424",0.181818033333333
"LOC102656425",0
"LOC102656428",0.178210579166667
"LOC102656429",0.0909090166666667
"LOC102656432",0
"LOC102656433",0
"LOC102656434",0.08744582
"LOC102656439",0.00649350714285714
"LOC102656444",0
"LOC102656448",0
"LOC102656463",0.0636981857142857
"LOC102656464",0.141414033333333
"LOC102656465",0
"LOC102656466",0.2051946
"LOC102656479",0
"LOC102656487",0.148851092307692
"LOC102656489",0.0273060153846154
"LOC102656490",0.08697365
"LOC102656491",0
"LOC102656492",0
"LOC102656497",0.0728715083333333
"LOC102656501",0.04545455
"LOC102656504",0
"LOC102656505",0
"LOC102656514",0
"LOC102656515",0.09783548
"LOC102656517",0.242424
"LOC102656529",0
"LOC102656541",0
"LOC102656543",0
"LOC102656544",0.138528
"LOC102656545",0.103896
"LOC102656548",0.06926403
"LOC102656552",0.0933140222222222
"LOC102656554",0.186147233333333
"LOC102656560",0.0752984181818182
"LOC102656567",0
"LOC102656570",0.072846675862069
"LOC102656577",0
"LOC102656579",0
"LOC102656583",0.1266235
"LOC102656585",0.0425685083333333
"LOC102656587",0
"LOC102656594",0.0303030333333333
"LOC102656595",0.288600333333333
"LOC102656599",0
"LOC102656610",0.190476
"LOC102656611",0.13575756
"LOC102656613",0.08874455
"LOC102656615",0.0969696
"LOC102656618",0.0410224428571429
"LOC102656620",0
"LOC102656629",0.106060525
"LOC102656637",0
"LOC102656639",0.118410958823529
"LOC102656640",0.0446674409090909
"LOC102656645",0.0202020222222222
"LOC102656647",0.17316
"LOC102656648",0.114409357142857
"LOC102656652",0
"LOC102656653",0.0636981857142857
"LOC102656655",0.030952365
"LOC102656656",0.0325814368421053
"LOC102656661",0.114672493617021
"LOC102656663",0.260073007692308
"LOC102656664",0.039134168
"LOC102656667",0
"LOC102656669",0.123136133333333
"LOC102656681",0.3878788
"LOC102656685",0
"LOC102656701",0.0839517107142857
"LOC102656708",0.0468319363636364
"LOC102656714",0.138528
"LOC102656719",0
"LOC102656725",0
"LOC102656730",0.08658
"LOC102656732",0.0708101
"LOC102656733",0
"LOC102656738",0.021645
"LOC102656757",0.148148066666667
"LOC102656758",0
"LOC102656761",0.0357864266666667
"LOC102656766",0.0952380285714286
"LOC102656777",0.0303030333333333
"LOC102656779",0
"LOC102656784",0.04545455
"LOC102656790",0.0606060666666667
"LOC102656792",0
"LOC102656796",0
"LOC102656799",0.326118333333333
"LOC102656805",0.03896102
"LOC102656809",0.069264047826087
"LOC102656812",0
"LOC102656821",0
"LOC102656822",0.0818745826086957
"LOC102656824",0.116130208695652
"LOC102656830",0.127921955
"LOC102656838",0.0882953358490566
"LOC102656840",0.0417158272727273
"LOC102656841",0
"LOC102656882",0.0581898651162791
"LOC102656885",0.0389610428571429
"LOC102656891",0.04329
"LOC102656893",0
"LOC102656898",0.17316
"LOC102656900",0
"LOC102656904",0.203463123529412
"LOC102656905",0
"LOC102656907",0.0492840230769231
"LOC102656914",0
"LOC102656916",0.17316
"LOC102656934",0
"LOC107963958",0
"LOC107963959",0.0429570256410256
"LOC107963960",0
"LOC107963961",0
"LOC107963962",0
"LOC107963964",0.12352088
"LOC107963965",0
"LOC107963966",0.14653683
"LOC107963967",0.0495430333333333
"LOC107963968",0
"LOC107963969",0.309214442857143
"LOC107963970",0.1899349125
"LOC107963971",0
"LOC107963972",0
"LOC107963973",0
"LOC107963974",0.0557359125
"LOC107963975",0.0687830333333333
"LOC107963978",0
"LOC107963979",0.03192638125
"LOC107963980",0
"LOC107963982",0
"LOC107963983",0.0247933681818182
"LOC107963984",0.1369047375
"LOC107963985",0.0792540461538462
"LOC107963986",0.0467532577777778
"LOC107963987",0.0496695842105263
"LOC107963989",0.0101010111111111
"LOC107963990",0.01818182
"LOC107963991",0
"LOC107963993",0.1285968
"LOC107963995",0.0113636375
"LOC107963996",0.13023085
"LOC107963999",0.064110480952381
"LOC107964000",0
"LOC107964002",0
"LOC107964006",0.0779220142857143
"LOC107964012",0
"LOC107964014",0.151515
"LOC107964016",0
"LOC107964018",0
"LOC107964020",0.16709942
"LOC107964021",0.415584
"LOC107964022",0
"LOC107964023",0.12734475
"LOC107964024",0.083333325
"LOC107964025",0
"LOC107964026",0.0946195714285714
"LOC107964039",0.0606060666666667
"LOC107964048",0.123917675
"LOC107964061",0
"LOC107964069",0.075517
"LOC107964072",0
"LOC107964089",0.0113636375
"LOC107964097",0.08658
"LOC107964132",0.0760992947368421
"LOC107964133",0
"LOC107964134",0
"LOC107964135",0.049062
"LOC107964141",0.146224188888889
"LOC107964145",0.348485
"LOC107964161",0.5129875
"LOC107964163",0.25659175
"LOC107964172",0.0530303083333333
"LOC107964189",0.0336700083333333
"LOC107964205",0
"LOC107964206",0
"LOC107964207",0
"LOC107964213",0
"LOC107964236",0
"LOC107964258",0.0718105
"LOC107964259",0
"LOC107964260",0
"LOC107964261",0.136030573076923
"LOC107964262",0.0969696
"LOC107964284",0.0303030333333333
"LOC107964290",0.170562706666667
"LOC107964293",0.0909091
"LOC107964296",0.12770555
"LOC107964304",0
"LOC107964308",0.0606060666666667
"LOC107964319",0.0293410111111111
"LOC107964321",0.04545455
"LOC107964328",0.128427119047619
"LOC107964329",0
"LOC107964333",0.1282467875
"LOC107964335",0.0129870142857143
"LOC107964337",0.2099565
"LOC107964338",0
"LOC107964339",0.0303030333333333
"LOC107964340",0.0909091
"LOC107964343",0.08685065625
"LOC107964350",0
"LOC107964351",0.077922
"LOC107964352",0.0606060666666667
"LOC107964355",0
"LOC107964356",0
"LOC107964399",0
"LOC107964400",0
"LOC107964401",0.0829170230769231
"LOC107964402",0
"LOC107964403",0
"LOC107964404",0
"LOC107964405",0
"LOC107964409",0
"LOC107964412",0.01818182
"LOC107964415",0.0606060666666667
"LOC107964419",0
"LOC107964421",0.0303030333333333
"LOC107964431",0.167388
"LOC107964437",0
"LOC107964443",0.141525123076923
"LOC107964475",0.19999982
"LOC107964478",0.109557023076923
"LOC107964493",0.0143784678571429
"LOC107964494",0.0425685083333333
"LOC107964501",0.09199125
"LOC107964502",0
"LOC107964505",0.06753242
"LOC107964507",0.04329
"LOC107964515",0
"LOC107964520",0.13203455
"LOC107964525",0
"LOC107964526",0.191919033333333
"LOC107964527",0
"LOC107964528",0
"LOC107964529",0.148422857142857
"LOC107964530",0.0472254787878788
"LOC107964531",0
"LOC107964534",0.0920896545454545
"LOC107964546",0.05454546
"LOC107964558",0.07099564
"LOC107964579",0.09199126875
"LOC107964580",0.0306965545454545
"LOC107964586",0.211665394736842
"LOC107964589",0.0810704045454545
"LOC107964590",0
"LOC107964594",0.05772
"LOC107964600",0.022727275
"LOC107964602",0.114959033333333
"LOC107964605",0.0909091
"LOC107964616",0.1731602
"LOC107964633",0
"LOC107964637",0.179413011111111
"LOC107964640",0
"LOC107964648",0
"LOC107964653",0
"LOC107964664",0.1244587625
"LOC107964667",0
"LOC107964671",0.108917644
"LOC107964674",0
"LOC107964679",0.05454546
"LOC107964702",0
"LOC107964703",0.0303030333333333
"LOC107964714",0.311688
"LOC107964723",0.0697450555555556
"LOC107964730",0.04545455
"LOC107964732",0.00606060666666667
"LOC107964742",0.07662335
"LOC107964762",0.0274170047619048
"LOC107964764",0
"LOC107964765",0
"LOC107964781",0.2337664
"LOC107964788",0
"LOC107964789",0
"LOC107964790",0.0495430333333333
"LOC107964791",0.08668827
"LOC107964800",0.066017275
"LOC107964805",0.051428532
"LOC107964806",0.034632
"LOC107964823",0.1071428
"LOC107964826",0.0909091
"LOC107964828",0.057359275
"LOC107964835",0
"LOC107964836",0.022727275
"LOC107964838",0
"LOC107964839",0.00787090909090909
"LOC107964845",0.143111723529412
"LOC107964853",0.114718525
"LOC107964858",0.0909091
"LOC107964863",0.13766226
"LOC107964876",0
"LOC107964880",0.114521745454545
"LOC107964884",0
"LOC107964891",0
"LOC107964895",0
"LOC107964897",0.10129862
"LOC107964901",0
"LOC107964903",0.01818182
"LOC107964907",0.01818182
"LOC107964911",0.08023084
"LOC107964934",0.168831018181818
"LOC107964935",0.12813846
"LOC107964936",0.1363636625
"LOC107964937",0.128538092307692
"LOC107964944",0.0624097708333333
"LOC107964950",0.0909091
"LOC107964957",0.141074552941176
"LOC107964962",0.179063231818182
"LOC107964964",0
"LOC107964967",0
"LOC107964971",0
"LOC107964975",0.034632
"LOC107964981",0.04545455
"LOC107964982",0.0353959529411765
"LOC107964991",0.127705525
"LOC107964992",0
"LOC107964994",0.03636364
"LOC107964997",0.0983303142857143
"LOC107964998",0.00478468947368421
"LOC107965004",0.05113631875
"LOC107965005",0.16839814
"LOC107965009",0.0750360666666667
"LOC107965011",0.0129870142857143
"LOC107965020",0.122366477777778
"LOC107965022",0
"LOC107965024",0
"LOC107965037",0.055053597826087
"LOC107965038",0.0728716
"LOC107965041",0.0865800769230769
"LOC107965070",0
"LOC107965072",0
"LOC107965075",0.08051942
"LOC107965098",0.123067457142857
"LOC107965102",0
"LOC107965115",0
"LOC107965126",0.33225075
"LOC107965127",0
"LOC107965128",0.186147088235294
"LOC107965130",0.0670995166666667
"LOC107965141",0
"LOC107965142",0.0909091
"LOC107965143",0.14112564
"LOC107965144",0.09812402
"LOC107965145",0.068181825
"LOC107965147",0.28896105
"LOC107965158",0.0964749142857143
"LOC107965161",0.0606060666666667
"LOC107965163",0.140395445098039
"LOC107965179",0.0909091
"LOC107965181",0
"LOC107965184",0.0880230333333333
"LOC107965186",0.123376533333333
"LOC107965188",0.218614525
"LOC107965193",0
"LOC107965196",0.0303030333333333
"LOC107965197",0.170995516666667
"LOC107965199",0.0633609272727273
"LOC107965211",0.05281382
"LOC107965215",0
"LOC107965219",0.00826446363636364
"LOC107965225",0
"LOC107965231",0
"LOC107965232",0
"LOC107965233",0
"LOC107965235",0.022727275
"LOC107965237",0.0278561869565217
"LOC107965238",0.200989471428571
"LOC107965240",0.0606060666666667
"LOC107965250",0.141895033333333
"LOC107965263",0
"LOC107965265",0
"LOC107965266",0
"LOC107965267",0.259740157142857
"LOC107965279",0.00606060666666667
"LOC107965280",0
"LOC107965284",0.232101038461538
"LOC107965285",0.0101010111111111
"LOC107965310",0
"LOC107965313",0
"LOC107965317",0.01818182
"LOC107965320",0
"LOC107965322",0
"LOC107965323",0.066017275
"LOC107965329",0.07431455
"LOC107965338",0.0101010111111111
"LOC107965339",0
"LOC107965344",0.215969133333333
"LOC107965348",0.11544
"LOC107965354",0
"LOC107965359",0
"LOC107965361",0.0303030333333333
"LOC107965367",0
"LOC107965368",0
"LOC107965378",0.063852775
"LOC107965397",0
"LOC107965398",0.04329
"LOC107965399",0
"LOC107965412",0.0113636375
"LOC107965415",0.125108175
"LOC107965423",0.08658005
"LOC107965436",0.0449134125
"LOC107965439",0.226551033333333
"LOC107965441",0
"LOC107965443",0.0482374428571429
"LOC107965449",0
"LOC107965457",0.208946493333333
"LOC107965470",0.253247
"LOC107965473",0
"LOC107965480",0.0655534428571429
"LOC107965481",0.07099564
"LOC107965485",0.0665469042553191
"LOC107965488",0.05281382
"LOC107965493",0.14864984676259
"LOC107965494",0
"LOC107965501",0.0303030333333333
"LOC107965508",0
"LOC107965518",0.17316
"LOC107965521",0.01818182
"LOC107965526",0.0884353285714286
"LOC107965528",0.14805184
"LOC107965531",0
"LOC107965532",0
"LOC107965534",0
"LOC107965547",0
"LOC107965557",0.0335497583333333
"LOC107965561",0
"LOC107965562",0
"LOC107965563",0.0606060666666667
"LOC107965564",0.01818182
"LOC107965571",0
"LOC107965576",0
"LOC107965577",0
"LOC107965586",0
"LOC107965597",0
"LOC107965601",0.0930736035714286
"LOC107965608",0.05281382
"LOC107965609",0
"LOC107965618",0.07186146
"LOC107965626",0
"LOC107965628",0
"LOC107965629",0.191919033333333
"LOC107965630",0.0101010111111111
"LOC107965656",0.415584
"LOC107965657",0
"LOC107965664",0.0129870142857143
"LOC107965670",0
"LOC107965672",0
"LOC107965673",0.103586828571429
"LOC107965674",0.116883014285714
"LOC107965687",0
"LOC107965692",0
"LOC107965695",0.158317714285714
"LOC107965706",0
"LOC107965707",0.2380951625
"LOC107965709",0.0557359125
"LOC107965717",0.01818182
"LOC107965718",0.10909082
"LOC107965719",0.066017275
"LOC107965746",0.13501075625
"LOC107965748",0.0625737545454546
"LOC107965751",0
"LOC107965756",0.0566378333333333
"LOC107965760",0
"LOC107965761",0
"LOC107965762",0.0259740285714286
"LOC107965763",0.0970933
"LOC107965765",0
"LOC107965771",0.2008656
"LOC107965772",0
"LOC107965773",0
"LOC107965774",0.04329
"LOC107965775",0
"LOC107965776",0.01818182
"LOC107965791",0
"LOC107965792",0.04545455
"LOC107965795",0
"LOC107965801",0.0636981857142857
"LOC107965807",0.17316
"LOC107965813",0.3463205
"LOC107965816",0
"LOC107965817",0
"LOC107965818",0.0511840588235294
"LOC107965822",0.1948052625
"LOC107965827",0.0151515166666667
"LOC107965828",0
"LOC107965837",0.30519505
"LOC107965838",0
"LOC107965839",0.242424
"LOC107965841",0.367965
"LOC107965842",0
"LOC107965845",0.034632
"LOC107965847",0.415584
"LOC107965849",0.0909091
"LOC107965850",0.17316
"LOC107965852",0.1870128
"LOC107965854",0.519481
"LOC107965855",0.261183366666667
"LOC107965860",0
"LOC107965863",0.178932083333333
"LOC107965864",0.05772
"LOC107965868",0
"LOC107965869",0.023088
"LOC107965881",0.14069251
"LOC107965882",0.166480977142857
"LOC107965891",0.08441555
"LOC107965893",0.138528
"LOC107965894",0.08658
"LOC107965906",0.187058368421053
"LOC107965921",0.337662
"LOC107965922",0.0909091
"LOC107965929",0.08658
"LOC107965946",0.1142856
"LOC107965950",0.0411255
"LOC107965955",0.121212
"LOC107965956",0.08658
"LOC107965960",0
"LOC107965976",0.08658
"LOC107965979",0.02886
"LOC107965981",0.280366470588235
"LOC107965985",0.166833084615385
"LOC107965988",0
"LOC107965993",0
"LOC107965996",0.0247371428571429
"LOC107966017",0.08658
"LOC107966021",0.05772
"LOC107966025",0.0849566375
"LOC107966027",0.05772
"LOC107966034",0
"LOC107966035",0.164502
"LOC107966037",0
"LOC107966040",0
"LOC107966047",0.00699300769230769
"LOC107966050",0.0240062818181818
"LOC107966051",0.0493506
"LOC107966053",0
"LOC107966055",0
"LOC107966059",0
"LOC107966060",0.158562294186047
"LOC107966062",0.0909091
"LOC107966074",0.21185049375
"LOC107966085",0.021645
"LOC107966086",0
"LOC107966087",0
"LOC107966108",0.1027154
"LOC107966117",0
"LOC406073",0.0528498916666667
"LOC406081",0.159059917142857
"LOC406093",0.0113636375
"LOC406096",0.13333324
"LOC406097",0
"LOC406105",0.0255617333333333
"LOC406114",0.0936747944444444
"LOC406115",0.107744
"LOC406118",0.0447330111111111
"LOC406124",0.0894660666666667
"LOC406139",0.084199075
"LOC406142",0.0303030333333333
"LOC406144",0.03636364
"LOC406145",0.207792
"LOC406146",0.04527415
"LOC406147",0
"LOC406152",0
"LOC408264",0.022727275
"LOC408267",0.0757575327586207
"LOC408269",0
"LOC408271",0.0303030148148148
"LOC408272",0.0169037238095238
"LOC408275",0.0176046066666667
"LOC408276",0
"LOC408277",0.0871047515151515
"LOC408278",0.071515168
"LOC408280",0.0974025357142857
"LOC408282",0.00699300769230769
"LOC408283",0
"LOC408285",0.0267857
"LOC408286",0
"LOC408288",0
"LOC408291",0
"LOC408292",0
"LOC408293",0.0546536375
"LOC408294",0
"LOC408295",0.0460650153846154
"LOC408297",0.0690235166666667
"LOC408298",0
"LOC408299",0.073593
"LOC408302",0.0819418571428571
"LOC408303",0.022727275
"LOC408304",0.0891264941176471
"LOC408305",0
"LOC408306",0.0523087916666667
"LOC408308",0
"LOC408310",0.022727275
"LOC408311",0.0461760541666667
"LOC408312",0.022727275
"LOC408314",0.0303030333333333
"LOC408315",0.033349362962963
"LOC408316",0.0575139
"LOC408317",0.0311355269230769
"LOC408319",0.027417
"LOC408320",0
"LOC408321",0
"LOC408323",0
"LOC408324",0.015615325
"LOC408327",0
"LOC408328",0.011544
"LOC408329",0.0296989604651163
"LOC408331",0.0398723842105263
"LOC408332",0.02207791
"LOC408333",0.0251307155844156
"LOC408335",0.0592972674418605
"LOC408336",0.0447330111111111
"LOC408337",0.0919276458823529
"LOC408339",0.1233765
"LOC408342",0.0429808160714286
"LOC408343",0
"LOC408344",0.0303030333333333
"LOC408345",0
"LOC408346",0.0909091
"LOC408347",0
"LOC408348",0.10822505
"LOC408349",0.0303030333333333
"LOC408351",0.0371744476190476
"LOC408352",0
"LOC408353",0
"LOC408354",0.00216450238095238
"LOC408355",0
"LOC408358",0.0465883238095238
"LOC408359",0.0586820777777778
"LOC408361",0.06331175
"LOC408362",0.126873107692308
"LOC408364",0.0546536375
"LOC408365",0.0877607045454546
"LOC408367",0.0203130076923077
"LOC408368",0.0582750230769231
"LOC408369",0.01818182
"LOC408371",0.0989011538461538
"LOC408372",0
"LOC408373",0
"LOC408374",0.0272472485294118
"LOC408381",0.0610249903225807
"LOC408382",0.165011352941176
"LOC408384",0
"LOC408386",0
"LOC408387",0
"LOC408388",0.0909091
"LOC408389",0.0470418066666667
"LOC408390",0.0121212133333333
"LOC408391",0.10909082
"LOC408392",0
"LOC408393",0.0601603867647059
"LOC408394",0.0656989882352941
"LOC408395",0.0761584074074074
"LOC408397",0
"LOC408398",0.106858036842105
"LOC408400",0
"LOC408401",0
"LOC408405",0.0545655697674419
"LOC408406",0
"LOC408407",0.0909091
"LOC408408",0.0371057428571429
"LOC408411",0.00649350714285714
"LOC408413",0
"LOC408414",0.0969696
"LOC408416",0.04545455
"LOC408420",0.0408163142857143
"LOC408421",0.0303030333333333
"LOC408426",0
"LOC408427",0.0518866326241135
"LOC408428",0.114237555555556
"LOC408429",0.04958675
"LOC408430",0.02664
"LOC408431",0.0681817583333333
"LOC408432",0.115609817647059
"LOC408433",0
"LOC408434",0.07770561
"LOC408435",0.0493506
"LOC408438",0.0576090076923077
"LOC408439",0
"LOC408441",0
"LOC408442",0
"LOC408443",0.0805194133333333
"LOC408444",0.0630052614457831
"LOC408446",0.02489175625
"LOC408447",0.025974
"LOC408448",0.0742115714285714
"LOC408449",0.0303030333333333
"LOC408451",0.0953490564102564
"LOC408452",0.0970205529411765
"LOC408453",0.0587507607142857
"LOC408455",0
"LOC408456",0.050616
"LOC408457",0
"LOC408458",0
"LOC408461",0
"LOC408462",0.068257288372093
"LOC408463",0.0621802272727273
"LOC408464",0
"LOC408465",0
"LOC408467",0.0264069175
"LOC408470",0.0472860846153846
"LOC408471",0.071838054954955
"LOC408473",0.05974031
"LOC408474",0.056796504
"LOC408477",0
"LOC408478",0.029870155
"LOC408480",0.040885
"LOC408481",0
"LOC408493",0
"LOC408494",0.0726310111111111
"LOC408497",0.0101010111111111
"LOC408500",0.031968
"LOC408501",0
"LOC408503",0.044372275
"LOC408504",0.0341510148148148
"LOC408507",0.0562771111111111
"LOC408508",0.0539460384615385
"LOC408509",0.072697375862069
"LOC408510",0.14309765
"LOC408511",0
"LOC408512",0
"LOC408515",0
"LOC408516",0
"LOC408517",0.0465367777777778
"LOC408519",0.0234765153846154
"LOC408522",0.0860389125
"LOC408523",0.03787875
"LOC408524",0.0606060666666667
"LOC408525",0.167388055555556
"LOC408526",0.1012988
"LOC408527",0
"LOC408528",0.104617526666667
"LOC408531",0
"LOC408532",0
"LOC408533",0.00432900476190476
"LOC408534",0.08268391
"LOC408536",0.0915750230769231
"LOC408538",0.00909091
"LOC408539",0.0382395666666667
"LOC408542",0
"LOC408543",0
"LOC408544",0.0674815588235294
"LOC408546",0.0761904
"LOC408547",0.20129855
"LOC408548",0
"LOC408551",0.074675307
"LOC408552",0.0670601845454546
"LOC408554",0.0504478752475248
"LOC408556",0.0202020222222222
"LOC408557",0.0303030333333333
"LOC408558",0.0202020222222222
"LOC408559",0.0844155166666667
"LOC408561",0.0499638916666667
"LOC408562",0.0938244693877551
"LOC408563",0.0230880133333333
"LOC408564",0.0505440432432432
"LOC408565",0
"LOC408567",0
"LOC408568",0
"LOC408569",0
"LOC408570",0.017316019047619
"LOC408572",0
"LOC408573",0
"LOC408574",0
"LOC408575",0
"LOC408576",0.0584415642857143
"LOC408577",0.0544542789473684
"LOC408578",0
"LOC408579",0.0389610428571429
"LOC408580",0.01818182
"LOC408583",0.04545455
"LOC408585",0.23203466
"LOC408586",0.069264
"LOC408587",0.0986394
"LOC408591",0
"LOC408592",0
"LOC408594",0.0606909078431373
"LOC408595",0.11341982
"LOC408596",0.0186830631578947
"LOC408597",0.0101010111111111
"LOC408598",0.00752869565217391
"LOC408600",0.022727275
"LOC408601",0.022727275
"LOC408602",0.0681248578947369
"LOC408603",0.1051135875
"LOC408604",0
"LOC408607",0.0669027886363636
"LOC408608",0
"LOC408609",0.0411255
"LOC408614",0
"LOC408615",0
"LOC408616",0
"LOC408618",0.0835909333333333
"LOC408619",0
"LOC408620",0.01818182
"LOC408622",0.0683683586206897
"LOC408623",0.0871984857142857
"LOC408624",0
"LOC408625",0.0228475027777778
"LOC408626",0.0129870142857143
"LOC408631",0.03679651
"LOC408632",0
"LOC408634",0
"LOC408641",0.217237363636364
"LOC408642",0
"LOC408643",0.0547309285714286
"LOC408645",0.03636364
"LOC408646",0.07711036875
"LOC408649",0.0455988166666667
"LOC408650",0.0138983736842105
"LOC408652",0.030952365
"LOC408653",0.033694075
"LOC408655",0
"LOC408656",0
"LOC408657",0
"LOC408660",0.0308441375
"LOC408661",0.1082250875
"LOC408662",0.02110388125
"LOC408664",0.007272728
"LOC408666",0.04509375
"LOC408668",0.0352092133333333
"LOC408669",0
"LOC408670",0.0456348875
"LOC408673",0.0151515166666667
"LOC408674",0.0422077583333333
"LOC408675",0
"LOC408676",0.0523415545454545
"LOC408677",0.187242266587112
"LOC408680",0.0641590816037736
"LOC408685",0.0188620785714286
"LOC408686",0.0129870142857143
"LOC408687",0.03636364
"LOC408688",0.120838848275862
