Gene	dN_dS
IF-2mt	0.1743
LOC413190	0.1367
LOC724389	0.2623
Gat-1B	0.0556
LOC552396	0.1899
LOC726007	0.0193
LOC411968	0.0535
LOC726405	0.1108
LOC412212	0.1008
LOC410521	0.0858
LOC413098	0.1630
LOC408734	0.0928
LOC725122	0.1110
LOC408448	0.0400
LOC551207	0.0648
LOC100577988	0.0899
LOC102654653	0.0252
LOC551683	0.0010
LOC411090	0.0644
LOC411227	0.0111
LOC724375	0.0229
LOC408564	0.0676
LOC413531	0.2759
LOC552723	0.0010
LOC725756	0.1122
LOC107964189	0.1166
LOC409281	0.0810
LOC551616	0.1420
LOC413736	0.0010
LOC100576411	0.0350
LOC724752	0.0920
LOC725194	0.1636
LOC412119	0.0418
LOC412529	0.0265
LOC552811	0.1641
LOC409682	0.0184
LOC413319	0.1338
LOC410334	0.2259
LOC552178	0.1362
Y-h	0.1375
LOC726373	0.0989
LOC412602	0.0010
LOC410766	0.0738
LOC409191	0.1073
LOC409970	0.1130
LOC100576273	0.0090
LOC726966	0.1782
LOC726367	0.1029
LOC413409	0.0045
LOC409032	0.0823
LOC724561	0.0279
LOC413758	0.3809
LOC411541	0.2180
LOC410578	0.2351
LOC410626	0.0699
LOC551796	0.0245
LOC408991	0.0126
LOC100578466	0.2345
LOC411316	0.3669
LOC408669	0.0775
LOC408381	0.1020
LOC410616	0.1331
LOC100577974	0.1344
LOC410669	0.0309
LOC408646	0.3360
LOC413147	0.0549
LOC724115	0.0010
LOC552744	0.0894
LOC100576993	0.0726
LOC413650	0.0334
LOC551745	0.0244
LOC412516	0.0484
LOC727205	0.1195
LOC410041	0.0512
LOC100576132	0.3632
LOC552238	0.0908
LOC413091	0.0249
LOC413247	0.0941
LOC412051	0.1439
LOC100577981	0.2895
LOC725642	0.0976
LOC100577308	0.0883
LOC724242	0.0049
LOC413081	0.0124
LOC411651	0.1003
LOC724917	0.3732
LOC100576497	0.1278
LOC726827	0.1076
LOC726513	0.0460
LOC409593	0.0226
LOC726158	0.0471
LOC413411	0.1260
LOC409417	0.1506
LOC408661	0.1239
LOC551548	0.0412
LOC409624	0.0305
LOC100578215	0.0286
LOC411467	0.0975
LOC410470	0.0162
LOC409152	0.0347
Prpf3	0.0010
LOC412495	0.0255
LOC551093	0.0141
LOC410757	0.0314
LOC551894	0.1025
LOC408787	0.1238
LOC409226	0.0204
LOC100576547	0.0643
LOC409969	0.0549
LOC413579	0.0485
LOC726412	0.1131
LOC410187	0.1453
LOC409883	0.0010
Hsc70-5	0.0010
LOC724598	0.4127
LOC725775	0.0808
LOC100577082	0.1245
LOC102656656	0.2234
LOC413880	0.0109
LOC552367	0.0347
LOC411813	0.0995
LOC552070	0.0976
LOC413048	0.0829
LOC413987	0.0731
LOC726350	0.0636
LOC410144	0.0268
LOC412459	0.0526
LOC410849	0.0150
LOC412291	0.0484
LOC412410	0.0342
LOC100577640	0.6261
LOC726586	0.1126
LOC411452	0.0550
LOC410507	0.0120
LOC724502	0.0103
LOC410747	0.0433
LOC102656501	0.0010
LOC411799	0.1038
LOC724775	0.0583
LOC413816	0.0696
LOC411458	0.0248
LOC726298	0.0366
LOC725844	0.0804
LOC410205	0.0404
LOC411270	0.2767
LOC411652	0.0105
LOC410941	0.1664
LOC551150	0.3312
LOC413791	0.0151
LOC100576591	0.6620
LOC726322	0.1198
LOC411212	0.0010
LOC410332	0.0542
LOC724810	0.0482
LOC725586	0.0709
LOC413689	0.0355
LOC552806	0.1696
LOC724672	0.0789
LOC551579	0.0284
LOC100578879	0.0532
LOC551214	0.1323
LOC726587	0.0098
LOC409402	0.1793
LOC552294	0.0010
LOC724819	0.0607
LOC408923	0.0183
LOC725670	0.2532
LOC413427	0.0956
LOC410289	0.2167
LOC727346	0.1225
LOC726336	0.0149
LOC411054	0.0010
LOC100577347	0.1706
LOC413812	0.1118
LOC410191	0.0077
LOC408694	0.0080
LOC413129	0.1574
LOC409383	0.0010
Tbh	0.1305
LOC724195	0.3664
LOC727460	0.0010
LOC408285	0.0689
LOC725427	0.0633
LOC726076	0.0869
LOC408965	0.0102
LOC726030	0.1035
LOC410286	0.0814
LOC412880	0.0544
Tret1	0.0603
LOC726051	0.0495
LOC410549	0.0221
LOC411450	0.2151
LOC552330	0.1989
LOC725208	0.1687
LOC412025	0.2003
LOC408820	0.0317
LOC102655778	0.1634
LOC551677	0.0010
LOC726798	0.1273
LOC725951	0.1797
LOC552681	0.1254
LOC410659	0.0983
LOC726656	0.1089
LOC410967	0.1041
LOC410989	0.0010
Psq	0.0266
LOC413141	0.1037
LOC413934	0.0271
LOC409050	0.2076
LOC411649	0.0777
LOC409892	0.2352
LOC726506	0.1573
LOC411306	0.3520
LOC413917	0.0423
LOC409291	0.0010
LOC408329	0.1478
LOC550804	0.0361
LOC413213	0.0126
LOC411194	0.0010
Hsc70-3	0.0010
LOC724770	0.0661
LOC412950	0.0933
LOC409261	0.0718
LOC552528	0.0645
LOC100578586	0.1266
LOC410315	0.0248
LOC411746	0.2084
Rpn1	0.0702
LOC725617	0.2335
LOC410632	0.0010
LOC726476	0.0726
LOC408395	0.1839
LOC411252	0.0246
LOC724787	0.0136
LOC551497	0.0093
LOC410379	0.0671
LOC412203	0.2570
LOC551835	0.0388
LOC551474	0.1173
LOC409061	0.0780
LOC726088	0.0099
LOC411290	0.0261
LOC412924	0.0010
LOC413787	0.0327
LOC409634	0.0961
LOC100577408	0.3610
LOC725632	0.2687
LOC551538	0.1229
LOC413447	0.1126
LOC551782	0.1455
LOC409409	0.0233
LOC724955	0.0984
LOC410799	0.0405
LOC100578314	0.0220
LOC409312	0.0474
LOC724214	0.0295
LOC410446	0.0886
LOC725634	0.1340
LOC413400	0.0862
LOC410948	0.0332
LOC413556	0.0625
LOC725596	0.0903
LOC410683	0.0950
LOC551124	0.0010
LOC413499	0.0064
LOC413515	0.1983
LOC724876	0.0629
LOC413958	0.1223
LOC725494	0.1010
LOC409704	0.0081
LOC552096	0.0773
LOC413261	0.0010
LOC725317	0.0519
LOC410546	0.0137
LOC551090	0.0490
LOC412788	0.1487
LOC409347	0.0223
LOC724925	0.1327
LOC410806	0.2245
LOC552357	0.1522
LOC100578836	0.1693
LOC107964025	0.0920
LOC411998	0.0178
LOC551113	0.1293
LOC725041	0.1921
LOC411886	0.0047
LOC409247	0.0811
LOC724420	0.0010
LOC551416	0.2509
LOC412927	0.1301
LOC550886	0.0521
LOC413523	0.0010
LOC552473	0.0165
LOC410541	0.0376
LOC411995	0.0594
LOC413128	0.1485
LOC413909	0.2240
LOC550895	0.1464
LOC413971	0.0716
LOC725289	0.2273
LOC100578613	0.1388
LOC725934	0.0491
LOC551919	0.1320
LOC725683	0.1712
LOC725239	0.1091
LOC413362	0.0554
LOC408324	0.0344
LOC100578513	0.0513
LOC552280	0.2336
LOC408678	0.0195
LOC551510	0.0518
LOC411553	0.0728
LOC413464	0.0010
LOC411141	0.0073
LOC412397	0.0114
LOC726583	0.2632
LOC100577678	0.3575
nAChRa4	0.1363
LOC100576128	0.1579
LOC100577694	0.1125
LOC411631	0.0426
LOC413995	0.1133
LOC100578907	0.1498
LOC725064	0.0267
LOC726776	0.0878
LOC408888	0.0010
Hbg3	0.2156
LOC725477	0.0693
LOC725303	0.0743
LOC413573	0.0079
LOC411548	0.0572
LOC411568	0.0494
LOC413620	0.0010
LOC102654427	0.1582
LOC410871	0.0194
LOC409253	0.0373
LOC100579049	0.1946
LOC410947	0.0010
LOC102655008	0.1064
LOC412018	0.1390
LOC413363	0.0269
LOC409467	0.2127
LOC411159	0.2238
LOC410539	0.0712
5-HT2alpha	0.1829
LOC552046	0.0060
LOC552412	0.0258
LOC409735	0.0106
LOC100579005	0.1508
LOC102654465	0.4675
LOC408434	0.1354
LOC102655983	0.1350
LOC552112	0.1642
LOC409089	0.0242
LOC413713	0.0732
LOC552401	0.2031
LOC409936	0.1397
LOC410255	0.0400
LOC100578226	0.0560
LOC551739	0.0969
LOC408359	0.0177
LOC413407	0.1088
LOC100578776	0.2569
LOC726600	0.1417
LOC409868	0.1252
LOC412471	0.0421
LOC551137	0.0608
LOC726870	0.0376
LOC411100	0.0367
LOC413106	0.0894
LOC412540	0.0470
Pten	0.0758
LOC100578833	0.2476
LOC551891	0.0896
LOC409270	0.0156
LOC107964791	0.2160
LOC551329	0.0207
LOC100577712	0.2599
LOC725834	0.0372
LOC726040	0.2132
LOC725295	0.1186
LOC100578919	0.0994
LOC726961	0.2185
LOC725576	0.0441
LOC409166	0.0428
LOC408949	0.0010
LOC552662	0.0334
TyHyd	0.0061
LOC410118	0.0670
LOC412306	0.0143
LOC412299	0.0738
LOC100578412	0.4516
LOC551371	0.0010
LOC102656258	0.0429
LOC410132	0.0566
LOC409173	0.1777
LOC408934	0.0397
LOC725925	0.0544
LOC724506	0.1466
LOC551154	0.0755
LOC550645	0.0559
LOC411542	0.1197
LOC725799	0.0399
LOC551672	0.1390
LOC724424	0.1888
nAChRa6	0.0010
LOC551549	0.0330
LOC725366	0.0862
LOC411279	0.0193
LOC100576439	0.0610
LOC551088	0.0596
LOC550745	0.1037
LOC725007	0.0010
LOC409073	0.0084
LOC551135	0.1296
LOC100577382	0.1379
vas	0.0917
LOC409757	0.0085
LOC551340	0.0010
LOC726953	0.3080
LOC724379	0.0108
LOC409010	0.0647
LOC724652	0.2695
LOC408759	0.0526
LOC413012	0.0078
LOC726391	0.1073
LOC408576	0.2727
LOC551967	0.0202
LOC100577235	0.2486
LOC727222	0.0744
LOC726457	0.4921
LOC410073	0.0269
LOC552245	0.0849
LOC410732	0.0147
LOC411196	0.1380
LOC412423	0.0659
LOC551593	0.0443
LOC409718	0.0010
LOC100577150	0.4488
Foxp	0.2590
LOC726818	0.1129
LOC408580	0.1712
LOC412712	0.0045
LOC551254	0.0010
LOC725325	0.0324
LOC552305	0.0380
LOC408619	0.3392
LOC409075	0.0471
LOC724212	0.0253
LOC413739	0.1349
LOC552674	0.1596
LOC724738	0.1339
LOC410925	0.1275
LOC411447	0.0318
LOC408935	0.0062
LOC724322	0.0148
LOC724948	0.2080
LOC100576915	0.1915
LOC724929	0.0010
nAChRa2	0.0085
LOC409134	0.0010
LOC410116	0.0541
LOC408302	0.0403
LOC412249	0.0918
LOC410601	0.2939
LOC413390	0.0198
LOC552073	0.3727
LOC409497	0.0285
LOC726869	0.0814
LOC412619	0.0190
LOC724538	0.1148
LOC552694	0.0633
LOC408712	0.1508
LOC550694	0.0010
LOC100576121	0.1533
LOC725470	0.1916
LOC411200	0.0373
LOC100578276	0.2962
LOC412480	0.2037
LOC724474	0.0916
LOC410554	0.1230
LOC100578106	0.0296
LOC409543	0.0010
LOC552056	0.0010
LOC409353	0.0553
LOC100576924	0.4600
LOC410792	0.0254
LOC409114	0.0058
LOC725134	0.0641
LOC552764	0.0010
LOC413870	0.0010
LOC411909	0.0568
LOC412975	0.1123
LOC409246	0.0578
LOC100579061	0.1863
LOC408508	0.0325
LOC410454	0.1159
Oa1	0.0399
LOC409774	0.0100
LOC412984	0.2102
LOC411893	0.0811
LOC408945	0.0010
LOC409384	0.0010
LOC410627	0.0357
LOC726812	0.0734
LOC413468	0.0010
LOC409899	0.1399
LOC726819	0.1112
LOC408524	0.0059
LOC412489	0.0397
LOC409536	0.0794
LOC725286	0.1065
LOC408635	0.1049
LOC727634	0.0441
nAChRb1	0.0212
LOC727271	0.0864
LOC724935	0.0152
LOC411052	0.1011
LOC408591	0.0485
LOC100577106	0.2830
LOC410096	0.1943
LOC100577394	0.1265
LOC409781	0.0673
LOC413119	0.0878
LOC726081	0.0357
LOC408474	0.1418
LOC100579053	0.1792
LOC410208	0.0010
LOC413209	0.0227
LOC551600	0.1427
LOC412844	0.0998
LOC409196	0.1070
LOC727649	0.3441
LOC726362	0.1441
LOC411265	0.0093
LOC100577496	0.2312
LOC408347	0.0416
LOC726801	0.0412
LOC100578854	0.4219
LOC551508	0.0010
LOC408315	0.0224
LOC102654777	0.0595
LOC552365	0.0262
LOC551436	0.0169
LOC413879	0.0566
LOC411922	0.2376
LOC551185	0.0495
LOC412707	0.0138
LOC409884	0.1600
LOC100576615	0.2041
LOC100576125	0.1185
LOC411204	0.0224
LOC413653	0.0448
LOC552313	0.1057
LOC409736	0.0614
LOC552144	0.0409
LOC408742	0.0420
LOC412862	0.0483
LOC409872	0.0677
Nedd9	0.0095
LOC412596	0.0665
LOC726014	0.0403
LOC410247	0.0675
LOC726432	0.0536
LOC724437	0.0649
LOC410850	0.1366
LOC107965163	0.1665
LOC408866	0.0083
LOC724888	0.1274
LOC408272	0.2040
LOC408634	0.0158
LOC100576976	0.1830
LOC726579	0.0381
LOC413222	0.0332
LOC552431	0.0178
LOC408543	0.0199
LOC552275	0.1420
LOC409690	0.0010
LOC100577635	0.0662
LOC100578168	0.0365
LOC726991	0.0010
LOC100578828	0.0089
LOC409825	0.0068
LOC725720	0.0222
LOC551275	0.0010
LOC408371	0.1621
LOC411404	0.0208
LOC413228	0.0378
LOC410272	0.0836
LOC552258	0.0010
LOC410362	0.0371
LOC726682	0.1465
LOC409955	0.0010
LOC408402	0.0317
LOC725724	0.1533
LOC411030	0.0507
LOC409238	0.0303
LOC725828	0.1448
LOC100576216	0.0746
LOC408478	0.0114
LOC552795	0.1873
LOC409689	0.0010
LOC552186	0.0371
LOC413926	0.0526
LOC408595	0.0705
LOC100576293	0.0998
LOC551494	0.2958
LOC100576552	0.2825
LOC409492	0.2492
LOC409908	0.0010
LOC408989	0.0848
LOC552820	0.0879
LOC409924	0.0820
LOC409244	0.0526
LOC725486	0.3059
LOC100576789	0.2546
LOC726190	0.0547
LOC551773	0.3032
LOC412476	0.0472
LOC100578360	0.1898
LOC552005	0.0548
LOC413060	0.0424
LOC409424	0.0657
LOC412580	0.0247
LOC409933	0.0252
LOC725438	0.6431
LOC724843	0.2225
LOC413089	0.0720
LOC408811	0.0193
LOC412734	0.0463
LOC410542	0.0262
LOC410245	0.0173
LOC725078	0.0287
LOC724863	0.1143
LOC409784	0.0691
LOC725353	0.1183
LOC100576300	0.0440
LOC408509	0.0577
LOC413024	0.1029
LOC551762	0.0010
LOC726184	0.0467
LOC725197	0.2951
LOC551699	0.0201
LOC411359	0.0725
LOC551041	0.0282
LOC100577346	0.1548
LOC102656247	0.4133
LOC412079	0.0318
LOC411796	0.0897
LOC410633	0.0570
LOC411822	0.2022
LOC408862	0.0883
LOC100578715	0.0449
LOC412630	0.1552
LOC100576812	0.0658
LOC551043	0.1361
LOC413728	0.1068
LOC408609	0.0454
LOC408902	0.0255
LOC552012	0.0495
LOC411794	0.0010
LOC411841	0.0466
LOC100579007	0.2003
LOC412377	0.0010
LOC724860	0.0846
LOC552346	0.0139
LOC412986	0.1142
LOC411186	0.1475
LOC409174	0.0673
LOC408463	0.1960
LOC726071	0.0579
LOC411675	0.0818
LOC409157	0.0869
LOC725117	0.0940
LOC413966	0.0638
LOC552307	0.3170
LOC100576568	0.2910
LOC100576136	0.3700
LOC552342	0.0950
LOC551953	0.1955
LOC410530	0.1054
LOC727091	0.0340
LOC412635	0.1762
LOC412394	0.0674
LOC724550	0.1155
LOC413670	0.0087
LOC726115	0.0892
LOC411889	0.0928
LOC409423	0.1105
LOC725813	0.0267
LOC410654	0.0350
LOC411253	0.2133
LOC552810	0.1395
LOC726417	0.1306
LOC724891	0.1149
LOC411223	0.2473
LOC550691	0.0958
LOC724952	0.0814
LOC413575	0.4625
LOC551143	0.0595
LOC411505	0.0789
LOC413607	0.0443
LOC409748	0.0407
LOC409726	0.0305
LOC413831	0.0342
LOC551895	0.2720
LOC551174	0.0010
LOC551553	0.0209
LOC100578209	0.0625
LOC552568	0.3715
LOC724551	0.1376
LOC724385	0.5143
LOC551535	0.0653
LOC551443	0.3270
LOC551033	0.2962
LOC410673	0.0726
LOC726335	0.1652
LOC100576131	0.0310
LOC100576461	0.2025
Cyp314a1	0.0698
LOC412588	0.0010
LOC551179	0.0799
LOC552745	0.0010
LOC552008	0.0104
LOC552325	0.0010
LOC724119	0.1382
LOC102656490	0.1398
LOC413688	0.0601
LOC412531	0.0701
LOC408384	0.0928
LOC551918	0.1340
LOC409259	0.0010
LOC408544	0.1145
LOC551111	0.0303
LOC100576768	0.0566
LOC551545	0.1107
LOC726814	0.0692
LOC551610	0.2500
LOC724997	0.0828
LOC100576126	0.0854
LOC725023	0.1561
LOC411572	0.0146
LOC409182	0.0817
LOC100576902	1.0739
LOC726625	0.3896
LOC100576435	0.0610
LOC100578213	0.2044
LOC409729	0.1409
LOC102653922	0.1197
LOC410694	0.0010
LOC413929	0.0524
LOC552679	0.0899
LOC410357	0.0075
LOC410723	0.0730
LOC726815	0.0907
LOC409235	0.0361
LOC408275	0.0702
LOC550884	0.0559
LOC100578939	0.0411
LOC409070	0.0010
LOC100578810	0.0144
LOC552672	0.2898
LOC552157	0.1486
LOC409739	0.0087
LOC727486	0.1949
LOC727479	0.2122
LOC102655898	0.1548
LOC406114	0.3125
LOC551432	0.2757
LOC409358	0.0981
LOC410175	0.0010
LOC412925	0.0996
LOC409709	0.4268
LOC413346	0.0179
LOC409708	0.3679
LOC726839	0.3665
LOC409245	0.0789
LOC725967	0.0834
LOC552823	0.1136
LOC411392	0.0068
LOC552747	0.0912
LOC725798	0.1124
LOC550687	0.0952
LOC408568	0.2658
LOC408750	0.0010
LOC409553	0.0863
LOC410043	0.0237
LOC724425	0.0550
LOC551737	0.2108
LOC409932	0.0567
LOC410705	0.2685
Pcl	0.0796
LOC411707	0.3048
LOC412117	0.0423
LOC726471	0.2881
LOC410618	0.1121
LOC100578177	0.3159
LOC552640	0.0325
LOC412842	0.0010
LOC409945	0.2306
LOC725821	0.1329
LOC724339	0.1865
LOC551949	0.1155
LOC100576527	0.0729
LOC552577	0.0783
LOC552279	0.1535
LOC413080	0.0580
LOC412828	0.0526
LOC724129	0.0810
LOC724809	0.2028
LOC551273	0.1054
LOC727290	0.1162
LOC552114	0.0176
LOC412116	0.0010
LOC409154	0.0289
LOC413356	0.0130
LOC412393	0.0836
LOC413043	0.3691
LOC100578212	0.2473
LOC410452	0.0983
LOC412430	0.0331
LOC552244	0.1143
LOC102653893	0.1230
LOC411209	0.1239
LOC413336	0.0010
LOC100576761	0.3132
LOC552485	0.0081
LOC724690	0.1620
LOC100578721	0.0140
LOC409056	0.0129
LOC102654919	0.1483
LOC412010	0.0206
LOC724553	0.0377
LOC409276	0.0115
LOC413478	0.1963
LOC411839	0.0442
LOC413631	0.2242
LOC552533	0.0624
LOC100577817	0.2628
LOC107963973	0.0787
LOC413000	0.0992
LOC410639	0.2096
LOC551705	0.1495
LOC724300	0.3166
LOC552377	0.4191
LOC551680	0.0010
LOC413430	0.0165
LOC551766	0.0010
LOC409433	0.0566
LOC408456	0.2170
LOC552623	0.0060
LOC410622	0.0613
LOC412617	0.0288
LOC552036	0.0266
LOC410398	0.0010
LOC409091	0.1106
LOC409096	0.1119
LOC552582	0.0010
LOC408277	0.0221
LOC409809	0.0010
LOC410604	0.1094
LOC408701	0.0010
LOC726806	0.2200
LOC409557	0.2378
LOC551589	0.1354
LOC100578813	0.0776
LOC413805	0.0377
LOC408470	0.0481
LOC411285	0.0010
LOC411059	0.0462
LOC725899	0.0117
LOC410855	0.0134
LOC551276	0.1694
LOC102653787	0.1890
LOC412245	0.0829
LOC410936	0.2155
LOC102654890	0.0873
LOC552804	0.0359
LOC411557	0.0204
LOC552068	0.0761
LOC100578805	0.0909
LOC551431	0.0936
LOC724645	0.1853
LOC408705	0.0394
LOC409351	0.0926
LOC413558	0.0144
LOC413305	0.1139
LOC412804	0.0377
LOC100578984	0.1024
LOC100578345	0.0685
LOC725997	0.5696
LOC408461	0.0567
LOC724332	0.0930
LOC413441	0.0843
LOC726034	0.1250
LOC412209	0.4211
LOC551465	0.1840
LOC725009	0.0717
LOC727335	0.0637
LOC410638	0.1228
LOC727037	0.3436
LOC725217	0.5823
LOC412313	0.0010
LOC410059	0.1389
LOC409789	0.1617
LOC409357	0.0741
LOC724349	0.1424
LOC552510	0.1764
LOC100578307	0.0083
LOC413964	0.0092
LOC552198	0.0203
LOC724798	0.0808
LOC411508	0.0010
LOC410920	0.1327
LOC100578329	0.3621
LOC408578	0.0389
LOC410133	0.1252
LOC409119	0.0182
LOC102654746	0.2323
LOC725245	0.2267
LOC551194	0.0621
LOC552763	0.1519
LOC551631	0.1786
LOC413350	0.2719
LOC413429	0.1239
LOC724651	0.0259
LOC724509	0.0123
LOC552836	0.1017
LOC410105	0.1027
B-gluc1	0.2697
LOC412932	0.0010
LOC725603	0.6224
LOC413643	0.0943
LOC552189	0.1092
LOC411720	0.1005
LOC724269	0.0997
LOC726212	0.0875
LOC411024	0.0748
LOC413795	0.1051
LOC100578207	0.4752
LOC412195	0.0010
LOC408616	0.0010
LOC411974	0.0960
LOC413763	0.0749
LOC411021	0.2897
LOC550965	0.3956
Grd	0.0863
LOC727009	0.1505
LOC550869	0.2239
LOC409403	0.0457
LOC724930	0.1406
LOC100576965	0.0035
LOC552482	0.3010
LOC411307	0.0797
LOC552567	0.0010
LOC410729	0.1660
LOC409203	0.3926
LOC410911	0.1047
LOC412196	0.1272
LOC102654369	0.0599
LOC100578437	0.0856
LOC551788	0.1365
LOC724619	0.0631
LOC408788	0.6722
LOC411765	0.0116
LOC411145	0.0214
LOC410965	0.0159
LOC725832	0.2722
LOC100577145	0.2331
LOC107965219	0.1678
LOC409394	0.0146
LOC412287	0.0954
LOC551476	0.2014
LOC410534	0.1300
LOC726041	0.1933
LOC102656846	0.0223
LOC413101	0.0010
LOC551156	0.1447
LOC724160	0.0816
LOC100578814	0.4031
LOC100578621	0.0540
LOC412751	0.0010
LOC107963964	0.1167
LOC409315	0.0409
LOC409688	0.0010
LOC551581	0.1650
LOC413560	0.0905
LOC100578913	0.1704
LOC413545	0.0010
LOC413973	0.0632
LOC551464	0.1861
LOC413963	0.0010
LOC411828	0.0010
LOC552384	0.0144
LOC410831	0.4469
LOC725337	0.0741
LOC552488	0.0447
LOC409038	0.1896
LOC412886	0.0223
LOC724161	0.0541
LOC410148	0.2325
LOC107965266	0.0539
LOC413680	0.0325
LOC102654041	0.3073
LOC724291	0.0010
LOC726758	0.3082
LOC551086	0.0181
Ecr	0.1726
LOC551636	0.0268
LOC410482	0.0661
LOC410206	0.0504
LOC726887	0.2718
LOC552191	0.0010
LOC409092	0.0078
LOC413103	0.0010
LOC726068	0.0920
LOC552633	0.0733
LOC409364	0.0204
LOC410851	0.0396
LOC410264	0.0222
LOC727358	0.1747
RCC1	0.0010
LOC551242	0.0213
LOC551635	0.1609
LOC100578606	0.1492
LOC412439	0.1565
LOC409299	0.0359
LOC724559	0.1797
LOC410972	0.0199
LOC100577454	0.1419
LOC408562	0.3545
LOC411931	0.1746
LOC725727	0.3030
LOC725515	0.0397
LOC552784	0.1761
LOC409588	0.3221
LOC411327	0.0010
LOC724560	0.3475
LOC100576176	0.0963
LOC724157	0.9339
LOC410202	0.1384
LOC410234	0.0154
LOC102656055	0.1699
LOC100577967	0.0257
LOC410165	0.0010
LOC412431	0.1457
LOC551604	0.1700
LOC100577918	0.3751
LOC409771	0.0514
LOC413117	0.0418
LOC409006	0.0088
LOC410316	0.0686
LOC551858	0.3448
LOC725651	0.1028
LOC413264	0.1862
LOC724780	0.5637
LOC412934	0.0220
LOC100577687	0.0717
LOC727431	0.0836
LOC409770	0.0010
LOC406124	0.3225
LOC100576738	0.0118
LOC551957	0.1409
LOC411226	0.0690
LOC551787	0.0666
LOC724220	0.0010
LOC724357	0.1192
LOC413404	0.1315
LOC100578703	0.1845
LOC100578547	0.2986
LOC408559	0.1408
LOC413467	0.1319
LOC552310	0.0611
LOC725209	0.5407
LOC412687	0.0010
LOC409059	0.1107
LOC100578089	0.2258
LOC551838	0.1327
LOC552225	0.0271
LOC551009	0.1581
CYP6AQ1	0.5009
LOC551802	0.1194
LOC551845	0.1253
LOC551897	0.2269
E74	0.0149
LOC413354	0.0010
LOC551741	0.1196
LOC409062	0.0010
LOC726493	0.0010
LOC726706	0.0187
LOC411816	0.0092
LOC408368	0.0472
LOC412316	0.0884
LOC408283	0.0879
LOC102653920	0.0815
LOC100577522	0.3329
LOC411576	0.0354
LOC551102	0.1790
LOC724390	0.1013
LOC409448	0.0174
LOC412770	0.0010
LOC100578718	0.0349
LOC408406	0.0447
LOC725931	0.0525
LOC552766	0.0010
LOC552193	0.1896
LOC408586	0.0353
LOC410617	0.2307
LOC552708	0.0836
LOC552025	0.1881
LOC100578704	0.0622
LOC727122	0.1684
LOC409640	0.0509
LOC408916	0.0217
LOC727267	0.0319
LOC412453	0.1032
LOC102655284	0.1112
LOC552094	0.0010
LOC411519	0.0297
LOC102655836	0.1183
LOC100576519	0.0444
LOC413655	0.0442
LOC552420	0.0420
LOC100576953	0.2080
LOC551305	0.0010
LOC107964944	0.4455
LOC410687	0.2218
LOC411815	0.0263
LOC551202	0.0108
LOC410340	0.0450
LOC551890	0.0985
LOC552636	0.1966
LOC726762	0.0633
LOC552520	0.0375
LOC551094	0.1692
LOC408517	0.1039
LOC410784	0.2424
LOC726137	0.0133
LOC413435	0.0670
LOC410424	0.0243
LOC413840	0.1285
LOC551969	0.0180
LOC412612	0.0639
LOC724915	0.0928
LOC725351	0.0569
LOC102655953	0.1657
LOC408681	0.0010
LOC100578966	0.2016
LOC724293	0.0754
LOC408834	0.0010
LOC551550	0.0494
LOC410296	0.1677
LOC726237	0.0701
LOC410922	0.0127
LOC411554	0.0233
LOC411596	0.0783
LOC726407	0.2342
LOC100576279	0.3477
LOC409198	0.0010
LOC551046	0.1798
GluCl	0.3182
LOC552671	0.0721
LOC551765	0.0186
LOC726694	0.2308
LOC726121	0.5138
LOC411372	0.1425
LOC409931	0.0194
LOC408430	0.0203
LOC100379261	0.0224
LOC100576669	0.1290
LOC410135	0.0309
LOC100576894	0.0652
LOC551412	0.0234
LOC102655622	0.3028
LOC408732	0.1698
LOC724587	0.0430
LOC408418	0.0010
LOC408886	0.4239
LOC410580	0.0010
LOC551536	0.0010
LOC551906	0.0502
LOC100578546	0.0010
LOC100577359	0.3342
LOC725174	0.0976
LOC410254	0.0998
LOC552698	0.0452
LOC412839	0.0078
LOC413749	0.0756
LOC551670	0.2921
Y-e3	0.2062
LOC726505	0.3139
LOC551439	0.0010
LOC410373	0.1252
LOC551198	0.0010
LOC552086	0.1750
LOC727293	0.1138
LOC102655688	0.2071
LOC409462	0.0010
LOC409639	0.0010
LOC552664	0.3275
LOC410994	0.0010
LOC411374	0.4087
LOC551889	0.1863
LOC102656134	0.0563
LOC552081	0.1668
LOC726436	0.1757
LOC727110	0.4779
LOC725091	0.0655
LOC100577548	0.2363
LOC726201	0.3319
SsRbeta	0.1246
LOC551327	0.2063
Syt20	0.0630
LOC100578443	0.1534
LOC726102	0.1455
LOC408583	0.5438
LOC410878	0.0674
LOC412409	0.0010
LOC551952	0.0196
LOC551524	0.0876
LOC411552	0.0010
LOC408730	0.0811
LOC724557	0.2132
LOC411845	0.1046
LOC552066	0.0747
LOC725397	0.0146
LOC410761	0.0106
LOC412172	0.0534
LOC412755	0.0322
LOC410550	0.1293
LOC102654580	0.1717
LOC410115	0.0010
LOC552087	0.0863
LOC408317	0.0300
LOC409110	0.0441
LOC727001	0.3752
LOC411658	0.0418
LOC410060	0.1751
LOC409764	0.0010
LOC552285	0.3461
LOC412008	0.0462
LOC726924	0.0380
LOC413076	0.0140
LOC409922	0.1258
LOC552788	0.1010
LOC412382	0.0805
LOC724850	0.0579
LOC725898	0.1511
LOC408979	0.0010
LOC551309	0.1355
LOC726572	0.0386
LOC411525	0.0153
LOC100578031	0.0981
LOC100578424	0.1813
LOC724914	0.0515
LOC412797	0.1962
LOC408391	0.0010
