LOC105827748	XP_012521288.1
LOC105830733	XP_012525698.1
LOC105830734	XP_012525699.1
LOC105830735	XP_012525700.1
LOC105830738	XP_012525701.1
LOC105830738	XP_012525703.1
LOC105830738	XP_012525704.1
LOC105830738	XP_012525705.1
LOC105830738	XP_012525706.1
LOC105830738	XP_012525707.1
LOC105830738	XP_012525708.1
LOC105830738	XP_012525709.1
LOC105830739	XP_012525710.1
LOC105830740	XP_012525711.1
LOC105830740	XP_012525713.1
LOC105830741	XP_012525714.1
LOC105830741	XP_012525715.1
LOC105830742	XP_012525716.1
LOC105830742	XP_012525717.1
LOC105830742	XP_012525718.1
LOC105830742	XP_012525719.1
LOC105830742	XP_012525720.1
LOC105830743	XP_012525721.1
LOC105830744	XP_012525723.1
LOC105830745	XP_012525724.1
LOC105830746	XP_012525725.1
LOC105830747	XP_012525726.1
LOC105830747	XP_012525727.1
LOC105830747	XP_012525728.1
LOC105830748	XP_012525729.1
LOC105830748	XP_012525731.1
LOC105830748	XP_012525732.1
LOC105830748	XP_012525733.1
LOC105830749	XP_012525734.1
LOC105830749	XP_012525735.1
LOC105830750	XP_012525736.1
LOC105830751	XP_012525737.1
LOC105830751	XP_012525738.1
LOC105830751	XP_012525739.1
LOC105830751	XP_012525740.1
LOC105830752	XP_012525743.1
LOC105830753	XP_012525741.1
LOC105830753	XP_012525742.1
LOC105830754	XP_012525744.1
LOC105830754	XP_012525745.1
LOC105830755	XP_012525746.1
LOC105830756	XP_012525747.1
LOC105830757	XP_012525748.1
LOC105830758	XP_012525749.1
LOC105830759	XP_012525750.1
LOC105830760	XP_012525754.1
LOC105830761	XP_012525751.1
LOC105830762	XP_012525752.1
LOC105830762	XP_012525753.1
LOC105830763	XP_012525755.1
LOC105830764	XP_012525756.1
LOC105830764	XP_012525757.1
LOC105830764	XP_012525758.1
LOC105830765	XP_012525759.1
LOC105830766	XP_012525760.1
LOC105830766	XP_012525761.1
LOC105830767	XP_012525762.1
LOC105830768	XP_012525767.1
LOC105830769	XP_012525763.1
LOC105830770	XP_012525764.1
LOC105830770	XP_012525765.1
LOC105830771	XP_012525766.1
LOC105830772	XP_012525768.1
LOC105830772	XP_012525769.1
LOC105830772	XP_012525770.1
LOC105830773	XP_012525771.1
LOC105830773	XP_012525772.1
LOC105830773	XP_012525773.1
LOC105830773	XP_012525774.1
LOC105830773	XP_012525775.1
LOC105830774	XP_012525776.1
LOC105830775	XP_012525779.1
LOC105830776	XP_012525777.1
LOC105830777	XP_012525780.1
LOC105830778	XP_012525781.1
LOC105830779	XP_012525782.1
LOC105830780	XP_012525783.1
LOC105830780	XP_012525784.1
LOC105830781	XP_012525785.1
LOC105830781	XP_012525786.1
LOC105830782	XP_012525791.1
LOC105830783	XP_012525787.1
LOC105830783	XP_012525788.1
LOC105830783	XP_012525789.1
LOC105830783	XP_012525790.1
LOC105830783	XP_012525792.1
LOC105830783	XP_012525793.1
LOC105830783	XP_012525794.1
LOC105830783	XP_012525795.1
LOC105830783	XP_012525796.1
LOC105830783	XP_012525797.1
LOC105830784	XP_012525798.1
LOC105830784	XP_012525799.1
LOC105830784	XP_012525800.1
LOC105830784	XP_012525801.1
LOC105830784	XP_012525802.1
LOC105830784	XP_012525803.1
LOC105830784	XP_012525804.1
LOC105830784	XP_012525805.1
LOC105830785	XP_012525806.1
LOC105830786	XP_012525807.1
LOC105830787	XP_012525808.1
LOC105830788	XP_012525809.1
LOC105830789	XP_012525810.1
LOC105830790	XP_012525811.1
LOC105830790	XP_012525812.1
LOC105830790	XP_012525813.1
LOC105830790	XP_012525814.1
LOC105830790	XP_012525815.1
LOC105830790	XP_012525816.1
LOC105830790	XP_012525817.1
LOC105830790	XP_012525819.1
LOC105830791	XP_012525818.1
LOC105830792	XP_012525820.1
LOC105830792	XP_012525821.1
LOC105830792	XP_012525822.1
LOC105830792	XP_012525823.1
LOC105830792	XP_012525824.1
LOC105830792	XP_012525825.1
LOC105830792	XP_012525826.1
LOC105830792	XP_012525827.1
LOC105830792	XP_012525828.1
LOC105830793	XP_012525832.1
LOC105830793	XP_012525842.1
LOC105830794	XP_012525829.1
LOC105830794	XP_012525830.1
LOC105830795	XP_012525831.1
LOC105830796	XP_012525833.1
LOC105830797	XP_012525834.1
LOC105830797	XP_012525835.1
LOC105830797	XP_012525836.1
LOC105830797	XP_012525837.1
LOC105830797	XP_012525838.1
LOC105830797	XP_012525839.1
LOC105830797	XP_012525840.1
LOC105830798	XP_012525841.1
LOC105830799	XP_012525843.1
LOC105830799	XP_012525844.1
LOC105830800	XP_012525845.1
LOC105830801	XP_012525846.1
LOC105830801	XP_012525847.1
LOC105830801	XP_012525848.1
LOC105830802	XP_012525849.1
LOC105830802	XP_012525850.1
LOC105830802	XP_012525851.1
LOC105830803	XP_012525869.1
LOC105830804	XP_012525852.1
LOC105830804	XP_012525853.1
LOC105830805	XP_012525854.1
LOC105830805	XP_012525855.1
LOC105830805	XP_012525856.1
LOC105830805	XP_012525857.1
LOC105830805	XP_012525858.1
LOC105830806	XP_012525859.1
LOC105830807	XP_012525860.1
LOC105830808	XP_012525861.1
LOC105830809	XP_012525862.1
LOC105830810	XP_012525863.1
LOC105830811	XP_012525864.1
LOC105830811	XP_012525865.1
LOC105830811	XP_012525866.1
LOC105830811	XP_012525870.1
LOC105830812	XP_012525871.1
LOC105830813	XP_012525872.1
LOC105830814	XP_012525873.1
LOC105830815	XP_012525874.1
LOC105830815	XP_012525875.1
LOC105830815	XP_012525876.1
LOC105830816	XP_012525877.1
LOC105830816	XP_012525878.1
LOC105830817	XP_012525881.1
LOC105830817	XP_012525889.1
LOC105830818	XP_012525879.1
LOC105830819	XP_012525880.1
LOC105830820	XP_012525882.1
LOC105830821	XP_012525883.1
LOC105830821	XP_012525884.1
LOC105830823	XP_012525885.1
LOC105830824	XP_012525886.1
LOC105830824	XP_012525887.1
LOC105830824	XP_012525888.1
LOC105830824	XP_012525890.1
LOC105830825	XP_012525891.1
LOC105830825	XP_012525892.1
LOC105830825	XP_012525893.1
LOC105830825	XP_012525894.1
LOC105830827	XP_012525895.1
LOC105830829	XP_012525896.1
LOC105830830	XP_012525897.1
LOC105830830	XP_012525898.1
LOC105830831	XP_012525899.1
LOC105830831	XP_012525900.1
LOC105830831	XP_012525901.1
LOC105830831	XP_012525902.1
LOC105830831	XP_012525903.1
LOC105830831	XP_012525904.1
LOC105830831	XP_012525905.1
LOC105830831	XP_012525906.1
LOC105830831	XP_012525907.1
LOC105830831	XP_012525908.1
LOC105830832	XP_012525910.1
LOC105830833	XP_012525909.1
LOC105830833	XP_012525911.1
LOC105830833	XP_012525912.1
LOC105830833	XP_012525913.1
LOC105830833	XP_012525914.1
LOC105830833	XP_012525915.1
LOC105830834	XP_012525916.1
LOC105830834	XP_012525917.1
LOC105830834	XP_012525918.1
LOC105830835	XP_012525919.1
LOC105830836	XP_012525923.1
LOC105830837	XP_012525920.1
LOC105830838	XP_012525921.1
LOC105830839	XP_012525922.1
LOC105830841	XP_012525924.1
LOC105830842	XP_012525925.1
LOC105830843	XP_012525926.1
LOC105830844	XP_012525927.1
LOC105830845	XP_012525928.1
LOC105830846	XP_012525932.1
LOC105830846	XP_012525942.1
LOC105830846	XP_012525951.1
LOC105830847	XP_012525929.1
LOC105830848	XP_012525930.1
LOC105830849	XP_012525931.1
LOC105830850	XP_012525933.1
LOC105830850	XP_012525934.1
LOC105830850	XP_012525935.1
LOC105830850	XP_012525936.1
LOC105830850	XP_012525937.1
LOC105830850	XP_012525938.1
LOC105830850	XP_012525939.1
LOC105830850	XP_012525940.1
LOC105830850	XP_012525941.1
LOC105830851	XP_012525943.1
LOC105830852	XP_012525944.1
LOC105830852	XP_012525945.1
LOC105830853	XP_012525946.1
LOC105830853	XP_012525947.1
LOC105830855	XP_012525948.1
LOC105830856	XP_012525949.1
LOC105830857	XP_012525952.1
LOC105830857	XP_012525953.1
LOC105830858	XP_012525954.1
LOC105830858	XP_012525955.1
LOC105830859	XP_012525956.1
LOC105830859	XP_012525957.1
LOC105830860	XP_012525958.1
LOC105830861	XP_012525959.1
LOC105830862	XP_012525963.1
LOC105830863	XP_012525960.1
LOC105830863	XP_012525961.1
LOC105830864	XP_012525962.1
LOC105830865	XP_012525964.1
LOC105830865	XP_012525965.1
LOC105830866	XP_012525966.1
LOC105830866	XP_012525967.1
LOC105830866	XP_012525968.1
LOC105830866	XP_012525969.1
LOC105830866	XP_012525970.1
LOC105830866	XP_012525971.1
LOC105830867	XP_012525972.1
LOC105830868	XP_012525977.1
LOC105830869	XP_012525973.1
LOC105830869	XP_012525974.1
LOC105830869	XP_012525975.1
LOC105830870	XP_012525976.1
LOC105830870	XP_012525978.1
LOC105830871	XP_012525979.1
LOC105830872	XP_012525980.1
LOC105830872	XP_012525981.1
LOC105830872	XP_012525982.1
LOC105830872	XP_012525983.1
LOC105830873	XP_012525984.1
LOC105830873	XP_012525985.1
LOC105830874	XP_012525986.1
LOC105830874	XP_012525987.1
LOC105830874	XP_012525988.1
LOC105830874	XP_012525989.1
LOC105830875	XP_012525990.1
LOC105830875	XP_012525998.1
LOC105830875	XP_012526007.1
LOC105830877	XP_012525991.1
LOC105830878	XP_012525992.1
LOC105830879	XP_012525993.1
LOC105830881	XP_012525994.1
LOC105830881	XP_012525995.1
LOC105830881	XP_012525996.1
LOC105830881	XP_012525997.1
LOC105830881	XP_012525999.1
LOC105830881	XP_012526000.1
LOC105830881	XP_012526001.1
LOC105830882	XP_012526002.1
LOC105830883	XP_012526003.1
LOC105830883	XP_012526004.1
LOC105830883	XP_012526005.1
LOC105830884	XP_012526006.1
LOC105830884	XP_012526008.1
LOC105830885	XP_012526009.1
LOC105830886	XP_012526010.1
LOC105830886	XP_012526011.1
LOC105830886	XP_012526012.1
LOC105830886	XP_012526013.1
LOC105830886	XP_012526014.1
LOC105830886	XP_012526015.1
LOC105830886	XP_012526016.1
LOC105830886	XP_012526017.1
LOC105830886	XP_012526019.1
LOC105830886	XP_012526020.1
LOC105830886	XP_012526021.1
LOC105830886	XP_012526022.1
LOC105830886	XP_012526023.1
LOC105830886	XP_012526024.1
LOC105830887	XP_012526018.1
LOC105830888	XP_012526025.1
LOC105830888	XP_012526026.1
LOC105830889	XP_012526027.1
LOC105830890	XP_012526031.1
LOC105830890	XP_012526040.1
LOC105830890	XP_012526048.1
LOC105830891	XP_012526028.1
LOC105830892	XP_012526029.1
LOC105830893	XP_012526030.1
LOC105830894	XP_012526032.1
LOC105830895	XP_012526033.1
LOC105830896	XP_012526034.1
LOC105830897	XP_012526036.1
LOC105830898	XP_012526037.1
LOC105830899	XP_012526038.1
LOC105830900	XP_012526039.1
LOC105830900	XP_012526041.1
LOC105830900	XP_012526042.1
LOC105830902	XP_012526043.1
LOC105830902	XP_012526044.1
LOC105830902	XP_012526045.1
LOC105830902	XP_012526046.1
LOC105830903	XP_012526047.1
LOC105830903	XP_012526049.1
LOC105830903	XP_012526050.1
LOC105830903	XP_012526051.1
LOC105830904	XP_012526052.1
LOC105830904	XP_012526053.1
LOC105830905	XP_012526054.1
LOC105830905	XP_012526055.1
LOC105830906	XP_012526056.1
LOC105830907	XP_012526057.1
LOC105830908	XP_012526058.1
LOC105830910	XP_012526059.1
LOC105830910	XP_012526060.1
LOC105830911	XP_012526061.1
LOC105830912	XP_012526062.1
LOC105830913	XP_012526065.1
LOC105830914	XP_012526063.1
LOC105830915	XP_012526064.1
LOC105830916	XP_012526066.1
LOC105830916	XP_012526067.1
LOC105830916	XP_012526068.1
LOC105830916	XP_012526069.1
LOC105830916	XP_012526070.1
LOC105830916	XP_012526071.1
LOC105830916	XP_012526072.1
LOC105830916	XP_012526073.1
LOC105830916	XP_012526074.1
LOC105830916	XP_012526075.1
LOC105830916	XP_012526076.1
LOC105830916	XP_012526077.1
LOC105830916	XP_012526078.1
LOC105830916	XP_012526079.1
LOC105830916	XP_012526080.1
LOC105830916	XP_012526082.1
LOC105830916	XP_012526083.1
LOC105830916	XP_012526084.1
LOC105830916	XP_012526085.1
LOC105830916	XP_012526086.1
LOC105830916	XP_012526087.1
LOC105830916	XP_012526088.1
LOC105830916	XP_012526089.1
LOC105830916	XP_012526090.1
LOC105830916	XP_012526091.1
LOC105830916	XP_012526093.1
LOC105830916	XP_012526094.1
LOC105830916	XP_012526095.1
LOC105830916	XP_012526096.1
LOC105830916	XP_012526097.1
LOC105830917	XP_012526081.1
LOC105830917	XP_012526092.1
LOC105830918	XP_012526098.1
LOC105830919	XP_012526099.1
LOC105830920	XP_012526100.1
LOC105830921	XP_012526105.1
LOC105830921	XP_012526112.1
LOC105830922	XP_012526101.1
LOC105830923	XP_012526102.1
LOC105830924	XP_012526103.1
LOC105830924	XP_012526104.1
LOC105830925	XP_012526106.1
LOC105830926	XP_012526107.1
LOC105830928	XP_012526108.1
LOC105830929	XP_012526109.1
LOC105830929	XP_012526110.1
LOC105830929	XP_012526111.1
LOC105830929	XP_012526113.1
LOC105830929	XP_012526114.1
LOC105830929	XP_012526115.1
LOC105830930	XP_012526116.1
LOC105830930	XP_012526117.1
LOC105830931	XP_012526118.1
LOC105830932	XP_012526119.1
LOC105830932	XP_012526120.1
LOC105830933	XP_012526122.1
LOC105830934	XP_012526126.1
LOC105830935	XP_012526123.1
LOC105830936	XP_012526124.1
LOC105830937	XP_012526125.1
LOC105830938	XP_012526127.1
LOC105830939	XP_012526128.1
LOC105830940	XP_012526129.1
LOC105830940	XP_012526130.1
LOC105830941	XP_012526131.1
LOC105830942	XP_012526132.1
LOC105830943	XP_012526133.1
LOC105830944	XP_012526137.1
LOC105830945	XP_012526134.1
LOC105830946	XP_012526135.1
LOC105830946	XP_012526136.1
LOC105830947	XP_012526138.1
LOC105830947	XP_012526139.1
LOC105830947	XP_012526140.1
LOC105830948	XP_012526141.1
LOC105830948	XP_012526142.1
LOC105830948	XP_012526143.1
LOC105830948	XP_012526144.1
LOC105830948	XP_012526145.1
LOC105830948	XP_012526146.1
LOC105830949	XP_012526147.1
LOC105830949	XP_012526148.1
LOC105830950	XP_012526152.1
LOC105830950	XP_012526161.1
LOC105830950	XP_012526170.1
LOC105830951	XP_012526149.1
LOC105830951	XP_012526150.1
LOC105830951	XP_012526151.1
LOC105830951	XP_012526153.1
LOC105830951	XP_012526154.1
LOC105830952	XP_012526155.1
LOC105830952	XP_012526156.1
LOC105830953	XP_012526157.1
LOC105830954	XP_012526158.1
LOC105830955	XP_012526159.1
LOC105830955	XP_012526160.1
LOC105830955	XP_012526162.1
LOC105830956	XP_012526163.1
LOC105830956	XP_012526164.1
LOC105830956	XP_012526165.1
LOC105830956	XP_012526166.1
LOC105830956	XP_012526167.1
LOC105830956	XP_012526168.1
LOC105830957	XP_012526169.1
LOC105830958	XP_012526171.1
LOC105830959	XP_012526172.1
LOC105830960	XP_012526173.1
LOC105830960	XP_012526174.1
LOC105830960	XP_012526175.1
LOC105830960	XP_012526176.1
LOC105830960	XP_012526177.1
LOC105830961	XP_012526178.1
LOC105830961	XP_012526179.1
LOC105830961	XP_012526180.1
LOC105830961	XP_012526181.1
LOC105830962	XP_012526184.1
LOC105830962	XP_012526193.1
LOC105830963	XP_012526182.1
LOC105830963	XP_012526183.1
LOC105830964	XP_012526185.1
LOC105830964	XP_012526186.1
LOC105830964	XP_012526187.1
LOC105830964	XP_012526188.1
LOC105830964	XP_012526189.1
LOC105830964	XP_012526190.1
LOC105830964	XP_012526191.1
LOC105830965	XP_012526192.1
LOC105830967	XP_012526194.1
LOC105830968	XP_012526195.1
LOC105830969	XP_012526196.1
LOC105830969	XP_012526197.1
LOC105830969	XP_012526198.1
LOC105830969	XP_012526199.1
LOC105830969	XP_012526200.1
LOC105830970	XP_012526201.1
LOC105830971	XP_012526205.1
LOC105830971	XP_012526214.1
LOC105830971	XP_012526220.1
LOC105830971	XP_012526229.1
LOC105830971	XP_012526237.1
LOC105830972	XP_012526202.1
LOC105830973	XP_012526203.1
LOC105830974	XP_012526204.1
LOC105830975	XP_012526206.1
LOC105830976	XP_012526207.1
LOC105830977	XP_012526208.1
LOC105830977	XP_012526209.1
LOC105830977	XP_012526210.1
LOC105830978	XP_012526249.1
LOC105830979	XP_012526211.1
LOC105830979	XP_012526212.1
LOC105830979	XP_012526213.1
LOC105830980	XP_012526215.1
LOC105830981	XP_012526216.1
LOC105830982	XP_012526217.1
LOC105830983	XP_012526218.1
LOC105830983	XP_012526219.1
LOC105830984	XP_012526221.1
LOC105830984	XP_012526222.1
LOC105830985	XP_012526223.1
LOC105830985	XP_012526224.1
LOC105830986	XP_012526225.1
LOC105830986	XP_012526226.1
LOC105830987	XP_012526227.1
LOC105830987	XP_012526228.1
LOC105830988	XP_012526230.1
LOC105830989	XP_012526231.1
LOC105830990	XP_012526232.1
LOC105830991	XP_012526233.1
LOC105830992	XP_012526234.1
LOC105830993	XP_012526235.1
LOC105830994	XP_012526236.1
LOC105830995	XP_012526238.1
LOC105830995	XP_012526239.1
LOC105830996	XP_012526240.1
LOC105830997	XP_012526241.1
LOC105830998	XP_012526242.1
LOC105830999	XP_012526243.1
LOC105830999	XP_012526244.1
LOC105830999	XP_012526245.1
LOC105831000	XP_012526250.1
LOC105831001	XP_012526246.1
LOC105831002	XP_012526247.1
LOC105831002	XP_012526248.1
LOC105831002	XP_012526251.1
LOC105831002	XP_012526252.1
LOC105831002	XP_012526253.1
LOC105831003	XP_012526254.1
LOC105831003	XP_012526255.1
LOC105831004	XP_012526256.1
LOC105831004	XP_012526257.1
LOC105831004	XP_012526258.1
LOC105831004	XP_012526259.1
LOC105831005	XP_012526263.1
LOC105831006	XP_012526260.1
LOC105831007	XP_012526261.1
LOC105831008	XP_012526262.1
LOC105831008	XP_012526264.1
LOC105831010	XP_012526265.1
LOC105831010	XP_012526266.1
LOC105831010	XP_012526267.1
LOC105831011	XP_012526268.1
LOC105831011	XP_012526269.1
LOC105831012	XP_012526274.1
LOC105831012	XP_012526283.1
LOC105831012	XP_012526292.1
LOC105831012	XP_012526301.1
LOC105831012	XP_012526311.1
LOC105831012	XP_012526319.1
LOC105831012	XP_012526327.1
LOC105831013	XP_012526270.1
LOC105831014	XP_012526271.1
LOC105831014	XP_012526272.1
LOC105831014	XP_012526273.1
LOC105831014	XP_012526275.1
LOC105831015	XP_012526276.1
LOC105831015	XP_012526277.1
LOC105831015	XP_012526278.1
LOC105831016	XP_012526279.1
LOC105831017	XP_012526280.1
LOC105831017	XP_012526281.1
LOC105831018	XP_012526282.1
LOC105831019	XP_012526284.1
LOC105831019	XP_012526285.1
LOC105831019	XP_012526286.1
LOC105831020	XP_012526287.1
LOC105831021	XP_012526288.1
LOC105831021	XP_012526289.1
LOC105831021	XP_012526290.1
LOC105831022	XP_012526291.1
LOC105831023	XP_012526293.1
LOC105831023	XP_012526294.1
LOC105831023	XP_012526295.1
LOC105831024	XP_012526296.1
LOC105831025	XP_012526297.1
LOC105831026	XP_012526298.1
LOC105831026	XP_012526299.1
LOC105831026	XP_012526300.1
LOC105831026	XP_012526302.1
LOC105831026	XP_012526303.1
LOC105831026	XP_012526304.1
LOC105831026	XP_012526305.1
LOC105831026	XP_012526306.1
LOC105831026	XP_012526307.1
LOC105831027	XP_012526308.1
LOC105831027	XP_012526309.1
LOC105831028	XP_012526310.1
LOC105831029	XP_012526312.1
LOC105831030	XP_012526313.1
LOC105831031	XP_012526314.1
LOC105831032	XP_012526315.1
LOC105831033	XP_012526316.1
LOC105831034	XP_012526317.1
LOC105831035	XP_012526318.1
LOC105831037	XP_012526320.1
LOC105831038	XP_012526321.1
LOC105831039	XP_012526322.1
LOC105831039	XP_012526323.1
LOC105831039	XP_012526324.1
LOC105831039	XP_012526325.1
LOC105831039	XP_012526326.1
LOC105831039	XP_012526328.1
LOC105831039	XP_012526329.1
LOC105831039	XP_012526330.1
LOC105831039	XP_012526331.1
LOC105831040	XP_012526332.1
LOC105831040	XP_012526333.1
LOC105831040	XP_012526334.1
LOC105831041	XP_012526374.1
LOC105831041	XP_012526462.1
LOC105831041	XP_012526547.1
LOC105831041	XP_012526628.1
LOC105831041	XP_012526705.1
LOC105831042	XP_012526336.1
LOC105831043	XP_012526335.1
LOC105831044	XP_012526337.1
LOC105831045	XP_012526338.1
LOC105831046	XP_012526339.1
LOC105831046	XP_012526340.1
LOC105831047	XP_012526341.1
LOC105831049	XP_012526342.1
LOC105831049	XP_012526343.1
LOC105831049	XP_012526344.1
LOC105831050	XP_012526348.1
LOC105831051	XP_012526345.1
LOC105831051	XP_012526346.1
LOC105831051	XP_012526347.1
LOC105831051	XP_012526349.1
LOC105831051	XP_012526350.1
LOC105831051	XP_012526351.1
LOC105831051	XP_012526352.1
LOC105831051	XP_012526353.1
LOC105831051	XP_012526354.1
LOC105831052	XP_012526355.1
LOC105831053	XP_012526356.1
LOC105831054	XP_012526357.1
LOC105831054	XP_012526358.1
LOC105831054	XP_012526359.1
LOC105831055	XP_012526361.1
LOC105831055	XP_012526369.1
LOC105831055	XP_012526380.1
LOC105831056	XP_012526360.1
LOC105831057	XP_012526362.1
LOC105831058	XP_012526363.1
LOC105831058	XP_012526364.1
LOC105831059	XP_012526365.1
LOC105831060	XP_012526366.1
LOC105831061	XP_012526367.1
LOC105831062	XP_012526368.1
LOC105831063	XP_012526370.1
LOC105831063	XP_012526371.1
LOC105831064	XP_012526372.1
LOC105831064	XP_012526373.1
LOC105831065	XP_012526375.1
LOC105831066	XP_012526376.1
LOC105831066	XP_012526377.1
LOC105831066	XP_012526378.1
LOC105831066	XP_012526379.1
LOC105831066	XP_012526381.1
LOC105831066	XP_012526382.1
LOC105831066	XP_012526383.1
LOC105831066	XP_012526384.1
LOC105831066	XP_012526385.1
LOC105831066	XP_012526386.1
LOC105831066	XP_012526387.1
LOC105831066	XP_012526388.1
LOC105831066	XP_012526389.1
LOC105831067	XP_012526390.1
LOC105831068	XP_012526394.1
LOC105831068	XP_012526403.1
LOC105831069	XP_012526391.1
LOC105831069	XP_012526392.1
LOC105831069	XP_012526393.1
LOC105831070	XP_012526395.1
LOC105831070	XP_012526396.1
LOC105831071	XP_012526397.1
LOC105831071	XP_012526398.1
LOC105831071	XP_012526399.1
LOC105831072	XP_012526400.1
LOC105831073	XP_012526401.1
LOC105831073	XP_012526402.1
LOC105831074	XP_012526404.1
LOC105831076	XP_012526405.1
LOC105831077	XP_012526406.1
LOC105831078	XP_012526407.1
LOC105831079	XP_012526408.1
LOC105831080	XP_012526409.1
LOC105831081	XP_012526414.1
LOC105831082	XP_012526410.1
LOC105831082	XP_012526411.1
LOC105831083	XP_012526412.1
LOC105831083	XP_012526413.1
LOC105831083	XP_012526415.1
LOC105831084	XP_012526416.1
LOC105831084	XP_012526417.1
LOC105831085	XP_012526418.1
LOC105831086	XP_012526419.1
LOC105831087	XP_012526420.1
LOC105831087	XP_012526421.1
LOC105831087	XP_012526422.1
LOC105831087	XP_012526423.1
LOC105831087	XP_012526424.1
LOC105831087	XP_012526425.1
LOC105831087	XP_012526426.1
LOC105831088	XP_012526427.1
LOC105831089	XP_012526428.1
LOC105831090	XP_012526429.1
LOC105831090	XP_012526430.1
LOC105831091	XP_012526431.1
LOC105831091	XP_012526432.1
LOC105831091	XP_012526433.1
LOC105831092	XP_012526434.1
LOC105831093	XP_012526435.1
LOC105831093	XP_012526436.1
LOC105831095	XP_012526437.1
LOC105831095	XP_012526438.1
LOC105831097	XP_012526439.1
LOC105831098	XP_012526440.1
LOC105831099	XP_012526441.1
LOC105831099	XP_012526442.1
LOC105831099	XP_012526443.1
LOC105831100	XP_012526444.1
LOC105831101	XP_012526445.1
LOC105831101	XP_012526446.1
LOC105831101	XP_012526447.1
LOC105831101	XP_012526448.1
LOC105831101	XP_012526449.1
LOC105831101	XP_012526450.1
LOC105831101	XP_012526451.1
LOC105831101	XP_012526453.1
LOC105831102	XP_012526452.1
LOC105831103	XP_012526454.1
LOC105831104	XP_012526455.1
LOC105831104	XP_012526456.1
LOC105831104	XP_012526457.1
LOC105831104	XP_012526458.1
LOC105831104	XP_012526459.1
LOC105831104	XP_012526460.1
LOC105831104	XP_012526461.1
LOC105831105	XP_012526466.1
LOC105831106	XP_012526463.1
LOC105831108	XP_012526464.1
LOC105831108	XP_012526465.1
LOC105831109	XP_012526467.1
LOC105831110	XP_012526468.1
LOC105831110	XP_012526469.1
LOC105831111	XP_012526470.1
LOC105831112	XP_012526471.1
LOC105831112	XP_012526472.1
LOC105831113	XP_012526473.1
LOC105831114	XP_012526474.1
LOC105831116	XP_012526475.1
LOC105831116	XP_012526476.1
LOC105831116	XP_012526477.1
LOC105831116	XP_012526478.1
LOC105831116	XP_012526479.1
LOC105831117	XP_012526480.1
LOC105831117	XP_012526481.1
LOC105831119	XP_012526482.1
LOC105831120	XP_012526483.1
LOC105831121	XP_012526484.1
LOC105831122	XP_012526485.1
LOC105831122	XP_012526486.1
LOC105831122	XP_012526487.1
LOC105831123	XP_012526488.1
LOC105831125	XP_012526489.1
LOC105831126	XP_012526490.1
LOC105831127	XP_012526494.1
LOC105831128	XP_012526491.1
LOC105831129	XP_012526492.1
LOC105831129	XP_012526493.1
LOC105831130	XP_012526495.1
LOC105831131	XP_012526496.1
LOC105831132	XP_012526497.1
LOC105831133	XP_012526498.1
LOC105831133	XP_012526499.1
LOC105831133	XP_012526500.1
LOC105831133	XP_012526501.1
LOC105831134	XP_012526502.1
LOC105831134	XP_012526503.1
LOC105831134	XP_012526504.1
LOC105831135	XP_012526508.1
LOC105831136	XP_012526505.1
LOC105831136	XP_012526506.1
LOC105831136	XP_012526507.1
LOC105831136	XP_012526509.1
LOC105831137	XP_012526510.1
LOC105831137	XP_012526511.1
LOC105831138	XP_012526512.1
LOC105831139	XP_012526513.1
LOC105831139	XP_012526514.1
LOC105831139	XP_012526515.1
LOC105831139	XP_012526516.1
LOC105831139	XP_012526517.1
LOC105831139	XP_012526518.1
LOC105831139	XP_012526519.1
LOC105831139	XP_012526520.1
LOC105831139	XP_012526521.1
LOC105831139	XP_012526523.1
LOC105831139	XP_012526524.1
LOC105831139	XP_012526525.1
LOC105831139	XP_012526526.1
LOC105831139	XP_012526527.1
LOC105831139	XP_012526528.1
LOC105831139	XP_012526529.1
LOC105831139	XP_012526530.1
LOC105831139	XP_012526531.1
LOC105831139	XP_012526532.1
LOC105831139	XP_012526534.1
LOC105831139	XP_012526535.1
LOC105831139	XP_012526536.1
LOC105831140	XP_012526522.1
LOC105831140	XP_012526533.1
LOC105831140	XP_012526543.1
LOC105831141	XP_012526537.1
LOC105831141	XP_012526538.1
LOC105831141	XP_012526539.1
LOC105831141	XP_012526540.1
LOC105831142	XP_012526541.1
LOC105831143	XP_012526542.1
LOC105831144	XP_012526544.1
LOC105831145	XP_012526545.1
LOC105831146	XP_012526546.1
LOC105831147	XP_012526548.1
LOC105831149	XP_012526549.1
LOC105831150	XP_012526554.1
LOC105831150	XP_012526564.1
LOC105831150	XP_012526572.1
LOC105831151	XP_012526550.1
LOC105831151	XP_012526551.1
LOC105831151	XP_012526552.1
LOC105831152	XP_012526553.1
LOC105831152	XP_012526555.1
LOC105831152	XP_012526556.1
LOC105831152	XP_012526557.1
LOC105831153	XP_012526558.1
LOC105831153	XP_012526559.1
LOC105831153	XP_012526560.1
LOC105831154	XP_012526561.1
LOC105831154	XP_012526562.1
LOC105831154	XP_012526563.1
LOC105831155	XP_012526565.1
LOC105831156	XP_012526566.1
LOC105831156	XP_012526567.1
LOC105831156	XP_012526568.1
LOC105831157	XP_012526569.1
LOC105831157	XP_012526570.1
LOC105831158	XP_012526571.1
LOC105831159	XP_012526573.1
LOC105831159	XP_012526574.1
LOC105831159	XP_012526575.1
LOC105831159	XP_012526576.1
LOC105831159	XP_012526577.1
LOC105831159	XP_012526578.1
LOC105831160	XP_012526579.1
