NP_001011562.1	gnl|BL_ORD_ID|7560 7460:001d88
XP_006557890.1	gnl|BL_ORD_ID|14073 7460:0036f9
XP_006557892.1	gnl|BL_ORD_ID|14103 7460:003717
XP_006557896.1	gnl|BL_ORD_ID|14064 7460:0036f0
XP_006557893.1	gnl|BL_ORD_ID|14102 7460:003716
XP_006557898.1	gnl|BL_ORD_ID|14106 7460:00371a
XP_006557894.1	gnl|BL_ORD_ID|14102 7460:003716
XP_006557900.1	gnl|BL_ORD_ID|14055 7460:0036e7
XP_006557897.1	gnl|BL_ORD_ID|14062 7460:0036ee
XP_006557903.2	gnl|BL_ORD_ID|14109 7460:00371d
XP_006557901.1	gnl|BL_ORD_ID|14110 7460:00371e
XP_006557904.2	gnl|BL_ORD_ID|14109 7460:00371d
XP_006557906.1	gnl|BL_ORD_ID|14059 7460:0036eb
XP_006557908.1	gnl|BL_ORD_ID|14059 7460:0036eb
XP_006557909.1	gnl|BL_ORD_ID|14111 7460:00371f
XP_006557910.1	gnl|BL_ORD_ID|14053 7460:0036e5
XP_006557912.1	gnl|BL_ORD_ID|14053 7460:0036e5
XP_006557926.1	gnl|BL_ORD_ID|14045 7460:0036dd
XP_006557914.1	gnl|BL_ORD_ID|14053 7460:0036e5
XP_006557928.1	gnl|BL_ORD_ID|14118 7460:003726
XP_006557933.2	gnl|BL_ORD_ID|317 7460:00013d
XP_006557935.1	gnl|BL_ORD_ID|14089 7460:003709
XP_006557916.1	gnl|BL_ORD_ID|14054 7460:0036e6
XP_006557917.1	gnl|BL_ORD_ID|14054 7460:0036e6
XP_006557939.1	gnl|BL_ORD_ID|14069 7460:0036f5
XP_006557941.1	gnl|BL_ORD_ID|11769 7460:002df9
XP_006557930.1	gnl|BL_ORD_ID|14046 7460:0036de
XP_006557931.1	gnl|BL_ORD_ID|14047 7460:0036df
XP_006557940.1	gnl|BL_ORD_ID|14049 7460:0036e1
XP_006557955.1	gnl|BL_ORD_ID|11761 7460:002df1
XP_006557949.1	gnl|BL_ORD_ID|11757 7460:002ded
XP_006557964.1	gnl|BL_ORD_ID|11766 7460:002df6
XP_006557948.1	gnl|BL_ORD_ID|11732 7460:002dd4
XP_006557947.1	gnl|BL_ORD_ID|11732 7460:002dd4
XP_006557977.1	gnl|BL_ORD_ID|6349 7460:0018cd
XP_006557966.1	gnl|BL_ORD_ID|11770 7460:002dfa
XP_006557967.1	gnl|BL_ORD_ID|11770 7460:002dfa
XP_006557959.1	gnl|BL_ORD_ID|11764 7460:002df4
XP_006557982.1	gnl|BL_ORD_ID|919 7460:000397
XP_006557983.1	gnl|BL_ORD_ID|919 7460:000397
XP_006557984.1	gnl|BL_ORD_ID|919 7460:000397
XP_006557981.1	gnl|BL_ORD_ID|6353 7460:0018d1
XP_006557987.2	gnl|BL_ORD_ID|1140 7460:000474
XP_006557994.1	gnl|BL_ORD_ID|1141 7460:000475
XP_006557999.1	gnl|BL_ORD_ID|1134 7460:00046e
XP_006558028.1	gnl|BL_ORD_ID|11365 7460:002c65
XP_006557988.1	gnl|BL_ORD_ID|1137 7460:000471
XP_006558000.1	gnl|BL_ORD_ID|1134 7460:00046e
XP_006557989.1	gnl|BL_ORD_ID|1137 7460:000471
XP_006557990.1	gnl|BL_ORD_ID|1137 7460:000471
XP_006557992.1	gnl|BL_ORD_ID|1137 7460:000471
XP_006558029.1	gnl|BL_ORD_ID|11365 7460:002c65
XP_006557991.1	gnl|BL_ORD_ID|1137 7460:000471
XP_006558030.1	gnl|BL_ORD_ID|11365 7460:002c65
XP_006558031.1	gnl|BL_ORD_ID|11365 7460:002c65
XP_006558032.1	gnl|BL_ORD_ID|11366 7460:002c66
XP_006558036.1	gnl|BL_ORD_ID|11366 7460:002c66
XP_006558037.1	gnl|BL_ORD_ID|11366 7460:002c66
XP_006558038.2	gnl|BL_ORD_ID|11366 7460:002c66
XP_006558043.1	gnl|BL_ORD_ID|11356 7460:002c5c
XP_006558004.1	gnl|BL_ORD_ID|11359 7460:002c5f
XP_006558057.1	gnl|BL_ORD_ID|11374 7460:002c6e
XP_006558041.1	gnl|BL_ORD_ID|11357 7460:002c5d
XP_006558042.1	gnl|BL_ORD_ID|11357 7460:002c5d
XP_006558058.1	gnl|BL_ORD_ID|11352 7460:002c58
XP_006558067.1	gnl|BL_ORD_ID|11379 7460:002c73
XP_006558072.1	gnl|BL_ORD_ID|11381 7460:002c75
XP_006558059.1	gnl|BL_ORD_ID|11352 7460:002c58
XP_006558060.1	gnl|BL_ORD_ID|11352 7460:002c58
XP_006558077.2	gnl|BL_ORD_ID|6042 7460:00179a
XP_006558078.1	gnl|BL_ORD_ID|3783 7460:000ec7
XP_006558079.1	gnl|BL_ORD_ID|3783 7460:000ec7
XP_006558083.1	gnl|BL_ORD_ID|3780 7460:000ec4
XP_006558080.1	gnl|BL_ORD_ID|3783 7460:000ec7
XP_006558051.1	gnl|BL_ORD_ID|11373 7460:002c6d
XP_006558084.1	gnl|BL_ORD_ID|3780 7460:000ec4
XP_006558085.1	gnl|BL_ORD_ID|3787 7460:000ecb
XP_006558052.1	gnl|BL_ORD_ID|11373 7460:002c6d
XP_006558101.1	gnl|BL_ORD_ID|3767 7460:000eb7
XP_006558107.1	gnl|BL_ORD_ID|3763 7460:000eb3
XP_006558096.1	gnl|BL_ORD_ID|3771 7460:000ebb
XP_006558087.1	gnl|BL_ORD_ID|3773 7460:000ebd
XP_006558102.1	gnl|BL_ORD_ID|3795 7460:000ed3
XP_006558104.1	gnl|BL_ORD_ID|3795 7460:000ed3
XP_006558109.1	gnl|BL_ORD_ID|3798 7460:000ed6
XP_006558108.1	gnl|BL_ORD_ID|3798 7460:000ed6
XP_006558103.1	gnl|BL_ORD_ID|3795 7460:000ed3
XP_006558105.1	gnl|BL_ORD_ID|3766 7460:000eb6
XP_006558111.1	gnl|BL_ORD_ID|3759 7460:000eaf
XP_006558110.1	gnl|BL_ORD_ID|3798 7460:000ed6
XP_006558113.1	gnl|BL_ORD_ID|3759 7460:000eaf
XP_006558112.1	gnl|BL_ORD_ID|3759 7460:000eaf
XP_006558116.1	gnl|BL_ORD_ID|3759 7460:000eaf
XP_006558114.1	gnl|BL_ORD_ID|3759 7460:000eaf
XP_006558117.1	gnl|BL_ORD_ID|3759 7460:000eaf
XP_006558119.1	gnl|BL_ORD_ID|3759 7460:000eaf
XP_006558118.1	gnl|BL_ORD_ID|3759 7460:000eaf
XP_006558123.1	gnl|BL_ORD_ID|3755 7460:000eab
XP_006558120.1	gnl|BL_ORD_ID|3759 7460:000eaf
XP_006558121.1	gnl|BL_ORD_ID|3759 7460:000eaf
XP_006558126.1	gnl|BL_ORD_ID|6344 7460:0018c8
XP_006558130.1	gnl|BL_ORD_ID|9249 7460:002421
XP_006558132.1	gnl|BL_ORD_ID|9249 7460:002421
XP_006558131.1	gnl|BL_ORD_ID|9249 7460:002421
XP_006558135.1	gnl|BL_ORD_ID|9249 7460:002421
XP_006558136.1	gnl|BL_ORD_ID|9249 7460:002421
XP_006558124.1	gnl|BL_ORD_ID|3756 7460:000eac
XP_006558137.1	gnl|BL_ORD_ID|9249 7460:002421
XP_006558143.1	gnl|BL_ORD_ID|9258 7460:00242a
XP_006558144.1	gnl|BL_ORD_ID|9241 7460:002419
XP_006558153.1	gnl|BL_ORD_ID|9259 7460:00242b
XP_006558151.1	gnl|BL_ORD_ID|9241 7460:002419
XP_006558156.1	gnl|BL_ORD_ID|9259 7460:00242b
XP_006558155.1	gnl|BL_ORD_ID|9259 7460:00242b
XP_006558163.1	gnl|BL_ORD_ID|9237 7460:002415
XP_006558159.1	gnl|BL_ORD_ID|9237 7460:002415
XP_006558158.1	gnl|BL_ORD_ID|9237 7460:002415
XP_006558161.1	gnl|BL_ORD_ID|9233 7460:002411
XP_006558160.1	gnl|BL_ORD_ID|9233 7460:002411
XP_006558165.1	gnl|BL_ORD_ID|10223 7460:0027ef
XP_006558167.1	gnl|BL_ORD_ID|6775 7460:001a77
XP_006558169.1	gnl|BL_ORD_ID|6775 7460:001a77
XP_006558170.1	gnl|BL_ORD_ID|6775 7460:001a77
XP_006558164.1	gnl|BL_ORD_ID|10224 7460:0027f0
XP_006558171.1	gnl|BL_ORD_ID|5496 7460:001578
XP_006558172.1	gnl|BL_ORD_ID|5496 7460:001578
XP_006558173.1	gnl|BL_ORD_ID|5496 7460:001578
XP_006558174.1	gnl|BL_ORD_ID|5496 7460:001578
XP_006558175.1	gnl|BL_ORD_ID|5496 7460:001578
XP_006558182.1	gnl|BL_ORD_ID|5485 7460:00156d
XP_006558176.1	gnl|BL_ORD_ID|5496 7460:001578
XP_006558184.1	gnl|BL_ORD_ID|5484 7460:00156c
XP_006558183.1	gnl|BL_ORD_ID|5484 7460:00156c
XP_006558186.1	gnl|BL_ORD_ID|5497 7460:001579
XP_006558178.1	gnl|BL_ORD_ID|5496 7460:001578
XP_006558177.1	gnl|BL_ORD_ID|5496 7460:001578
XP_006558185.1	gnl|BL_ORD_ID|5484 7460:00156c
XP_006558179.1	gnl|BL_ORD_ID|5496 7460:001578
XP_006558187.1	gnl|BL_ORD_ID|5497 7460:001579
XP_006558188.1	gnl|BL_ORD_ID|5499 7460:00157b
XP_006558190.1	gnl|BL_ORD_ID|5498 7460:00157a
XP_006558226.1	gnl|BL_ORD_ID|6808 7460:001a98
XP_006558229.1	gnl|BL_ORD_ID|6793 7460:001a89
XP_006558231.1	gnl|BL_ORD_ID|6793 7460:001a89
XP_006558230.1	gnl|BL_ORD_ID|6793 7460:001a89
XP_006558233.1	gnl|BL_ORD_ID|6793 7460:001a89
XP_006558232.1	gnl|BL_ORD_ID|6793 7460:001a89
XP_006558192.2	gnl|BL_ORD_ID|6803 7460:001a93
XP_006558237.1	gnl|BL_ORD_ID|6791 7460:001a87
XP_006558239.1	gnl|BL_ORD_ID|14209 7460:003781
XP_006558247.2	gnl|BL_ORD_ID|14216 7460:003788
XP_006558246.2	gnl|BL_ORD_ID|14204 7460:00377c
XP_006558244.1	gnl|BL_ORD_ID|14208 7460:003780
XP_006558267.1	gnl|BL_ORD_ID|12022 7460:002ef6
XP_006558268.1	gnl|BL_ORD_ID|12022 7460:002ef6
XP_006558271.1	gnl|BL_ORD_ID|12022 7460:002ef6
XP_006558272.1	gnl|BL_ORD_ID|12017 7460:002ef1
XP_006558273.1	gnl|BL_ORD_ID|12017 7460:002ef1
XP_006558259.1	gnl|BL_ORD_ID|12025 7460:002ef9
XP_006558245.1	gnl|BL_ORD_ID|14207 7460:00377f
XP_006558274.1	gnl|BL_ORD_ID|12030 7460:002efe
XP_006558275.1	gnl|BL_ORD_ID|12030 7460:002efe
XP_006558258.1	gnl|BL_ORD_ID|12019 7460:002ef3
XP_006558257.1	gnl|BL_ORD_ID|12019 7460:002ef3
XP_006558279.1	gnl|BL_ORD_ID|12034 7460:002f02
XP_006558280.1	gnl|BL_ORD_ID|12034 7460:002f02
XP_006558281.1	gnl|BL_ORD_ID|12034 7460:002f02
XP_006558278.1	gnl|BL_ORD_ID|12031 7460:002eff
XP_006558285.1	gnl|BL_ORD_ID|14973 7460:003a7d
XP_006558287.1	gnl|BL_ORD_ID|14972 7460:003a7c
XP_006558282.1	gnl|BL_ORD_ID|12034 7460:002f02
XP_006558283.1	gnl|BL_ORD_ID|12034 7460:002f02
XP_006558284.1	gnl|BL_ORD_ID|12034 7460:002f02
XP_006558290.1	gnl|BL_ORD_ID|7545 7460:001d79
XP_006558291.1	gnl|BL_ORD_ID|7545 7460:001d79
XP_006558292.1	gnl|BL_ORD_ID|7545 7460:001d79
XP_006558293.1	gnl|BL_ORD_ID|7545 7460:001d79
XP_006558294.1	gnl|BL_ORD_ID|7545 7460:001d79
XP_006558296.1	gnl|BL_ORD_ID|7545 7460:001d79
XP_006558295.1	gnl|BL_ORD_ID|7545 7460:001d79
XP_006558297.1	gnl|BL_ORD_ID|7545 7460:001d79
XP_006558299.1	gnl|BL_ORD_ID|5928 7460:001728
XP_006558300.1	gnl|BL_ORD_ID|5899 7460:00170b
XP_006558302.1	gnl|BL_ORD_ID|5905 7460:001711
XP_006558303.1	gnl|BL_ORD_ID|5905 7460:001711
XP_006558277.1	gnl|BL_ORD_ID|12031 7460:002eff
XP_006558312.1	gnl|BL_ORD_ID|5908 7460:001714
XP_006558313.1	gnl|BL_ORD_ID|5910 7460:001716
XP_006558314.1	gnl|BL_ORD_ID|5910 7460:001716
XP_006558315.1	gnl|BL_ORD_ID|5910 7460:001716
XP_006558320.1	gnl|BL_ORD_ID|5910 7460:001716
XP_006558325.1	gnl|BL_ORD_ID|5910 7460:001716
XP_006558326.1	gnl|BL_ORD_ID|5892 7460:001704
XP_006558304.1	gnl|BL_ORD_ID|5898 7460:00170a
XP_006558309.1	gnl|BL_ORD_ID|5898 7460:00170a
XP_006558307.1	gnl|BL_ORD_ID|5898 7460:00170a
XP_006558305.1	gnl|BL_ORD_ID|5898 7460:00170a
XP_006558308.1	gnl|BL_ORD_ID|5898 7460:00170a
XP_006558306.1	gnl|BL_ORD_ID|5898 7460:00170a
XP_006558328.1	gnl|BL_ORD_ID|5912 7460:001718
XP_006558339.1	gnl|BL_ORD_ID|5883 7460:0016fb
XP_006558329.1	gnl|BL_ORD_ID|5912 7460:001718
XP_006558342.1	gnl|BL_ORD_ID|5880 7460:0016f8
XP_006558335.1	gnl|BL_ORD_ID|5889 7460:001701
XP_006558343.1	gnl|BL_ORD_ID|5880 7460:0016f8
XP_006558346.1	gnl|BL_ORD_ID|5919 7460:00171f
XP_006558330.1	gnl|BL_ORD_ID|5912 7460:001718
XP_006558331.1	gnl|BL_ORD_ID|5912 7460:001718
XP_006558352.1	gnl|BL_ORD_ID|5920 7460:001720
XP_006558354.1	gnl|BL_ORD_ID|5921 7460:001721
XP_006558347.1	gnl|BL_ORD_ID|5919 7460:00171f
XP_006558353.1	gnl|BL_ORD_ID|5920 7460:001720
XP_006558351.2	gnl|BL_ORD_ID|5876 7460:0016f4
XP_006558357.2	gnl|BL_ORD_ID|5901 7460:00170d
XP_006558355.1	gnl|BL_ORD_ID|5873 7460:0016f1
XP_006558358.2	gnl|BL_ORD_ID|5911 7460:001717
XP_006558334.1	gnl|BL_ORD_ID|5913 7460:001719
XP_006558360.2	gnl|BL_ORD_ID|5925 7460:001725
XP_006558356.1	gnl|BL_ORD_ID|5869 7460:0016ed
XP_006558376.1	gnl|BL_ORD_ID|205 7460:0000cd
XP_006558369.1	gnl|BL_ORD_ID|210 7460:0000d2
XP_006558364.1	gnl|BL_ORD_ID|212 7460:0000d4
XP_006558379.1	gnl|BL_ORD_ID|203 7460:0000cb
XP_006558378.1	gnl|BL_ORD_ID|203 7460:0000cb
XP_006558381.1	gnl|BL_ORD_ID|201 7460:0000c9
XP_006558383.1	gnl|BL_ORD_ID|229 7460:0000e5
XP_006558380.1	gnl|BL_ORD_ID|227 7460:0000e3
XP_006558384.1	gnl|BL_ORD_ID|230 7460:0000e6
XP_006558387.1	gnl|BL_ORD_ID|177 7460:0000b1
XP_006558388.1	gnl|BL_ORD_ID|177 7460:0000b1
XP_006558389.2	gnl|BL_ORD_ID|178 7460:0000b2
XP_006558393.1	gnl|BL_ORD_ID|211 7460:0000d3
XP_006558382.1	gnl|BL_ORD_ID|200 7460:0000c8
XP_006558391.2	gnl|BL_ORD_ID|180 7460:0000b4
XP_006558401.1	gnl|BL_ORD_ID|5999 7460:00176f
XP_006558402.1	gnl|BL_ORD_ID|5999 7460:00176f
XP_006558399.1	gnl|BL_ORD_ID|6006 7460:001776
XP_006558396.1	gnl|BL_ORD_ID|197 7460:0000c5
XP_006558403.1	gnl|BL_ORD_ID|5999 7460:00176f
XP_006558404.1	gnl|BL_ORD_ID|5999 7460:00176f
XP_006558409.1	gnl|BL_ORD_ID|11773 7460:002dfd
XP_006558410.1	gnl|BL_ORD_ID|11773 7460:002dfd
XP_006558412.1	gnl|BL_ORD_ID|1330 7460:000532
XP_006558411.1	gnl|BL_ORD_ID|1330 7460:000532
XP_006558414.1	gnl|BL_ORD_ID|1328 7460:000530
XP_006558413.1	gnl|BL_ORD_ID|1328 7460:000530
XP_006558415.1	gnl|BL_ORD_ID|1328 7460:000530
XP_006558420.1	gnl|BL_ORD_ID|1325 7460:00052d
XP_006558406.1	gnl|BL_ORD_ID|5997 7460:00176d
XP_006558418.2	gnl|BL_ORD_ID|1333 7460:000535
XP_006558421.1	gnl|BL_ORD_ID|1324 7460:00052c
XP_006558428.1	gnl|BL_ORD_ID|1339 7460:00053b
XP_006558429.1	gnl|BL_ORD_ID|1339 7460:00053b
XP_006558427.1	gnl|BL_ORD_ID|1317 7460:000525
XP_006558422.1	gnl|BL_ORD_ID|1319 7460:000527
XP_006558423.1	gnl|BL_ORD_ID|1319 7460:000527
XP_006558425.1	gnl|BL_ORD_ID|1319 7460:000527
XP_006558434.1	gnl|BL_ORD_ID|8674 7460:0021e2
XP_006558435.1	gnl|BL_ORD_ID|8674 7460:0021e2
XP_006558436.1	gnl|BL_ORD_ID|8674 7460:0021e2
XP_006558426.1	gnl|BL_ORD_ID|1319 7460:000527
XP_006558438.1	gnl|BL_ORD_ID|8674 7460:0021e2
XP_006558437.1	gnl|BL_ORD_ID|8674 7460:0021e2
XP_006558439.1	gnl|BL_ORD_ID|8674 7460:0021e2
XP_006558442.1	gnl|BL_ORD_ID|8674 7460:0021e2
XP_006558443.1	gnl|BL_ORD_ID|8667 7460:0021db
XP_006558440.1	gnl|BL_ORD_ID|8674 7460:0021e2
XP_006558444.1	gnl|BL_ORD_ID|8668 7460:0021dc
XP_006558441.1	gnl|BL_ORD_ID|8674 7460:0021e2
XP_006558446.1	gnl|BL_ORD_ID|8668 7460:0021dc
XP_006558445.1	gnl|BL_ORD_ID|8668 7460:0021dc
XP_006558447.1	gnl|BL_ORD_ID|8668 7460:0021dc
XP_006558448.1	gnl|BL_ORD_ID|8664 7460:0021d8
XP_006558449.1	gnl|BL_ORD_ID|8664 7460:0021d8
XP_006558452.1	gnl|BL_ORD_ID|8670 7460:0021de
XP_006558451.1	gnl|BL_ORD_ID|8670 7460:0021de
XP_006558457.1	gnl|BL_ORD_ID|8660 7460:0021d4
XP_006558459.1	gnl|BL_ORD_ID|8658 7460:0021d2
XP_006558463.1	gnl|BL_ORD_ID|8658 7460:0021d2
XP_006558460.1	gnl|BL_ORD_ID|8658 7460:0021d2
XP_006558466.2	gnl|BL_ORD_ID|8679 7460:0021e7
XP_006558465.1	gnl|BL_ORD_ID|8658 7460:0021d2
XP_006558464.1	gnl|BL_ORD_ID|8658 7460:0021d2
XP_006558468.1	gnl|BL_ORD_ID|8657 7460:0021d1
XP_006558467.1	gnl|BL_ORD_ID|8657 7460:0021d1
XP_006558469.1	gnl|BL_ORD_ID|8657 7460:0021d1
XP_006558473.1	gnl|BL_ORD_ID|8681 7460:0021e9
XP_006558458.1	gnl|BL_ORD_ID|8675 7460:0021e3
XP_006558474.1	gnl|BL_ORD_ID|8683 7460:0021eb
XP_006558475.1	gnl|BL_ORD_ID|8654 7460:0021ce
XP_006558476.1	gnl|BL_ORD_ID|8654 7460:0021ce
XP_006558471.1	gnl|BL_ORD_ID|8680 7460:0021e8
XP_006558477.1	gnl|BL_ORD_ID|8654 7460:0021ce
XP_006558479.1	gnl|BL_ORD_ID|8684 7460:0021ec
XP_006558480.1	gnl|BL_ORD_ID|8685 7460:0021ed
XP_006558481.1	gnl|BL_ORD_ID|8650 7460:0021ca
XP_006558482.1	gnl|BL_ORD_ID|8651 7460:0021cb
XP_006558486.1	gnl|BL_ORD_ID|8692 7460:0021f4
XP_006558489.1	gnl|BL_ORD_ID|8649 7460:0021c9
XP_006558487.1	gnl|BL_ORD_ID|8692 7460:0021f4
XP_006558490.1	gnl|BL_ORD_ID|8693 7460:0021f5
XP_006558491.1	gnl|BL_ORD_ID|8693 7460:0021f5
XP_006558507.1	gnl|BL_ORD_ID|8633 7460:0021b9
XP_006558505.1	gnl|BL_ORD_ID|8701 7460:0021fd
XP_006558513.2	gnl|BL_ORD_ID|8687 7460:0021ef
XP_006558506.1	gnl|BL_ORD_ID|8701 7460:0021fd
XP_006558509.1	gnl|BL_ORD_ID|8629 7460:0021b5
XP_006558508.1	gnl|BL_ORD_ID|8629 7460:0021b5
XP_006558516.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558517.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558519.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558520.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558522.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558524.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558523.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558525.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558526.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558528.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558527.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558530.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558531.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558532.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558529.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558533.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558537.1	gnl|BL_ORD_ID|7860 7460:001eb4
XP_006558534.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558535.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558536.1	gnl|BL_ORD_ID|7881 7460:001ec9
XP_006558538.1	gnl|BL_ORD_ID|7860 7460:001eb4
XP_006558539.1	gnl|BL_ORD_ID|7860 7460:001eb4
XP_006558540.1	gnl|BL_ORD_ID|7858 7460:001eb2
XP_006558542.1	gnl|BL_ORD_ID|7861 7460:001eb5
XP_006558545.1	gnl|BL_ORD_ID|7854 7460:001eae
XP_006558546.1	gnl|BL_ORD_ID|7862 7460:001eb6
XP_006558551.1	gnl|BL_ORD_ID|7848 7460:001ea8
XP_006558548.2	gnl|BL_ORD_ID|7843 7460:001ea3
XP_006558550.1	gnl|BL_ORD_ID|7848 7460:001ea8
XP_006558549.1	gnl|BL_ORD_ID|7848 7460:001ea8
XP_006558544.1	gnl|BL_ORD_ID|7857 7460:001eb1
XP_006558555.1	gnl|BL_ORD_ID|7866 7460:001eba
XP_006558552.1	gnl|BL_ORD_ID|7848 7460:001ea8
XP_006558558.2	gnl|BL_ORD_ID|7851 7460:001eab
XP_006558553.1	gnl|BL_ORD_ID|7848 7460:001ea8
XP_006558561.1	gnl|BL_ORD_ID|7853 7460:001ead
XP_006558562.1	gnl|BL_ORD_ID|7853 7460:001ead
XP_006558564.1	gnl|BL_ORD_ID|7853 7460:001ead
XP_006558563.1	gnl|BL_ORD_ID|7853 7460:001ead
XP_006558565.1	gnl|BL_ORD_ID|7842 7460:001ea2
XP_006558559.1	gnl|BL_ORD_ID|7864 7460:001eb8
XP_006558580.1	gnl|BL_ORD_ID|7835 7460:001e9b
XP_006558579.1	gnl|BL_ORD_ID|7835 7460:001e9b
XP_006558581.1	gnl|BL_ORD_ID|7835 7460:001e9b
XP_006558573.1	gnl|BL_ORD_ID|7839 7460:001e9f
XP_006558574.1	gnl|BL_ORD_ID|7839 7460:001e9f
XP_006558582.1	gnl|BL_ORD_ID|7875 7460:001ec3
XP_006558575.1	gnl|BL_ORD_ID|7872 7460:001ec0
XP_006558576.1	gnl|BL_ORD_ID|7872 7460:001ec0
XP_006558585.1	gnl|BL_ORD_ID|7877 7460:001ec5
XP_006558583.1	gnl|BL_ORD_ID|7833 7460:001e99
XP_006558577.1	gnl|BL_ORD_ID|7872 7460:001ec0
XP_006558588.1	gnl|BL_ORD_ID|7829 7460:001e95
XP_006558586.2	gnl|BL_ORD_ID|7832 7460:001e98
XP_006558589.1	gnl|BL_ORD_ID|7829 7460:001e95
XP_006558578.1	gnl|BL_ORD_ID|7872 7460:001ec0
XP_006558591.1	gnl|BL_ORD_ID|7829 7460:001e95
XP_006558592.1	gnl|BL_ORD_ID|7880 7460:001ec8
XP_006558593.1	gnl|BL_ORD_ID|7880 7460:001ec8
XP_006558595.1	gnl|BL_ORD_ID|7827 7460:001e93
XP_006558596.1	gnl|BL_ORD_ID|7885 7460:001ecd
XP_006558597.1	gnl|BL_ORD_ID|7885 7460:001ecd
XP_006558598.1	gnl|BL_ORD_ID|7885 7460:001ecd
XP_006558594.2	gnl|BL_ORD_ID|7879 7460:001ec7
XP_006558600.1	gnl|BL_ORD_ID|7845 7460:001ea5
XP_006558610.1	gnl|BL_ORD_ID|11681 7460:002da1
XP_006558601.1	gnl|BL_ORD_ID|7844 7460:001ea4
XP_006558611.1	gnl|BL_ORD_ID|11681 7460:002da1
XP_006558613.1	gnl|BL_ORD_ID|7337 7460:001ca9
XP_006558615.1	gnl|BL_ORD_ID|7349 7460:001cb5
XP_006558617.1	gnl|BL_ORD_ID|7349 7460:001cb5
XP_006558619.2	gnl|BL_ORD_ID|7351 7460:001cb7
XP_006558636.2	gnl|BL_ORD_ID|7355 7460:001cbb
XP_006558637.1	gnl|BL_ORD_ID|7322 7460:001c9a
XP_006558624.1	gnl|BL_ORD_ID|7354 7460:001cba
XP_006558640.1	gnl|BL_ORD_ID|7360 7460:001cc0
XP_006558638.1	gnl|BL_ORD_ID|7357 7460:001cbd
XP_006558639.1	gnl|BL_ORD_ID|7360 7460:001cc0
XP_006558641.1	gnl|BL_ORD_ID|7364 7460:001cc4
XP_006558608.1	gnl|BL_ORD_ID|11684 7460:002da4
XP_006558644.1	gnl|BL_ORD_ID|7315 7460:001c93
XP_006558607.1	gnl|BL_ORD_ID|11684 7460:002da4
XP_006558648.1	gnl|BL_ORD_ID|7309 7460:001c8d
XP_006558649.1	gnl|BL_ORD_ID|7309 7460:001c8d
XP_006558645.1	gnl|BL_ORD_ID|7315 7460:001c93
XP_006558599.1	gnl|BL_ORD_ID|7887 7460:001ecf
XP_006558646.1	gnl|BL_ORD_ID|7314 7460:001c92
XP_006558647.1	gnl|BL_ORD_ID|7314 7460:001c92
XP_006558657.1	gnl|BL_ORD_ID|7312 7460:001c90
XP_006558650.1	gnl|BL_ORD_ID|7368 7460:001cc8
XP_006558659.1	gnl|BL_ORD_ID|7305 7460:001c89
XP_006558660.1	gnl|BL_ORD_ID|7305 7460:001c89
XP_006558661.1	gnl|BL_ORD_ID|7305 7460:001c89
XP_006558653.1	gnl|BL_ORD_ID|7368 7460:001cc8
XP_006558652.1	gnl|BL_ORD_ID|7368 7460:001cc8
XP_006558651.1	gnl|BL_ORD_ID|7368 7460:001cc8
XP_006558656.1	gnl|BL_ORD_ID|7368 7460:001cc8
XP_006558654.1	gnl|BL_ORD_ID|7368 7460:001cc8
XP_006558664.1	gnl|BL_ORD_ID|7371 7460:001ccb
XP_006558669.1	gnl|BL_ORD_ID|7303 7460:001c87
XP_006558670.1	gnl|BL_ORD_ID|7374 7460:001cce
XP_006558672.1	gnl|BL_ORD_ID|7377 7460:001cd1
XP_006558674.1	gnl|BL_ORD_ID|7298 7460:001c82
XP_006558673.1	gnl|BL_ORD_ID|7301 7460:001c85
XP_006558666.1	gnl|BL_ORD_ID|7373 7460:001ccd
XP_006558679.2	gnl|BL_ORD_ID|7296 7460:001c80
XP_006558680.1	gnl|BL_ORD_ID|7381 7460:001cd5
XP_006558676.1	gnl|BL_ORD_ID|7379 7460:001cd3
XP_006558671.1	gnl|BL_ORD_ID|7376 7460:001cd0
XP_006558681.1	gnl|BL_ORD_ID|7295 7460:001c7f
XP_006558682.1	gnl|BL_ORD_ID|7295 7460:001c7f
XP_006558687.2	gnl|BL_ORD_ID|7291 7460:001c7b
