NP_001014456.1	gnl|BL_ORD_ID|10184 7227:0027c8
NP_001137795.2	gnl|BL_ORD_ID|4262 7227:0010a6
NP_001137790.1	gnl|BL_ORD_ID|11242 7227:002bea
NP_001137800.1	gnl|BL_ORD_ID|4289 7227:0010c1
NP_001137799.1	gnl|BL_ORD_ID|12345 7227:003039
NP_001137792.1	gnl|BL_ORD_ID|1614 7227:00064e
NP_001137801.1	gnl|BL_ORD_ID|2701 7227:000a8d
NP_001137798.1	gnl|BL_ORD_ID|13655 7227:003557
NP_001137797.1	gnl|BL_ORD_ID|13655 7227:003557
NP_001137803.1	gnl|BL_ORD_ID|4312 7227:0010d8
NP_001137806.1	gnl|BL_ORD_ID|4354 7227:001102
NP_001137802.1	gnl|BL_ORD_ID|4312 7227:0010d8
NP_001137807.1	gnl|BL_ORD_ID|4370 7227:001112
NP_001137809.1	gnl|BL_ORD_ID|4462 7227:00116e
NP_001137811.1	gnl|BL_ORD_ID|4515 7227:0011a3
NP_001137808.1	gnl|BL_ORD_ID|4387 7227:001123
NP_001137813.1	gnl|BL_ORD_ID|4614 7227:001206
NP_001137804.1	gnl|BL_ORD_ID|4335 7227:0010ef
NP_001137814.1	gnl|BL_ORD_ID|10840 7227:002a58
NP_001137816.1	gnl|BL_ORD_ID|13515 7227:0034cb
NP_001137815.1	gnl|BL_ORD_ID|10840 7227:002a58
NP_001137820.1	gnl|BL_ORD_ID|13515 7227:0034cb
NP_001137818.1	gnl|BL_ORD_ID|13515 7227:0034cb
NP_001137817.1	gnl|BL_ORD_ID|13515 7227:0034cb
NP_001137821.1	gnl|BL_ORD_ID|4725 7227:001275
NP_001137822.1	gnl|BL_ORD_ID|10831 7227:002a4f
NP_001137819.2	gnl|BL_ORD_ID|13515 7227:0034cb
NP_001137824.1	gnl|BL_ORD_ID|11233 7227:002be1
NP_001137823.1	gnl|BL_ORD_ID|11233 7227:002be1
NP_001137828.1	gnl|BL_ORD_ID|12171 7227:002f8b
NP_001137761.1	gnl|BL_ORD_ID|13760 7227:0035c0
NP_001137827.1	gnl|BL_ORD_ID|12253 7227:002fdd
NP_001137830.2	gnl|BL_ORD_ID|4784 7227:0012b0
NP_001137832.1	gnl|BL_ORD_ID|11301 7227:002c25
NP_001137826.1	gnl|BL_ORD_ID|477 7227:0001dd
NP_001137833.2	gnl|BL_ORD_ID|1767 7227:0006e7
NP_001137835.2	gnl|BL_ORD_ID|4860 7227:0012fc
NP_001137836.1	gnl|BL_ORD_ID|9947 7227:0026db
NP_001137838.1	gnl|BL_ORD_ID|12284 7227:002ffc
NP_001137837.1	gnl|BL_ORD_ID|12284 7227:002ffc
NP_001137840.1	gnl|BL_ORD_ID|4915 7227:001333
NP_001137843.1	gnl|BL_ORD_ID|13284 7227:0033e4
NP_001137845.1	gnl|BL_ORD_ID|12225 7227:002fc1
NP_001137834.2	gnl|BL_ORD_ID|1767 7227:0006e7
NP_001137844.1	gnl|BL_ORD_ID|10749 7227:0029fd
NP_001137842.2	gnl|BL_ORD_ID|4915 7227:001333
NP_001137846.1	gnl|BL_ORD_ID|12225 7227:002fc1
NP_001137848.1	gnl|BL_ORD_ID|9723 7227:0025fb
NP_001137847.1	gnl|BL_ORD_ID|9723 7227:0025fb
NP_001137849.1	gnl|BL_ORD_ID|9723 7227:0025fb
NP_001137850.1	gnl|BL_ORD_ID|9723 7227:0025fb
NP_001137855.2	gnl|BL_ORD_ID|9604 7227:002584
NP_001137852.1	gnl|BL_ORD_ID|5005 7227:00138d
NP_001137851.1	gnl|BL_ORD_ID|9723 7227:0025fb
NP_001137859.1	gnl|BL_ORD_ID|6379 7227:0018eb
NP_001137858.1	gnl|BL_ORD_ID|6379 7227:0018eb
NP_001137860.1	gnl|BL_ORD_ID|6380 7227:0018ec
NP_001137857.1	gnl|BL_ORD_ID|1913 7227:000779
NP_001137839.1	gnl|BL_ORD_ID|4865 7227:001301
NP_001137861.1	gnl|BL_ORD_ID|6380 7227:0018ec
NP_001137864.1	gnl|BL_ORD_ID|11897 7227:002e79
NP_001137862.1	gnl|BL_ORD_ID|13493 7227:0034b5
NP_001137865.1	gnl|BL_ORD_ID|11897 7227:002e79
NP_001137863.1	gnl|BL_ORD_ID|13493 7227:0034b5
NP_001137866.1	gnl|BL_ORD_ID|11030 7227:002b16
NP_001137868.1	gnl|BL_ORD_ID|6500 7227:001964
NP_001137867.1	gnl|BL_ORD_ID|6419 7227:001913
NP_001137869.1	gnl|BL_ORD_ID|6501 7227:001965
NP_001137870.1	gnl|BL_ORD_ID|12335 7227:00302f
NP_001137871.1	gnl|BL_ORD_ID|12334 7227:00302e
NP_001137873.1	gnl|BL_ORD_ID|6531 7227:001983
NP_001137874.1	gnl|BL_ORD_ID|11019 7227:002b0b
NP_001137876.1	gnl|BL_ORD_ID|12237 7227:002fcd
NP_001137872.2	gnl|BL_ORD_ID|6515 7227:001973
NP_001137877.1	gnl|BL_ORD_ID|12282 7227:002ffa
NP_001137829.1	gnl|BL_ORD_ID|12363 7227:00304b
NP_001137881.1	gnl|BL_ORD_ID|6598 7227:0019c6
NP_001137875.1	gnl|BL_ORD_ID|6540 7227:00198c
NP_001137882.1	gnl|BL_ORD_ID|6598 7227:0019c6
NP_001137883.1	gnl|BL_ORD_ID|6605 7227:0019cd
NP_001137884.1	gnl|BL_ORD_ID|6660 7227:001a04
NP_001137885.1	gnl|BL_ORD_ID|6683 7227:001a1b
NP_001137886.1	gnl|BL_ORD_ID|11991 7227:002ed7
NP_001137889.1	gnl|BL_ORD_ID|6706 7227:001a32
NP_001137888.1	gnl|BL_ORD_ID|6706 7227:001a32
NP_001137890.1	gnl|BL_ORD_ID|6706 7227:001a32
NP_001137893.1	gnl|BL_ORD_ID|12499 7227:0030d3
NP_001137887.1	gnl|BL_ORD_ID|6706 7227:001a32
NP_001137894.2	gnl|BL_ORD_ID|957 7227:0003bd
NP_001137878.2	gnl|BL_ORD_ID|11017 7227:002b09
NP_001137895.1	gnl|BL_ORD_ID|9910 7227:0026b6
NP_001137880.2	gnl|BL_ORD_ID|13224 7227:0033a8
NP_001137900.1	gnl|BL_ORD_ID|12286 7227:002ffe
NP_001137897.1	gnl|BL_ORD_ID|13602 7227:003522
NP_001137899.1	gnl|BL_ORD_ID|12286 7227:002ffe
NP_001137879.3	gnl|BL_ORD_ID|11017 7227:002b09
NP_001137896.1	gnl|BL_ORD_ID|13602 7227:003522
NP_001137898.1	gnl|BL_ORD_ID|13602 7227:003522
NP_001137901.1	gnl|BL_ORD_ID|12286 7227:002ffe
NP_001137902.1	gnl|BL_ORD_ID|449 7227:0001c1
NP_001137907.1	gnl|BL_ORD_ID|6848 7227:001ac0
NP_001137904.1	gnl|BL_ORD_ID|6822 7227:001aa6
NP_001137903.1	gnl|BL_ORD_ID|6822 7227:001aa6
NP_001137905.1	gnl|BL_ORD_ID|6825 7227:001aa9
NP_001137908.1	gnl|BL_ORD_ID|13247 7227:0033bf
NP_001137911.1	gnl|BL_ORD_ID|292 7227:000124
NP_001137910.2	gnl|BL_ORD_ID|292 7227:000124
NP_001137909.1	gnl|BL_ORD_ID|13247 7227:0033bf
NP_001137914.1	gnl|BL_ORD_ID|6900 7227:001af4
NP_001137915.1	gnl|BL_ORD_ID|13797 7227:0035e5
NP_001137918.1	gnl|BL_ORD_ID|13797 7227:0035e5
NP_001137916.1	gnl|BL_ORD_ID|13797 7227:0035e5
NP_001137917.1	gnl|BL_ORD_ID|13797 7227:0035e5
NP_001137913.1	gnl|BL_ORD_ID|6899 7227:001af3
NP_001137919.1	gnl|BL_ORD_ID|13797 7227:0035e5
NP_001137921.1	gnl|BL_ORD_ID|13797 7227:0035e5
NP_001137920.1	gnl|BL_ORD_ID|13797 7227:0035e5
NP_001137926.1	gnl|BL_ORD_ID|6952 7227:001b28
NP_001137924.1	gnl|BL_ORD_ID|1612 7227:00064c
NP_001137925.1	gnl|BL_ORD_ID|1612 7227:00064c
NP_001137929.1	gnl|BL_ORD_ID|6977 7227:001b41
NP_001137930.1	gnl|BL_ORD_ID|6987 7227:001b4b
NP_001137931.1	gnl|BL_ORD_ID|265 7227:000109
NP_001137932.1	gnl|BL_ORD_ID|200 7227:0000c8
NP_001137933.1	gnl|BL_ORD_ID|7055 7227:001b8f
NP_001137934.1	gnl|BL_ORD_ID|7067 7227:001b9b
NP_001137912.1	gnl|BL_ORD_ID|13281 7227:0033e1
NP_001137936.1	gnl|BL_ORD_ID|12599 7227:003137
NP_001137937.1	gnl|BL_ORD_ID|12599 7227:003137
NP_001137938.2	gnl|BL_ORD_ID|12599 7227:003137
NP_001137939.2	gnl|BL_ORD_ID|12599 7227:003137
NP_001137940.1	gnl|BL_ORD_ID|11881 7227:002e69
NP_001137941.2	gnl|BL_ORD_ID|7142 7227:001be6
NP_001137942.2	gnl|BL_ORD_ID|7142 7227:001be6
NP_001137944.1	gnl|BL_ORD_ID|7151 7227:001bef
NP_001137943.2	gnl|BL_ORD_ID|7142 7227:001be6
NP_001137928.2	gnl|BL_ORD_ID|13680 7227:003570
NP_001137927.1	gnl|BL_ORD_ID|13680 7227:003570
NP_001137946.1	gnl|BL_ORD_ID|13395 7227:003453
NP_001137945.1	gnl|BL_ORD_ID|7151 7227:001bef
NP_001137947.1	gnl|BL_ORD_ID|13395 7227:003453
NP_001137950.1	gnl|BL_ORD_ID|12162 7227:002f82
NP_001137949.1	gnl|BL_ORD_ID|12162 7227:002f82
NP_001137951.1	gnl|BL_ORD_ID|12162 7227:002f82
NP_001137952.1	gnl|BL_ORD_ID|12162 7227:002f82
NP_001137948.1	gnl|BL_ORD_ID|13884 7227:00363c
NP_001137955.1	gnl|BL_ORD_ID|12265 7227:002fe9
NP_001137957.1	gnl|BL_ORD_ID|7306 7227:001c8a
NP_001137960.1	gnl|BL_ORD_ID|1233 7227:0004d1
NP_001137959.1	gnl|BL_ORD_ID|1233 7227:0004d1
NP_001137961.1	gnl|BL_ORD_ID|12601 7227:003139
NP_001137962.1	gnl|BL_ORD_ID|10084 7227:002764
NP_001137953.1	gnl|BL_ORD_ID|12162 7227:002f82
NP_001137966.2	gnl|BL_ORD_ID|12711 7227:0031a7
NP_001137964.1	gnl|BL_ORD_ID|12264 7227:002fe8
NP_001137967.1	gnl|BL_ORD_ID|12367 7227:00304f
NP_001137972.1	gnl|BL_ORD_ID|12350 7227:00303e
NP_001137970.2	gnl|BL_ORD_ID|7531 7227:001d6b
NP_001137965.1	gnl|BL_ORD_ID|12264 7227:002fe8
NP_001137973.1	gnl|BL_ORD_ID|7533 7227:001d6d
NP_001137974.1	gnl|BL_ORD_ID|2571 7227:000a0b
NP_001137971.1	gnl|BL_ORD_ID|1646 7227:00066e
NP_001137975.1	gnl|BL_ORD_ID|7546 7227:001d7a
NP_001137956.1	gnl|BL_ORD_ID|7292 7227:001c7c
NP_001137976.1	gnl|BL_ORD_ID|7546 7227:001d7a
NP_001137979.2	gnl|BL_ORD_ID|7564 7227:001d8c
NP_001137978.1	gnl|BL_ORD_ID|7564 7227:001d8c
NP_001137980.2	gnl|BL_ORD_ID|7564 7227:001d8c
NP_001137982.1	gnl|BL_ORD_ID|12591 7227:00312f
NP_001137983.2	gnl|BL_ORD_ID|12250 7227:002fda
NP_001137981.1	gnl|BL_ORD_ID|7565 7227:001d8d
NP_001137958.1	gnl|BL_ORD_ID|1024 7227:000400
NP_001137988.1	gnl|BL_ORD_ID|1700 7227:0006a4
NP_001137986.1	gnl|BL_ORD_ID|12753 7227:0031d1
NP_001137991.1	gnl|BL_ORD_ID|7671 7227:001df7
NP_001137990.1	gnl|BL_ORD_ID|7671 7227:001df7
NP_001137989.2	gnl|BL_ORD_ID|7670 7227:001df6
NP_001137985.1	gnl|BL_ORD_ID|12753 7227:0031d1
NP_001137984.1	gnl|BL_ORD_ID|12753 7227:0031d1
NP_001137995.1	gnl|BL_ORD_ID|11067 7227:002b3b
NP_001137996.2	gnl|BL_ORD_ID|7734 7227:001e36
NP_001137992.1	gnl|BL_ORD_ID|7671 7227:001df7
NP_001137993.1	gnl|BL_ORD_ID|11357 7227:002c5d
NP_001137997.2	gnl|BL_ORD_ID|2816 7227:000b00
NP_001137999.1	gnl|BL_ORD_ID|11296 7227:002c20
NP_001137998.1	gnl|BL_ORD_ID|7761 7227:001e51
NP_001138000.1	gnl|BL_ORD_ID|11297 7227:002c21
NP_001138001.1	gnl|BL_ORD_ID|9640 7227:0025a8
NP_001138002.1	gnl|BL_ORD_ID|2547 7227:0009f3
NP_001138006.1	gnl|BL_ORD_ID|1319 7227:000527
NP_001138007.1	gnl|BL_ORD_ID|1319 7227:000527
NP_001138010.1	gnl|BL_ORD_ID|1408 7227:000580
NP_001138004.2	gnl|BL_ORD_ID|13279 7227:0033df
NP_001138008.1	gnl|BL_ORD_ID|1319 7227:000527
NP_001138005.2	gnl|BL_ORD_ID|13279 7227:0033df
NP_001138009.1	gnl|BL_ORD_ID|1319 7227:000527
NP_001138012.1	gnl|BL_ORD_ID|7895 7227:001ed7
NP_001138011.1	gnl|BL_ORD_ID|2553 7227:0009f9
NP_001138014.2	gnl|BL_ORD_ID|2441 7227:000989
NP_001138017.1	gnl|BL_ORD_ID|712 7227:0002c8
NP_001138016.1	gnl|BL_ORD_ID|7931 7227:001efb
NP_001138013.2	gnl|BL_ORD_ID|13877 7227:003635
NP_001138022.2	gnl|BL_ORD_ID|7982 7227:001f2e
NP_001138015.1	gnl|BL_ORD_ID|7931 7227:001efb
NP_001138023.1	gnl|BL_ORD_ID|2043 7227:0007fb
NP_001138024.2	gnl|BL_ORD_ID|7993 7227:001f39
NP_001138029.1	gnl|BL_ORD_ID|13831 7227:003607
NP_001138030.1	gnl|BL_ORD_ID|13831 7227:003607
NP_001138031.1	gnl|BL_ORD_ID|13831 7227:003607
NP_001138028.1	gnl|BL_ORD_ID|13064 7227:003308
NP_001138019.2	gnl|BL_ORD_ID|12085 7227:002f35
NP_001138032.1	gnl|BL_ORD_ID|11317 7227:002c35
NP_001138033.1	gnl|BL_ORD_ID|9698 7227:0025e2
NP_001138034.1	gnl|BL_ORD_ID|8205 7227:00200d
NP_001138035.1	gnl|BL_ORD_ID|12368 7227:003050
NP_001138036.1	gnl|BL_ORD_ID|13841 7227:003611
NP_001138037.1	gnl|BL_ORD_ID|8283 7227:00205b
NP_001138039.1	gnl|BL_ORD_ID|10635 7227:00298b
NP_001138040.1	gnl|BL_ORD_ID|8330 7227:00208a
NP_001138041.1	gnl|BL_ORD_ID|8363 7227:0020ab
NP_001138042.1	gnl|BL_ORD_ID|8363 7227:0020ab
NP_001138043.1	gnl|BL_ORD_ID|8363 7227:0020ab
NP_001138021.1	gnl|BL_ORD_ID|13832 7227:003608
NP_001138045.1	gnl|BL_ORD_ID|708 7227:0002c4
NP_001138048.1	gnl|BL_ORD_ID|12351 7227:00303f
NP_001138026.1	gnl|BL_ORD_ID|253 7227:0000fd
NP_001138044.1	gnl|BL_ORD_ID|708 7227:0002c4
NP_001138049.1	gnl|BL_ORD_ID|12361 7227:003049
NP_001138046.1	gnl|BL_ORD_ID|708 7227:0002c4
NP_001138055.1	gnl|BL_ORD_ID|13796 7227:0035e4
NP_001138058.1	gnl|BL_ORD_ID|13185 7227:003381
NP_001138059.2	gnl|BL_ORD_ID|8596 7227:002194
NP_001138056.1	gnl|BL_ORD_ID|13796 7227:0035e4
NP_001138057.1	gnl|BL_ORD_ID|8526 7227:00214e
NP_001138061.1	gnl|BL_ORD_ID|12316 7227:00301c
NP_001138063.2	gnl|BL_ORD_ID|12316 7227:00301c
NP_001138062.2	gnl|BL_ORD_ID|12316 7227:00301c
NP_001138065.1	gnl|BL_ORD_ID|13095 7227:003327
NP_001138060.1	gnl|BL_ORD_ID|12182 7227:002f96
NP_001138066.1	gnl|BL_ORD_ID|13095 7227:003327
NP_001138064.2	gnl|BL_ORD_ID|12316 7227:00301c
NP_001138067.1	gnl|BL_ORD_ID|1400 7227:000578
NP_001138068.1	gnl|BL_ORD_ID|10601 7227:002969
NP_001138069.2	gnl|BL_ORD_ID|10599 7227:002967
NP_001138072.1	gnl|BL_ORD_ID|10086 7227:002766
NP_001138073.1	gnl|BL_ORD_ID|12630 7227:003156
NP_001138070.1	gnl|BL_ORD_ID|10086 7227:002766
NP_001138071.1	gnl|BL_ORD_ID|10086 7227:002766
NP_001138075.1	gnl|BL_ORD_ID|13509 7227:0034c5
NP_001138076.1	gnl|BL_ORD_ID|8735 7227:00221f
NP_001138074.1	gnl|BL_ORD_ID|8722 7227:002212
NP_001138078.1	gnl|BL_ORD_ID|1889 7227:000761
NP_001138077.1	gnl|BL_ORD_ID|1889 7227:000761
NP_001138079.1	gnl|BL_ORD_ID|1889 7227:000761
NP_001138085.1	gnl|BL_ORD_ID|13907 7227:003653
NP_001138084.1	gnl|BL_ORD_ID|13907 7227:003653
NP_001138086.1	gnl|BL_ORD_ID|12748 7227:0031cc
NP_001138087.1	gnl|BL_ORD_ID|10104 7227:002778
NP_001138091.2	gnl|BL_ORD_ID|12298 7227:00300a
NP_001138089.1	gnl|BL_ORD_ID|12298 7227:00300a
NP_001138047.1	gnl|BL_ORD_ID|11985 7227:002ed1
NP_001138090.1	gnl|BL_ORD_ID|12298 7227:00300a
NP_001138092.1	gnl|BL_ORD_ID|979 7227:0003d3
NP_001138096.1	gnl|BL_ORD_ID|11727 7227:002dcf
NP_001138080.1	gnl|BL_ORD_ID|8736 7227:002220
NP_001138083.1	gnl|BL_ORD_ID|1399 7227:000577
NP_001138099.1	gnl|BL_ORD_ID|12277 7227:002ff5
NP_001138100.1	gnl|BL_ORD_ID|11918 7227:002e8e
NP_001138093.1	gnl|BL_ORD_ID|1369 7227:000559
NP_001138094.1	gnl|BL_ORD_ID|1369 7227:000559
NP_001138105.1	gnl|BL_ORD_ID|13294 7227:0033ee
NP_001138095.1	gnl|BL_ORD_ID|1369 7227:000559
NP_001138103.2	gnl|BL_ORD_ID|10548 7227:002934
NP_001138108.1	gnl|BL_ORD_ID|12267 7227:002feb
NP_001138106.1	gnl|BL_ORD_ID|9111 7227:002397
NP_001138109.1	gnl|BL_ORD_ID|12267 7227:002feb
NP_001138102.1	gnl|BL_ORD_ID|10548 7227:002934
NP_001138111.1	gnl|BL_ORD_ID|12184 7227:002f98
NP_001138107.1	gnl|BL_ORD_ID|9111 7227:002397
NP_001138115.2	gnl|BL_ORD_ID|9300 7227:002454
NP_001138101.1	gnl|BL_ORD_ID|10548 7227:002934
NP_001138112.1	gnl|BL_ORD_ID|12184 7227:002f98
NP_001138116.1	gnl|BL_ORD_ID|617 7227:000269
NP_001138117.1	gnl|BL_ORD_ID|1611 7227:00064b
NP_001138119.2	gnl|BL_ORD_ID|11315 7227:002c33
NP_001138121.1	gnl|BL_ORD_ID|13668 7227:003564
NP_001138118.2	gnl|BL_ORD_ID|13424 7227:003470
NP_001138120.1	gnl|BL_ORD_ID|13668 7227:003564
NP_001138122.1	gnl|BL_ORD_ID|13668 7227:003564
NP_001138127.1	gnl|BL_ORD_ID|399 7227:00018f
NP_001138124.2	gnl|BL_ORD_ID|9466 7227:0024fa
NP_001138125.2	gnl|BL_ORD_ID|10498 7227:002902
NP_001138129.1	gnl|BL_ORD_ID|13713 7227:003591
NP_001138126.1	gnl|BL_ORD_ID|2329 7227:000919
NP_001138136.1	gnl|BL_ORD_ID|12352 7227:003040
NP_001138137.1	gnl|BL_ORD_ID|12352 7227:003040
NP_001138130.2	gnl|BL_ORD_ID|1807 7227:00070f
NP_001138140.1	gnl|BL_ORD_ID|11212 7227:002bcc
NP_001138139.1	gnl|BL_ORD_ID|11212 7227:002bcc
NP_001138143.2	gnl|BL_ORD_ID|2138 7227:00085a
NP_001138141.1	gnl|BL_ORD_ID|843 7227:00034b
NP_001138145.1	gnl|BL_ORD_ID|2360 7227:000938
NP_001138149.1	gnl|BL_ORD_ID|2070 7227:000816
NP_001138150.1	gnl|BL_ORD_ID|2899 7227:000b53
NP_001138142.1	gnl|BL_ORD_ID|12477 7227:0030bd
NP_001138151.2	gnl|BL_ORD_ID|11201 7227:002bc1
NP_001138144.1	gnl|BL_ORD_ID|67 7227:000043
NP_001138132.3	gnl|BL_ORD_ID|11961 7227:002eb9
NP_001138156.1	gnl|BL_ORD_ID|2943 7227:000b7f
NP_001138157.2	gnl|BL_ORD_ID|13677 7227:00356d
NP_001138158.2	gnl|BL_ORD_ID|13677 7227:00356d
NP_001138159.2	gnl|BL_ORD_ID|13677 7227:00356d
NP_001138160.2	gnl|BL_ORD_ID|12252 7227:002fdc
NP_001138154.1	gnl|BL_ORD_ID|12147 7227:002f73
NP_001138163.1	gnl|BL_ORD_ID|3008 7227:000bc0
NP_001138162.1	gnl|BL_ORD_ID|2996 7227:000bb4
NP_001138164.1	gnl|BL_ORD_ID|12227 7227:002fc3
NP_001138161.2	gnl|BL_ORD_ID|12252 7227:002fdc
NP_001138155.1	gnl|BL_ORD_ID|12147 7227:002f73
NP_001138152.1	gnl|BL_ORD_ID|12147 7227:002f73
NP_001138165.1	gnl|BL_ORD_ID|12314 7227:00301a
NP_001138171.1	gnl|BL_ORD_ID|12287 7227:002fff
NP_001138166.1	gnl|BL_ORD_ID|12303 7227:00300f
NP_001138167.1	gnl|BL_ORD_ID|12303 7227:00300f
NP_001138172.1	gnl|BL_ORD_ID|12287 7227:002fff
NP_001138173.1	gnl|BL_ORD_ID|12238 7227:002fce
NP_001138153.1	gnl|BL_ORD_ID|12147 7227:002f73
NP_001138169.1	gnl|BL_ORD_ID|12303 7227:00300f
NP_001138175.1	gnl|BL_ORD_ID|12275 7227:002ff3
NP_001138176.1	gnl|BL_ORD_ID|12274 7227:002ff2
NP_001138168.1	gnl|BL_ORD_ID|12303 7227:00300f
NP_001138177.1	gnl|BL_ORD_ID|12273 7227:002ff1
NP_001138179.1	gnl|BL_ORD_ID|3175 7227:000c67
NP_001138182.3	gnl|BL_ORD_ID|12369 7227:003051
NP_001138180.1	gnl|BL_ORD_ID|3175 7227:000c67
NP_001138184.1	gnl|BL_ORD_ID|12006 7227:002ee6
NP_001138183.1	gnl|BL_ORD_ID|12006 7227:002ee6
NP_001138187.1	gnl|BL_ORD_ID|757 7227:0002f5
NP_001138186.1	gnl|BL_ORD_ID|2591 7227:000a1f
NP_001138191.1	gnl|BL_ORD_ID|12326 7227:003026
NP_001138193.1	gnl|BL_ORD_ID|3387 7227:000d3b
NP_001138194.1	gnl|BL_ORD_ID|3387 7227:000d3b
NP_001138195.1	gnl|BL_ORD_ID|12661 7227:003175
NP_001138190.1	gnl|BL_ORD_ID|13807 7227:0035ef
NP_001138192.1	gnl|BL_ORD_ID|3352 7227:000d18
NP_001138196.1	gnl|BL_ORD_ID|12661 7227:003175
NP_001138198.1	gnl|BL_ORD_ID|7 7227:000007
NP_001138197.2	gnl|BL_ORD_ID|3462 7227:000d86
NP_001138199.1	gnl|BL_ORD_ID|3522 7227:000dc2
NP_001138201.1	gnl|BL_ORD_ID|12332 7227:00302c
NP_001138202.1	gnl|BL_ORD_ID|12332 7227:00302c
NP_001138189.1	gnl|BL_ORD_ID|13807 7227:0035ef
NP_001138200.1	gnl|BL_ORD_ID|12242 7227:002fd2
NP_001138205.1	gnl|BL_ORD_ID|13405 7227:00345d
NP_001138174.1	gnl|BL_ORD_ID|742 7227:0002e6
NP_001138209.1	gnl|BL_ORD_ID|12830 7227:00321e
NP_001138203.1	gnl|BL_ORD_ID|13914 7227:00365a
NP_001138210.1	gnl|BL_ORD_ID|3603 7227:000e13
NP_001138211.1	gnl|BL_ORD_ID|3603 7227:000e13
NP_001138214.2	gnl|BL_ORD_ID|3634 7227:000e32
NP_001138212.1	gnl|BL_ORD_ID|13705 7227:003589
NP_001138213.1	gnl|BL_ORD_ID|13498 7227:0034ba
NP_001138206.1	gnl|BL_ORD_ID|11680 7227:002da0
NP_001138217.1	gnl|BL_ORD_ID|3653 7227:000e45
NP_001138218.1	gnl|BL_ORD_ID|12299 7227:00300b
NP_001138204.1	gnl|BL_ORD_ID|2323 7227:000913
NP_001138219.1	gnl|BL_ORD_ID|12299 7227:00300b
NP_001138216.1	gnl|BL_ORD_ID|3641 7227:000e39
NP_001138221.1	gnl|BL_ORD_ID|12722 7227:0031b2
NP_001138222.1	gnl|BL_ORD_ID|11969 7227:002ec1
NP_001138215.1	gnl|BL_ORD_ID|410 7227:00019a
NP_001138220.1	gnl|BL_ORD_ID|12722 7227:0031b2
NP_001138225.1	gnl|BL_ORD_ID|12317 7227:00301d
NP_001138226.1	gnl|BL_ORD_ID|12317 7227:00301d
NP_001138223.2	gnl|BL_ORD_ID|3853 7227:000f0d
NP_001162626.1	gnl|BL_ORD_ID|2194 7227:000892
NP_001138224.1	gnl|BL_ORD_ID|11785 7227:002e09
NP_001162627.1	gnl|BL_ORD_ID|2193 7227:000891
NP_001162629.1	gnl|BL_ORD_ID|11213 7227:002bcd
NP_001162628.1	gnl|BL_ORD_ID|9770 7227:00262a
NP_001162634.1	gnl|BL_ORD_ID|2359 7227:000937
NP_001162633.1	gnl|BL_ORD_ID|13566 7227:0034fe
NP_001162631.1	gnl|BL_ORD_ID|1814 7227:000716
NP_001162630.1	gnl|BL_ORD_ID|1814 7227:000716
NP_001162636.1	gnl|BL_ORD_ID|11418 7227:002c9a
NP_001162637.1	gnl|BL_ORD_ID|11418 7227:002c9a
NP_001162635.1	gnl|BL_ORD_ID|11418 7227:002c9a
NP_001162639.2	gnl|BL_ORD_ID|2097 7227:000831
NP_001162640.1	gnl|BL_ORD_ID|2097 7227:000831
NP_001162641.1	gnl|BL_ORD_ID|2097 7227:000831
NP_001162642.1	gnl|BL_ORD_ID|2789 7227:000ae5
NP_001162645.1	gnl|BL_ORD_ID|1952 7227:0007a0
NP_001162638.2	gnl|BL_ORD_ID|67 7227:000043
NP_001162646.1	gnl|BL_ORD_ID|13482 7227:0034aa
NP_001138185.2	gnl|BL_ORD_ID|13209 7227:003399
NP_001162647.1	gnl|BL_ORD_ID|13482 7227:0034aa
NP_001162649.1	gnl|BL_ORD_ID|577 7227:000241
NP_001162632.2	gnl|BL_ORD_ID|12241 7227:002fd1
NP_001162650.1	gnl|BL_ORD_ID|577 7227:000241
NP_001162648.3	gnl|BL_ORD_ID|13896 7227:003648
NP_001162651.1	gnl|BL_ORD_ID|1915 7227:00077b
NP_001162652.1	gnl|BL_ORD_ID|1915 7227:00077b
NP_001162654.1	gnl|BL_ORD_ID|1915 7227:00077b
NP_001162653.1	gnl|BL_ORD_ID|1915 7227:00077b
NP_001162644.1	gnl|BL_ORD_ID|879 7227:00036f
NP_001162661.1	gnl|BL_ORD_ID|13092 7227:003324
NP_001162657.1	gnl|BL_ORD_ID|2218 7227:0008aa
NP_001162658.2	gnl|BL_ORD_ID|2218 7227:0008aa
NP_001162659.2	gnl|BL_ORD_ID|2218 7227:0008aa
NP_001162660.1	gnl|BL_ORD_ID|2218 7227:0008aa
NP_001162664.2	gnl|BL_ORD_ID|531 7227:000213
NP_001162665.1	gnl|BL_ORD_ID|2938 7227:000b7a
NP_001162666.2	gnl|BL_ORD_ID|2938 7227:000b7a
NP_001162662.1	gnl|BL_ORD_ID|61 7227:00003d
NP_001162669.1	gnl|BL_ORD_ID|755 7227:0002f3
NP_001162663.1	gnl|BL_ORD_ID|61 7227:00003d
NP_001162671.2	gnl|BL_ORD_ID|755 7227:0002f3
NP_001162655.1	gnl|BL_ORD_ID|12147 7227:002f73
NP_001162670.1	gnl|BL_ORD_ID|755 7227:0002f3
NP_001162667.1	gnl|BL_ORD_ID|12616 7227:003148
NP_001162672.1	gnl|BL_ORD_ID|755 7227:0002f3
NP_001162668.2	gnl|BL_ORD_ID|12616 7227:003148
NP_001162678.1	gnl|BL_ORD_ID|2975 7227:000b9f
