XP_012521284.1	gnl|BL_ORD_ID|8850 307658:002292
XP_012526059.1	gnl|BL_ORD_ID|20604 307658:00507c
XP_012526062.1	gnl|BL_ORD_ID|10222 307658:0027ee
XP_012526060.1	gnl|BL_ORD_ID|20604 307658:00507c
XP_012526061.1	gnl|BL_ORD_ID|20605 307658:00507d
XP_012526063.1	gnl|BL_ORD_ID|12064 307658:002f20
XP_012526064.1	gnl|BL_ORD_ID|12065 307658:002f21
XP_012526065.1	gnl|BL_ORD_ID|18743 307658:004937
XP_012526067.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526069.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526070.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526066.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526068.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526071.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526073.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526075.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526072.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526074.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526076.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526077.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526081.1	gnl|BL_ORD_ID|19141 307658:004ac5
XP_012526078.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526080.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526079.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526082.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526083.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526084.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526086.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526085.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526087.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526088.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526089.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526092.1	gnl|BL_ORD_ID|19141 307658:004ac5
XP_012526090.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526093.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526094.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526091.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526095.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526096.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526099.1	gnl|BL_ORD_ID|6108 307658:0017dc
XP_012526097.1	gnl|BL_ORD_ID|12066 307658:002f22
XP_012526101.1	gnl|BL_ORD_ID|9190 307658:0023e6
XP_012526098.1	gnl|BL_ORD_ID|12067 307658:002f23
XP_012526100.1	gnl|BL_ORD_ID|6109 307658:0017dd
XP_012526102.1	gnl|BL_ORD_ID|14232 307658:003798
XP_012526106.1	gnl|BL_ORD_ID|15867 307658:003dfb
XP_012526107.1	gnl|BL_ORD_ID|15868 307658:003dfc
XP_012526105.1	gnl|BL_ORD_ID|18524 307658:00485c
XP_012526108.1	gnl|BL_ORD_ID|16007 307658:003e87
XP_012526104.1	gnl|BL_ORD_ID|14233 307658:003799
XP_012526103.1	gnl|BL_ORD_ID|14233 307658:003799
XP_012526109.1	gnl|BL_ORD_ID|16685 307658:00412d
XP_012526111.1	gnl|BL_ORD_ID|16685 307658:00412d
XP_012526113.1	gnl|BL_ORD_ID|16685 307658:00412d
XP_012526110.1	gnl|BL_ORD_ID|16685 307658:00412d
XP_012526114.1	gnl|BL_ORD_ID|16685 307658:00412d
XP_012526112.1	gnl|BL_ORD_ID|18524 307658:00485c
XP_012526115.1	gnl|BL_ORD_ID|16685 307658:00412d
XP_012526118.1	gnl|BL_ORD_ID|17548 307658:00448c
XP_012526119.1	gnl|BL_ORD_ID|19334 307658:004b86
XP_012526120.1	gnl|BL_ORD_ID|19334 307658:004b86
XP_012526116.1	gnl|BL_ORD_ID|17547 307658:00448b
XP_012526117.1	gnl|BL_ORD_ID|17547 307658:00448b
XP_012526122.1	gnl|BL_ORD_ID|19335 307658:004b87
XP_012526121.1	gnl|BL_ORD_ID|20003 307658:004e23
XP_012526124.1	gnl|BL_ORD_ID|20211 307658:004ef3
XP_012526126.1	gnl|BL_ORD_ID|18525 307658:00485d
XP_012526125.1	gnl|BL_ORD_ID|20212 307658:004ef4
XP_012526123.1	gnl|BL_ORD_ID|19523 307658:004c43
XP_012526127.1	gnl|BL_ORD_ID|20464 307658:004ff0
XP_012526129.1	gnl|BL_ORD_ID|11805 307658:002e1d
XP_012526131.1	gnl|BL_ORD_ID|11806 307658:002e1e
XP_012526130.1	gnl|BL_ORD_ID|11805 307658:002e1d
XP_012526133.1	gnl|BL_ORD_ID|8974 307658:00230e
XP_012526132.1	gnl|BL_ORD_ID|16518 307658:004086
XP_012526134.1	gnl|BL_ORD_ID|9576 307658:002568
XP_012526135.1	gnl|BL_ORD_ID|12329 307658:003029
XP_012526136.1	gnl|BL_ORD_ID|12329 307658:003029
XP_012526137.1	gnl|BL_ORD_ID|17095 307658:0042c7
XP_012526138.1	gnl|BL_ORD_ID|12330 307658:00302a
XP_012526128.1	gnl|BL_ORD_ID|19810 307658:004d62
XP_012526139.1	gnl|BL_ORD_ID|12330 307658:00302a
XP_012526140.1	gnl|BL_ORD_ID|12330 307658:00302a
XP_012526141.1	gnl|BL_ORD_ID|12331 307658:00302b
XP_012526142.1	gnl|BL_ORD_ID|12331 307658:00302b
XP_012526143.1	gnl|BL_ORD_ID|12331 307658:00302b
XP_012526144.1	gnl|BL_ORD_ID|12331 307658:00302b
XP_012526147.1	gnl|BL_ORD_ID|12332 307658:00302c
XP_012526145.1	gnl|BL_ORD_ID|12331 307658:00302b
XP_012526146.1	gnl|BL_ORD_ID|12331 307658:00302b
XP_012526148.1	gnl|BL_ORD_ID|12332 307658:00302c
XP_012526152.1	gnl|BL_ORD_ID|13960 307658:003688
XP_012526155.1	gnl|BL_ORD_ID|12334 307658:00302e
XP_012526149.1	gnl|BL_ORD_ID|12333 307658:00302d
XP_012526150.1	gnl|BL_ORD_ID|12333 307658:00302d
XP_012526151.1	gnl|BL_ORD_ID|12333 307658:00302d
XP_012526153.1	gnl|BL_ORD_ID|12333 307658:00302d
XP_012526154.1	gnl|BL_ORD_ID|12333 307658:00302d
XP_012526156.1	gnl|BL_ORD_ID|12334 307658:00302e
XP_012526158.1	gnl|BL_ORD_ID|12336 307658:003030
XP_012526157.1	gnl|BL_ORD_ID|12335 307658:00302f
XP_012526159.1	gnl|BL_ORD_ID|15976 307658:003e68
XP_012526160.1	gnl|BL_ORD_ID|15976 307658:003e68
XP_012526162.1	gnl|BL_ORD_ID|15976 307658:003e68
XP_012526161.1	gnl|BL_ORD_ID|13960 307658:003688
XP_012526163.1	gnl|BL_ORD_ID|15977 307658:003e69
XP_012526164.1	gnl|BL_ORD_ID|15977 307658:003e69
XP_012526165.1	gnl|BL_ORD_ID|15977 307658:003e69
XP_012526166.1	gnl|BL_ORD_ID|15977 307658:003e69
XP_012526167.1	gnl|BL_ORD_ID|15977 307658:003e69
XP_012526168.1	gnl|BL_ORD_ID|15977 307658:003e69
XP_012526170.1	gnl|BL_ORD_ID|13960 307658:003688
XP_012526171.1	gnl|BL_ORD_ID|20172 307658:004ecc
XP_012526172.1	gnl|BL_ORD_ID|20567 307658:005057
XP_012526173.1	gnl|BL_ORD_ID|12652 307658:00316c
XP_012526174.1	gnl|BL_ORD_ID|12652 307658:00316c
XP_012526169.1	gnl|BL_ORD_ID|20098 307658:004e82
XP_012526175.1	gnl|BL_ORD_ID|12652 307658:00316c
XP_012526176.1	gnl|BL_ORD_ID|12652 307658:00316c
XP_012526177.1	gnl|BL_ORD_ID|12652 307658:00316c
XP_012526182.1	gnl|BL_ORD_ID|12654 307658:00316e
XP_012526183.1	gnl|BL_ORD_ID|12654 307658:00316e
XP_012526184.1	gnl|BL_ORD_ID|13961 307658:003689
XP_012526178.1	gnl|BL_ORD_ID|12653 307658:00316d
XP_012526179.1	gnl|BL_ORD_ID|12653 307658:00316d
XP_012526181.1	gnl|BL_ORD_ID|12653 307658:00316d
XP_012526180.1	gnl|BL_ORD_ID|12653 307658:00316d
XP_012526185.1	gnl|BL_ORD_ID|12655 307658:00316f
XP_012526186.1	gnl|BL_ORD_ID|12655 307658:00316f
XP_012526187.1	gnl|BL_ORD_ID|12655 307658:00316f
XP_012526188.1	gnl|BL_ORD_ID|12655 307658:00316f
XP_012526192.1	gnl|BL_ORD_ID|1121 307658:000461
XP_012526189.1	gnl|BL_ORD_ID|12655 307658:00316f
XP_012526190.1	gnl|BL_ORD_ID|12655 307658:00316f
XP_012526191.1	gnl|BL_ORD_ID|12655 307658:00316f
XP_012526193.1	gnl|BL_ORD_ID|13961 307658:003689
XP_012526196.1	gnl|BL_ORD_ID|14204 307658:00377c
XP_012526195.1	gnl|BL_ORD_ID|14203 307658:00377b
XP_012526197.1	gnl|BL_ORD_ID|14204 307658:00377c
XP_012526198.1	gnl|BL_ORD_ID|14204 307658:00377c
XP_012526199.1	gnl|BL_ORD_ID|14204 307658:00377c
XP_012526200.1	gnl|BL_ORD_ID|14204 307658:00377c
XP_012526201.1	gnl|BL_ORD_ID|14205 307658:00377d
XP_012526194.1	gnl|BL_ORD_ID|14202 307658:00377a
XP_012526204.1	gnl|BL_ORD_ID|8475 307658:00211b
XP_012526203.1	gnl|BL_ORD_ID|846 307658:00034e
XP_012526202.1	gnl|BL_ORD_ID|18871 307658:0049b7
XP_012526205.1	gnl|BL_ORD_ID|13962 307658:00368a
XP_012526206.1	gnl|BL_ORD_ID|9498 307658:00251a
XP_012526207.1	gnl|BL_ORD_ID|9986 307658:002702
XP_012526208.1	gnl|BL_ORD_ID|17362 307658:0043d2
XP_012526209.1	gnl|BL_ORD_ID|17362 307658:0043d2
XP_012526210.1	gnl|BL_ORD_ID|17362 307658:0043d2
XP_012526214.1	gnl|BL_ORD_ID|13962 307658:00368a
XP_012526215.1	gnl|BL_ORD_ID|13501 307658:0034bd
XP_012526216.1	gnl|BL_ORD_ID|13502 307658:0034be
XP_012526211.1	gnl|BL_ORD_ID|13500 307658:0034bc
XP_012526212.1	gnl|BL_ORD_ID|13500 307658:0034bc
XP_012526213.1	gnl|BL_ORD_ID|13500 307658:0034bc
XP_012526218.1	gnl|BL_ORD_ID|15252 307658:003b94
XP_012526219.1	gnl|BL_ORD_ID|15252 307658:003b94
XP_012526220.1	gnl|BL_ORD_ID|13962 307658:00368a
XP_012526217.1	gnl|BL_ORD_ID|15251 307658:003b93
XP_012526221.1	gnl|BL_ORD_ID|15253 307658:003b95
XP_012526222.1	gnl|BL_ORD_ID|15253 307658:003b95
XP_012526224.1	gnl|BL_ORD_ID|15254 307658:003b96
XP_012526223.1	gnl|BL_ORD_ID|15254 307658:003b96
XP_012526225.1	gnl|BL_ORD_ID|20596 307658:005074
XP_012526226.1	gnl|BL_ORD_ID|20596 307658:005074
XP_012526227.1	gnl|BL_ORD_ID|20598 307658:005076
XP_012526229.1	gnl|BL_ORD_ID|13962 307658:00368a
XP_012526228.1	gnl|BL_ORD_ID|20598 307658:005076
XP_012526230.1	gnl|BL_ORD_ID|14253 307658:0037ad
XP_012526231.1	gnl|BL_ORD_ID|19983 307658:004e0f
XP_012526234.1	gnl|BL_ORD_ID|15848 307658:003de8
XP_012526235.1	gnl|BL_ORD_ID|9502 307658:00251e
XP_012526232.1	gnl|BL_ORD_ID|15846 307658:003de6
XP_012526233.1	gnl|BL_ORD_ID|15847 307658:003de7
XP_012526236.1	gnl|BL_ORD_ID|151 307658:000097
XP_012526237.1	gnl|BL_ORD_ID|13962 307658:00368a
XP_012526241.1	gnl|BL_ORD_ID|12578 307658:003122
XP_012526242.1	gnl|BL_ORD_ID|12579 307658:003123
XP_012526240.1	gnl|BL_ORD_ID|12577 307658:003121
XP_012526243.1	gnl|BL_ORD_ID|12580 307658:003124
XP_012526245.1	gnl|BL_ORD_ID|12580 307658:003124
XP_012526244.1	gnl|BL_ORD_ID|12580 307658:003124
XP_012526247.1	gnl|BL_ORD_ID|13656 307658:003558
XP_012526246.1	gnl|BL_ORD_ID|13655 307658:003557
XP_012526248.1	gnl|BL_ORD_ID|13656 307658:003558
XP_012526250.1	gnl|BL_ORD_ID|13963 307658:00368b
XP_012526251.1	gnl|BL_ORD_ID|13656 307658:003558
XP_012526249.1	gnl|BL_ORD_ID|13139 307658:003353
XP_012526252.1	gnl|BL_ORD_ID|13656 307658:003558
XP_012526238.1	gnl|BL_ORD_ID|12576 307658:003120
XP_012526239.1	gnl|BL_ORD_ID|12576 307658:003120
XP_012526253.1	gnl|BL_ORD_ID|13656 307658:003558
XP_012526254.1	gnl|BL_ORD_ID|13657 307658:003559
XP_012526255.1	gnl|BL_ORD_ID|13657 307658:003559
XP_012526256.1	gnl|BL_ORD_ID|13658 307658:00355a
XP_012526257.1	gnl|BL_ORD_ID|13658 307658:00355a
XP_012526258.1	gnl|BL_ORD_ID|13658 307658:00355a
XP_012526259.1	gnl|BL_ORD_ID|13658 307658:00355a
XP_012526261.1	gnl|BL_ORD_ID|19903 307658:004dbf
XP_012526262.1	gnl|BL_ORD_ID|19975 307658:004e07
XP_012526264.1	gnl|BL_ORD_ID|19975 307658:004e07
XP_012526260.1	gnl|BL_ORD_ID|15131 307658:003b1b
XP_012526263.1	gnl|BL_ORD_ID|190 307658:0000be
XP_012526268.1	gnl|BL_ORD_ID|18176 307658:004700
XP_012526269.1	gnl|BL_ORD_ID|18176 307658:004700
XP_012526270.1	gnl|BL_ORD_ID|18177 307658:004701
XP_012526271.1	gnl|BL_ORD_ID|18178 307658:004702
XP_012526272.1	gnl|BL_ORD_ID|18178 307658:004702
XP_012526265.1	gnl|BL_ORD_ID|14600 307658:003908
XP_012526273.1	gnl|BL_ORD_ID|18178 307658:004702
XP_012526266.1	gnl|BL_ORD_ID|14600 307658:003908
XP_012526275.1	gnl|BL_ORD_ID|18178 307658:004702
XP_012526267.1	gnl|BL_ORD_ID|14600 307658:003908
XP_012526277.1	gnl|BL_ORD_ID|18293 307658:004775
XP_012526276.1	gnl|BL_ORD_ID|18293 307658:004775
XP_012526278.1	gnl|BL_ORD_ID|18293 307658:004775
XP_012526274.1	gnl|BL_ORD_ID|13952 307658:003680
XP_012526279.1	gnl|BL_ORD_ID|9449 307658:0024e9
XP_012526284.1	gnl|BL_ORD_ID|16088 307658:003ed8
XP_012526280.1	gnl|BL_ORD_ID|12689 307658:003191
XP_012526283.1	gnl|BL_ORD_ID|13952 307658:003680
XP_012526281.1	gnl|BL_ORD_ID|12689 307658:003191
XP_012526285.1	gnl|BL_ORD_ID|16088 307658:003ed8
XP_012526282.1	gnl|BL_ORD_ID|12690 307658:003192
XP_012526287.1	gnl|BL_ORD_ID|16089 307658:003ed9
XP_012526286.1	gnl|BL_ORD_ID|16088 307658:003ed8
XP_012526288.1	gnl|BL_ORD_ID|16856 307658:0041d8
XP_012526289.1	gnl|BL_ORD_ID|16856 307658:0041d8
XP_012526291.1	gnl|BL_ORD_ID|16857 307658:0041d9
XP_012526293.1	gnl|BL_ORD_ID|17743 307658:00454f
XP_012526290.1	gnl|BL_ORD_ID|16856 307658:0041d8
XP_012526294.1	gnl|BL_ORD_ID|17743 307658:00454f
XP_012526296.1	gnl|BL_ORD_ID|8811 307658:00226b
XP_012526295.1	gnl|BL_ORD_ID|17743 307658:00454f
XP_012526297.1	gnl|BL_ORD_ID|8898 307658:0022c2
XP_012526292.1	gnl|BL_ORD_ID|13952 307658:003680
XP_012526301.1	gnl|BL_ORD_ID|13952 307658:003680
XP_012526298.1	gnl|BL_ORD_ID|11829 307658:002e35
XP_012526300.1	gnl|BL_ORD_ID|11829 307658:002e35
XP_012526299.1	gnl|BL_ORD_ID|11829 307658:002e35
XP_012526302.1	gnl|BL_ORD_ID|11829 307658:002e35
XP_012526303.1	gnl|BL_ORD_ID|11829 307658:002e35
XP_012526308.1	gnl|BL_ORD_ID|11830 307658:002e36
XP_012526309.1	gnl|BL_ORD_ID|11830 307658:002e36
XP_012526310.1	gnl|BL_ORD_ID|11831 307658:002e37
XP_012526304.1	gnl|BL_ORD_ID|11829 307658:002e35
XP_012526305.1	gnl|BL_ORD_ID|11829 307658:002e35
XP_012526306.1	gnl|BL_ORD_ID|11829 307658:002e35
XP_012526312.1	gnl|BL_ORD_ID|11832 307658:002e38
XP_012526307.1	gnl|BL_ORD_ID|11829 307658:002e35
XP_012526311.1	gnl|BL_ORD_ID|13952 307658:003680
XP_012526314.1	gnl|BL_ORD_ID|12945 307658:003291
XP_012526316.1	gnl|BL_ORD_ID|12947 307658:003293
XP_012526315.1	gnl|BL_ORD_ID|12946 307658:003292
XP_012526313.1	gnl|BL_ORD_ID|12944 307658:003290
XP_012526318.1	gnl|BL_ORD_ID|18261 307658:004755
XP_012526317.1	gnl|BL_ORD_ID|18260 307658:004754
XP_012526320.1	gnl|BL_ORD_ID|19888 307658:004db0
XP_012526321.1	gnl|BL_ORD_ID|793 307658:000319
XP_012526322.1	gnl|BL_ORD_ID|16490 307658:00406a
XP_012526324.1	gnl|BL_ORD_ID|16490 307658:00406a
XP_012526323.1	gnl|BL_ORD_ID|16490 307658:00406a
XP_012526325.1	gnl|BL_ORD_ID|16490 307658:00406a
XP_012526326.1	gnl|BL_ORD_ID|16490 307658:00406a
XP_012526319.1	gnl|BL_ORD_ID|13952 307658:003680
XP_012526328.1	gnl|BL_ORD_ID|16490 307658:00406a
XP_012526329.1	gnl|BL_ORD_ID|16490 307658:00406a
XP_012526330.1	gnl|BL_ORD_ID|16490 307658:00406a
XP_012526331.1	gnl|BL_ORD_ID|16490 307658:00406a
XP_012526327.1	gnl|BL_ORD_ID|13952 307658:003680
XP_012526335.1	gnl|BL_ORD_ID|13911 307658:003657
XP_012526336.1	gnl|BL_ORD_ID|16147 307658:003f13
XP_012526338.1	gnl|BL_ORD_ID|8383 307658:0020bf
XP_012526337.1	gnl|BL_ORD_ID|347 307658:00015b
XP_012526332.1	gnl|BL_ORD_ID|13910 307658:003656
XP_012526339.1	gnl|BL_ORD_ID|13934 307658:00366e
XP_012526341.1	gnl|BL_ORD_ID|13935 307658:00366f
XP_012526334.1	gnl|BL_ORD_ID|13910 307658:003656
XP_012526333.1	gnl|BL_ORD_ID|13910 307658:003656
XP_012526340.1	gnl|BL_ORD_ID|13934 307658:00366e
XP_012526345.1	gnl|BL_ORD_ID|15751 307658:003d87
XP_012526346.1	gnl|BL_ORD_ID|15751 307658:003d87
XP_012526342.1	gnl|BL_ORD_ID|15750 307658:003d86
XP_012526347.1	gnl|BL_ORD_ID|15751 307658:003d87
XP_012526343.1	gnl|BL_ORD_ID|15750 307658:003d86
XP_012526348.1	gnl|BL_ORD_ID|17731 307658:004543
XP_012526344.1	gnl|BL_ORD_ID|15750 307658:003d86
XP_012526349.1	gnl|BL_ORD_ID|15751 307658:003d87
XP_012526350.1	gnl|BL_ORD_ID|15751 307658:003d87
XP_012526351.1	gnl|BL_ORD_ID|15751 307658:003d87
XP_012526353.1	gnl|BL_ORD_ID|15751 307658:003d87
XP_012526354.1	gnl|BL_ORD_ID|15751 307658:003d87
XP_012526352.1	gnl|BL_ORD_ID|15751 307658:003d87
XP_012526355.1	gnl|BL_ORD_ID|15752 307658:003d88
XP_012526356.1	gnl|BL_ORD_ID|15753 307658:003d89
XP_012526360.1	gnl|BL_ORD_ID|14699 307658:00396b
XP_012526361.1	gnl|BL_ORD_ID|17732 307658:004544
XP_012526362.1	gnl|BL_ORD_ID|14605 307658:00390d
XP_012526357.1	gnl|BL_ORD_ID|17485 307658:00444d
XP_012526358.1	gnl|BL_ORD_ID|17485 307658:00444d
XP_012526359.1	gnl|BL_ORD_ID|17485 307658:00444d
XP_012526363.1	gnl|BL_ORD_ID|14606 307658:00390e
XP_012526364.1	gnl|BL_ORD_ID|14606 307658:00390e
XP_012526365.1	gnl|BL_ORD_ID|20469 307658:004ff5
XP_012526366.1	gnl|BL_ORD_ID|20507 307658:00501b
XP_012526368.1	gnl|BL_ORD_ID|1244 307658:0004dc
XP_012526369.1	gnl|BL_ORD_ID|17732 307658:004544
XP_012526370.1	gnl|BL_ORD_ID|9375 307658:00249f
XP_012526371.1	gnl|BL_ORD_ID|9375 307658:00249f
XP_012526367.1	gnl|BL_ORD_ID|18448 307658:004810
XP_012526372.1	gnl|BL_ORD_ID|19916 307658:004dcc
XP_012526375.1	gnl|BL_ORD_ID|18777 307658:004959
XP_012526374.1	gnl|BL_ORD_ID|13140 307658:003354
XP_012526373.1	gnl|BL_ORD_ID|19916 307658:004dcc
XP_012526376.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526377.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526380.1	gnl|BL_ORD_ID|17732 307658:004544
XP_012526378.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526379.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526381.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526383.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526382.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526384.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526385.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526386.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526387.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526390.1	gnl|BL_ORD_ID|19674 307658:004cda
XP_012526388.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526389.1	gnl|BL_ORD_ID|12381 307658:00305d
XP_012526391.1	gnl|BL_ORD_ID|14262 307658:0037b6
XP_012526392.1	gnl|BL_ORD_ID|14262 307658:0037b6
XP_012526394.1	gnl|BL_ORD_ID|19537 307658:004c51
XP_012526393.1	gnl|BL_ORD_ID|14262 307658:0037b6
XP_012526395.1	gnl|BL_ORD_ID|14263 307658:0037b7
XP_012526397.1	gnl|BL_ORD_ID|14264 307658:0037b8
XP_012526396.1	gnl|BL_ORD_ID|14263 307658:0037b7
XP_012526398.1	gnl|BL_ORD_ID|14264 307658:0037b8
XP_012526399.1	gnl|BL_ORD_ID|14264 307658:0037b8
XP_012526400.1	gnl|BL_ORD_ID|8751 307658:00222f
XP_012526403.1	gnl|BL_ORD_ID|19537 307658:004c51
XP_012526405.1	gnl|BL_ORD_ID|7376 307658:001cd0
XP_012526404.1	gnl|BL_ORD_ID|18634 307658:0048ca
XP_012526406.1	gnl|BL_ORD_ID|7377 307658:001cd1
XP_012526407.1	gnl|BL_ORD_ID|20406 307658:004fb6
XP_012526409.1	gnl|BL_ORD_ID|8417 307658:0020e1
XP_012526408.1	gnl|BL_ORD_ID|20625 307658:005091
XP_012526410.1	gnl|BL_ORD_ID|17125 307658:0042e5
XP_012526411.1	gnl|BL_ORD_ID|17125 307658:0042e5
XP_012526412.1	gnl|BL_ORD_ID|17126 307658:0042e6
XP_012526413.1	gnl|BL_ORD_ID|17126 307658:0042e6
XP_012526414.1	gnl|BL_ORD_ID|19775 307658:004d3f
XP_012526416.1	gnl|BL_ORD_ID|18286 307658:00476e
XP_012526415.1	gnl|BL_ORD_ID|17126 307658:0042e6
XP_012526417.1	gnl|BL_ORD_ID|18286 307658:00476e
XP_012526402.1	gnl|BL_ORD_ID|15542 307658:003cb6
XP_012526401.1	gnl|BL_ORD_ID|15542 307658:003cb6
XP_012526419.1	gnl|BL_ORD_ID|9233 307658:002411
XP_012526418.1	gnl|BL_ORD_ID|8606 307658:00219e
XP_012526420.1	gnl|BL_ORD_ID|14866 307658:003a12
XP_012526421.1	gnl|BL_ORD_ID|14866 307658:003a12
XP_012526422.1	gnl|BL_ORD_ID|14866 307658:003a12
XP_012526423.1	gnl|BL_ORD_ID|14866 307658:003a12
XP_012526424.1	gnl|BL_ORD_ID|14866 307658:003a12
XP_012526425.1	gnl|BL_ORD_ID|14866 307658:003a12
XP_012526427.1	gnl|BL_ORD_ID|19776 307658:004d40
XP_012526426.1	gnl|BL_ORD_ID|14866 307658:003a12
XP_012526428.1	gnl|BL_ORD_ID|14867 307658:003a13
XP_012526429.1	gnl|BL_ORD_ID|17445 307658:004425
XP_012526430.1	gnl|BL_ORD_ID|17445 307658:004425
XP_012526432.1	gnl|BL_ORD_ID|19954 307658:004df2
XP_012526431.1	gnl|BL_ORD_ID|19954 307658:004df2
XP_012526433.1	gnl|BL_ORD_ID|19954 307658:004df2
XP_012526434.1	gnl|BL_ORD_ID|20134 307658:004ea6
XP_012526435.1	gnl|BL_ORD_ID|15126 307658:003b16
XP_012526436.1	gnl|BL_ORD_ID|15126 307658:003b16
XP_012526438.1	gnl|BL_ORD_ID|18754 307658:004942
XP_012526439.1	gnl|BL_ORD_ID|19474 307658:004c12
XP_012526437.1	gnl|BL_ORD_ID|18754 307658:004942
XP_012526440.1	gnl|BL_ORD_ID|19475 307658:004c13
XP_012526441.1	gnl|BL_ORD_ID|15639 307658:003d17
XP_012526443.1	gnl|BL_ORD_ID|15639 307658:003d17
XP_012526444.1	gnl|BL_ORD_ID|15640 307658:003d18
XP_012526442.1	gnl|BL_ORD_ID|15639 307658:003d17
XP_012526445.1	gnl|BL_ORD_ID|13524 307658:0034d4
XP_012526446.1	gnl|BL_ORD_ID|13524 307658:0034d4
XP_012526449.1	gnl|BL_ORD_ID|13524 307658:0034d4
XP_012526450.1	gnl|BL_ORD_ID|13524 307658:0034d4
XP_012526447.1	gnl|BL_ORD_ID|13524 307658:0034d4
XP_012526448.1	gnl|BL_ORD_ID|13524 307658:0034d4
XP_012526452.1	gnl|BL_ORD_ID|17750 307658:004556
XP_012526451.1	gnl|BL_ORD_ID|13524 307658:0034d4
XP_012526454.1	gnl|BL_ORD_ID|203 307658:0000cb
XP_012526453.1	gnl|BL_ORD_ID|13524 307658:0034d4
XP_012526455.1	gnl|BL_ORD_ID|13940 307658:003674
XP_012526456.1	gnl|BL_ORD_ID|13940 307658:003674
XP_012526457.1	gnl|BL_ORD_ID|13940 307658:003674
XP_012526459.1	gnl|BL_ORD_ID|13940 307658:003674
XP_012526462.1	gnl|BL_ORD_ID|13140 307658:003354
XP_012526460.1	gnl|BL_ORD_ID|13940 307658:003674
XP_012526458.1	gnl|BL_ORD_ID|13940 307658:003674
XP_012526463.1	gnl|BL_ORD_ID|13941 307658:003675
XP_012526461.1	gnl|BL_ORD_ID|13940 307658:003674
XP_012526467.1	gnl|BL_ORD_ID|16544 307658:0040a0
XP_012526466.1	gnl|BL_ORD_ID|17751 307658:004557
XP_012526465.1	gnl|BL_ORD_ID|16543 307658:00409f
XP_012526470.1	gnl|BL_ORD_ID|18480 307658:004830
XP_012526464.1	gnl|BL_ORD_ID|16543 307658:00409f
XP_012526471.1	gnl|BL_ORD_ID|18013 307658:00465d
XP_012526468.1	gnl|BL_ORD_ID|18479 307658:00482f
XP_012526473.1	gnl|BL_ORD_ID|14623 307658:00391f
XP_012526472.1	gnl|BL_ORD_ID|18013 307658:00465d
XP_012526469.1	gnl|BL_ORD_ID|18479 307658:00482f
XP_012526475.1	gnl|BL_ORD_ID|11987 307658:002ed3
XP_012526476.1	gnl|BL_ORD_ID|11987 307658:002ed3
XP_012526474.1	gnl|BL_ORD_ID|11986 307658:002ed2
XP_012526477.1	gnl|BL_ORD_ID|11987 307658:002ed3
XP_012526478.1	gnl|BL_ORD_ID|11987 307658:002ed3
XP_012526480.1	gnl|BL_ORD_ID|11988 307658:002ed4
XP_012526479.1	gnl|BL_ORD_ID|11987 307658:002ed3
XP_012526481.1	gnl|BL_ORD_ID|11988 307658:002ed4
